from,to,name,conf
184720,188120," Ja, wo wir Social VR im Unterricht einbinden würden.",0.7071338
190000,190480,Wie?,0.564
206640,207000,ja,1.0
232920,236200,"Ich glaube eh, das funktioniert ja nie so, wie du es planst, den Unterricht.",0.6794036
236680,237560,Das haut nicht so hin.,0.64639616
254360,256560,"Ja, ich weiß aber nicht, ob ich vorgehen kann oder nicht, ob da was steht.",0.6290727
262760,263280,Ja.,0.484
316880,317680,Wie?,0.769
321640,322480,ohhh,1.0
499960,500520,"Was, nochmal?",0.86374474
503000,505920,"Ja, also ich glaube nicht, dass das so funktioniert, wie man sich das vorstellt.",0.7376309
506600,512600,"Erstens ist das viel zeitaufwendiger und dann spielen die die ganze Zeit nur mit irgendwelchen scheiß Sachen rum, was man gar nicht will.",0.7433236
517919,519320,Ich finds glaube ich,1.0
