from,to,name,conf
118000,118960, Ich kann das nicht lesen.,0.35111845
179560,181760,Wir sollen diskutieren. Aber ich hab vergessen über was.,0.3476613
183120,183400,Hä?,0.45
188800,189640,Wie oder ob?,0.8115854
190880,191360,Wie?,0.564
193880,194320,boah,1.0
199160,199760,Keine Ahnung.,0.39191836
201480,202720,Ich finde es grundsätzlich schwierig einzu-,0.7074753
203520,206560,"beziehen, weil ich finde es persönlich mega anstrengend.",1.0
207800,213800,"Und wenn ich mir denke, dass ich das dann vor allem auch für die Schüler und so, weil ich meine, du kriegst so leicht Kopfschmerzen,",0.6335382
214640,215000," dann,",1.0
215520,215800," ja, ",1.0
216280,216960,ich finde das schwierig.,1.0
218160,220240,"Aber wenn dann, dann, ja, keine Ahnung, ",0.82884485
221160,222560,Geschichtsunterricht oder so.,1.0
223520,226800," Dann sollen die so eine virtuelle Reise, was weiß ich, durchs Antike rummachen.",0.6503374
226920,227520,I don't know.,0.32569808
229280,229800,mhhh,1.0
247720,250600,"Irgendwie habe ich auch das Gefühl, die Selene haut mega weit weg von mir.",0.6206706
253080,253800, Du sitzt voll weit weg.,0.4433819
256640,257959,Komm her.,0.19126421
259800,260160,Ha?,0.647
262040,262560,Mein Kopf?,0.79435825
263720,264080,Wie?,0.696
265640,267040,Also mein Kopf dreht sich schon.,0.64046866
267080,267680,"Deiner auch, ja?",0.6499509
267720,268120,Ja.,0.442
269400,271000,Du musst jetzt mal niesen.,0.68260187
274320,275760,"Also man sieht, dass dein Kopf so nach vorne geht.",0.50346595
278400,279560,Also meine Augen sind gerade zu.,0.69487464
279600,280880,Sind die zu oder offen?,0.61123526
282760,283120, Okay.,0.49
285280,288160,"Ja, aber ich glaube, das... Ja, jetzt hat bei dir gerade... Du hast gerade geblinzelt, aber... ",0.43908453
294480,296400,"Aber du kannst irgendwie mal anmachen, so über VR, so.",0.49857613
297080,297480,Ching.,0.544
304600,305160,Na du.,0.3074085
312760,314400,"Ey, Ich ein kann Herz machen, seht ihr das?",0.54830587
317240,320880,"du musst, nur den, nur den, also nicht den, sondern den anderen.",0.82923084
337680,338600,"Oh mein Gott, was ist denn jetzt los?",1.0
342520,343560," Oh, ich bin auf irgendwas drauf.",0.62029016
343600,345080,Jetzt seh ich grad wer alles anwesend ist.,0.38761348
345120,346400,Ich hab hier die Anwesendelsliste.,0.44190642
354440,355520,"Ja, okay, jetzt bin ich wieder raus.",1.0
356640,357040,Besser so.,0.6711706
363240,365400,"Ey, kann ich auf dein Tablet-Ding draufdrücken?",0.78536785
366760,367960,Macht's grad bei dir irgendwas?,0.5185168
369560,370080, Weil ,0.74784166
370320,375560,"ich sehe unterhalb von deiner Hand dieses Ding, das aufgeht, wenn du deine Hände so nach oben drehst.",1.0
376400,378760,"Und ich kann da auch, wenn ich da drauf klicke... Ne, jetzt machst du nichts mehr.",0.46505404
379800,380640,"Ne, jetzt machst du nichts mehr.",1.0
381160,381400,Doch.,0.894
381920,385480,"Wenn ich da drauf gehe, dann wird es sogar so unterstrichen, wie wenn du quasi draufklicken würdest.",0.668796
385560,386160,Aber ,0.8326727
386760,387440,"macht, glaube ich, nichts.",1.0
388520,388800,Da.,0.887
391960,393760,"Jetzt ist es weg, weil du das siehst.",0.4227098
393840,396000,"Aber wenn du das nicht siehst, dann sehe ich... Siehst du das bei mir?",0.6855146
397120,397480, Genau.,0.738
398720,399400,Das wird dann unterstrichen.,0.7422933
399440,400520,So als könntest du draufklicken.,0.49527615
406040,406680,Lina drüben.,0.32530755
411200,411920,Wie ein high five?,1.0
414840,416440,Wie weit entfernt ist deine Hand?,0.5136305
417880,418440,Wo ist die?,0.58625543
419680,421680,Gehen wir in die gleiche Richtung?,0.33772755
421760,423800,"Kann sein, dass wir mega weit entfernt sind voneinander.",0.43640918
425000,427080," Warte mal, wie weit weg bist du in Wirklichkeit?",0.535028
428040,429160,Hast du deine Hand ausgestreckt?,0.5968014
429680,430600,Deinen Arm?,0.59448296
432280,433320,Ist dein Arm ausgestreckt?,0.7431163
434720,435680,Wenn du so machst?,0.5275832
437760,438040,Nicht?,0.784
438080,439760,Also streckst du gerade einen echten Arm aus?,0.617498
442520,443600,"Ja, aber ich komme gar nicht hin.",0.65566856
443640,444600,Wir hocken auch voll weit weg.,0.76853585
454000,454600,Warte.,0.465
456720,456960,So.,0.754
457560,458000,hu,0.754
462480,464000,"Also gut, ich habe meine Meinung gesagt.",0.7694143
464040,465600,Was sagt ihr zu VR im Unterricht?,0.76862645
468360,468680,Ha?,0.74
471000,471840,Kann ich dein Notebook?,0.6894664
472520,473480,"Ne, kann ich nicht, ne?",0.815195
473560,474240,Schade.,0.877
478760,480680,"Ja, okay, aber ich will gar nichts googeln.",0.4239749
495440,497000," Also was meinst du, Celine?",0.7534107
500800,502840,Was du meinst zu VR jetzt im Unterricht.,0.74378175
521240,522720, Du bist so gar nicht bei der Sache.,0.76895124
530120,532040,Aber meine Hände funktionieren jetzt endlich mal. ching.,0.6624063
535520,537480,Ich sehe da ein Bildschirm und da steht Private Tablet.,0.36474913
548960,549520,Speedtest.,0.629
552080,552720,meetings,1.0
554480,555520,Teilnehmende..,1.0
556000,556400,ha?,1.0
569720,570920,Soll ich mich nochmal umkladen?,0.58696973
