from,to,name,conf
101360,110480,"Ja, ich denke genauso, zum Beispiel bei Rollenspielen oder Aufgaben, wo man Anwendungsfelder bespricht, so Praxisbeispiele.",0.78253615
227200,227320,mh,1.0
228000,231680," Aber ich finde es auch schwierig, das jedem Schüler so ",0.79906434
232320,233640," beizubringen, sage ich mal.",1.0
233880,244760,"Also es erfordert enorm viel Zeit, zum Beispiel bis die Brillen richtig aufgesetzt sind, bis wirklich jeder dann dabei ist oder ob wirklich genügend Brillen dann...",0.8758938
245840,247320, zur Verfügung stehen in dem Moment.,0.8603036
247400,257800,"Ich denke mir, eine Schule kann sich zum Beispiel 30 Brillen leisten und wenn eine Lehrerin das dann für ein Projekt ausleiht, dann hat man das in dem Moment nicht zur Verfügung.",0.8317279
257840,260600,Also man muss dann sowas echt planen.,0.83819234
281040,281760,"Genau, ja.",0.151225
341400,342320,"Ja, stimmt, ja",0.5190145
410000,410360,"Ja, stimmt, ja",1.0
411760,417120,"und die Augen blinzeln halt ein bisschen, die Hände bewegen sich, aber mehr ist da jetzt nicht zu erkennen.",1.0
523440,529960,"Aber ich finde es gut, wenn es für eine kurze Zeit diese Brillen aufgesetzt werden, weil man merkt schon so,",0.75214666
531280,533480, meine Augen schwächen schon ein bisschen langsam.,1.0
534840,536280,"Ja, man muss sich echt konzentrieren.",0.68189377
542480,542760,Ja,1.0
598560,598680, mhh,1.0
612200,612640,"Ja, ",0.7068246
613240,620240,"aber es wäre dann Argumented Reality, oder? Wenn man jetzt die Realität noch dazusehen würde und dann mit den Brillen arbeiten würde...",0.86885726
628680,629320,"Ja, genau.",0.35435575
651920,652320,mhm,0.35435575
