from,to,name,conf
14680,15480,Genau.,0.475
74080,82160," Also mein erster Gedanke war gerade eigentlich, dass ich es auf jeden Fall einsetzen würde bei irgendwelchen Themen, die ein bisschen Kreativität fordern.",0.71259886
82200,86920,Also gerade sowas wie Marketing oder wenn man eben so Mindmaps erstellt.,0.7791876
86960,92880,"Also ich glaube, ich würde es jetzt nicht anwenden, wenn ich jetzt eine Kosten-Leistungs-Rechnung erklären würde.",0.52234346
92920,95200,"Ich weiß nicht, halt irgendwie, wo man auch...",0.7753595
96640,101200, interaktiv einfach tätig wird oder gerade für Gruppenarbeiten oder sowas.,0.64703286
174560,178240,Also auf jeden Fall auch ein konkretes Anwendungsbeispiel einfach.,0.73745924
187200,203240,"Genau, das wollte ich nämlich auch gerade sagen, weil ich glaube jetzt gerade diese theoretischen Vorkenntnisse, gerade jetzt wie, was gibt es denn, also weil du das Beispiel gerade hattest mit Lager, was gibt es denn für Möglichkeiten oder Standards, wie man lagert oder so, das würde ich glaube ich nicht in VR machen, sondern",0.71390903
204480,212200," ich sag mal, traditionell und dann eher wirklich dieses, wie wir es jetzt alle schon gesagt haben, dieses anwendungsbezogene, handlungsorientierte dann.",0.6934276
214440,225400,"Also sozusagen den Unterricht starten vielleicht traditionell und dann irgendwann übergehen, wenn dann die Grundkenntnisse da sind in diesem Social-VR-Raum.",0.8540478
261920,270520," Also was vielleicht auch noch eine Idee wäre, dass man immer sagt, es gibt halt eine Kleingruppe, die in VR arbeitet und die macht dann ein Projekt, keine Ahnung über wie viele Unterrichtsstunden.",0.75628763
271120,277760,"Und sobald die dann dieses Kontingent sozusagen erfüllt haben, kommt dann eben die nächste Kleingruppe.",0.83743453
277800,280960,"Also so, dass man das halt ein bisschen seitlich aufteilt.",0.5010977
334160,341000," Das vielleicht nicht, aber gerade weil wir vorher das Beispiel hatten mit der Logistik, also man kann ja genauso gut auch durch eine Lagerhalle oder so.",0.81577384
341120,341240, ja,1.0
342360,350920,"Ich weiß nicht, wenn man jetzt auf sich Personal bezieht, dass man sagt, man geht jetzt mal durch ein neues Ausbildungszentrum und schaut sich Schulungsräume an oder irgendwie so und bewertet dann.",0.72859484
352360,354920, wie die aufgebaut sind oder wie sinnhaft,0.78127337
356080,360000, wie die aufgebaut sind oder wie sinnhaft,1.0
361160,363920,"Also da, glaube ich, gibt es schon bestimmt super coole Möglichkeiten.",0.65474576
363960,367480,"Aber wie du sagst, irgendwas, wo greifbar ist.",0.710261
367520,373560,"Also ich glaube, gerade eine Bilanz oder so, weiß ich jetzt nicht, ob man das jetzt hier sinnvoll darstellen könnte.",0.74148405
382840,385320," Ich würde auf jeden Fall, glaube ich, so Regeln aufstellen.",0.7558623
386040,400320,"Gerade sowas, was ich vorher meinte, weil ich habe am Anfang immer in die andere Richtung geschaut, dass man halt wirklich so eine Regel aufstellt, dass die Avatare sich anschauen, dass wenigstens so ein bisschen dieses Gespräch, diese Gesprächssituation zustande kommt.",0.7710715
402600,406320," Also ja, ich finde es wirklich auch ein bisschen schwierig ohne Mimik und Gestik.",0.5383019
406360,408760,"Ich weiß nicht, ich glaube, man sieht, wenn jemand redet, oder?",0.0
408760,410760,Weil der Mund so ein bisschen... ,0.6809313
423560,424600,"Ja, das stimmt.",0.5358471
425680,430760,"Ich weiß jetzt nicht, ob ich jetzt Diskussionen nicht lieber wirklich ",0.74923
431800,432920,in real life hätte.,1.0
480440,485000,"Ja, klingt voll gut, aber da frage ich mich, was spricht dagegen zum Beispiel ein Teams-Call?",0.7471357
485040,485680,Also das,0.41204974
486920,493560, Da sieht man dann die Person sozusagen wirklich in echt und da kannst du auch aus allen Ländern der Welt Leute zuschalten.,0.82771313
513240,513640,mhh,1.0
521720,523000," Ja, da hast du recht.",0.2937154
536920,540280,"Und ich glaube, so den ganzen Tag, wenn man es aufhört, kriegt man auch irgendwann Nackenprobleme.",0.61397755
540360,542320,Ich finde es auch irgendwie voll schwer.,0.42273286
544480,545840," Ja, das stimmt.",0.60058874
545960,552000,"Also ich glaube, für Tagesworkshops oder so ist es wahrscheinlich dann eher nicht geeignet, wie für einen kurzen Vortrag vielleicht dann schon.",0.6491387
554440,554800,Ja,0.3509712
556600,557320,ne voll gut,1.0
558480,559600,Was sagt der Timer?,0.57032126
568560,570120,"Ich glaube, ich habe sonst keine Punkte mehr.",0.7795826
570160,571320,Habt ihr noch irgendwas?,0.49595127
599320,599840,ne,1.0
630600,631000,ja,0.35435575
633600,634000,ja,0.35435575
651960,652360,ja,0.35435575
653280,653760,ja auf jeden Fall,1.0
