from,to,name,conf
4440,4560, Ja.,0.31
182040,183400,Das ist bei mir aber auch so.,0.5571965
183400,187560,"Also ab und zu wird es unscharf, dann muss ich mir die Augen weiter aufmachen, dann geht es wieder eine Zeit lang.",0.2813397
194640,197120," Ich möchte wissen, wie der Rahmen überhaupt konstruiert ist.",0.6506901
197280,211360,"Also ich möchte wissen, welchen Spiegelrahmen ich habe, ob ich eine Leinwand machen kann oder mehrere Leinwände, oder ausrichtend von der Farbe her, und was ich da für Gestaltungsmöglichkeiten habe, oder welche Gegenstände ich platzieren kann. ...",0.44838738
237280,240440," Ja, pädagogisch wäre es wahrscheinlich ganz cool,",0.077319555
240720,241960, der individuell was machen kann.,0.45450997
242000,248920,"Also wenn jeder quasi wirklich seine Matte hat, wie jetzt hier, mit den grauen Matten, dann haben wir Gegenstände, kann selber Sachen erarbeiten.",0.44145998
249000,257280,"Manchmal macht es zwar Sinn, dass man gemeinsam an einem arbeitet wahrscheinlich, dass man im Zentrum vielleicht einen Tisch hat.",0.49471718
257320,262000,"Ich bin jetzt aber auch speziell ein bisschen im Physikunterricht hängen geblieben, weil ich ja das nebenbei Physik mag.",0.36751872
262079,264200,Deswegen bin ich so ein bisschen in die experimentelle Richtung.,0.18782796
292600,293120,Ja,1.0
348760,355120,"Also erstens fallen mir gefährliche Sachen ein, die vielleicht im echten Unterricht wirklich zu gefährlich wären.",0.64315337
355200,356760,Oder ganz abstrakte Sachen.,0.7914053
356760,358240,Oder so ein Atommodell zum Beispiel.,0.29437363
358520,361640,Dass man es einfach ganz groß abbauen kann.,0.43475237
363920,366200, Ja.,0.493
481360,482800," Ja, Schüler sind dann meistens sehr jünger.",0.40409967
482880,493560,"Ich glaube, dass das technische Verständnis wahrscheinlich dann, oder die wachsen eher damit auf, oder haben wahrscheinlich mehr Stimmpunkte, solange man sich das leisten kann.",0.58483654
493640,500240,"Wenn es ja wie VR Brille im Privaten nicht so teuer ist, dann sind die wahrscheinlich fitter wie ich.",0.41932526
500320,503760,"Ansonsten wäre es organisatorisch vielleicht auch gut, wenn sie es daheim schon ein bisschen üben können.",0.25817913
505640,512240," Weil die 10 Minuten oder die Viertelstunde am Anfang, wo ich jetzt rumwürtelt habe, das wäre vielleicht gut, wenn die das daheim schon machen können.",0.41020128
524120,524240,Ja,1.0
552240,552360,Ja,1.0
571160,574720," Ich weiß nicht, ob das immer zu gut ist, immer aus seiner Haut rauszukommen.",0.6086936
574800,577680,Weil im Echtleben ist er trotzdem gefangen in seinem Körper.,0.60916466
577680,582480,"Deswegen ist es zwar ganz cool, wenn man sich selber gestalten kann, man kann sich aber auch ein bisschen entfremden.",0.36604208
582520,585520,Das ist ja genau das Thema mit den Snapchat-Filtern.,0.35828358
586040,587280,Man rennt da oft ideal hinterher.,0.43787467
588680,590680,Weiß ich nicht.,0.31503764
590800,594760," Auf der anderen Seite, Corona, die Situation wäre natürlich dabei prädestiniert gewesen.",0.35117227
595320,601600,Da können wir trotzdem einigermaßen in einem Raum sich abhalten und da ähnliche Sachen machen.,0.59293306
601680,602520,Und da finde ich das ganz cool.,0.28332067
605560,606840,Das war jetzt bloß unser Einschub.,0.25498983
619440,620960, Ciao.,0.18
