,timestamp,time_ms,session,arousal,dominance,valence,task_engagement,text_p_blue,speaking_p_blue,sentiment_p_blue,engagement_p_blue,text_p_green,speaking_p_green,sentiment_p_green,engagement_p_green,text_p_red,speaking_p_red,sentiment_p_red,engagement_p_red
0,1970-01-01 00:00:00.000,0.0,recording_triad_08,0.5163736,0.51832306,0.37929466,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
1,1970-01-01 00:00:00.011,11.0,recording_triad_08,0.5163736,0.51832306,0.37929466,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
2,1970-01-01 00:00:00.022,22.0,recording_triad_08,0.60610014,0.5761434,0.53106886,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
3,1970-01-01 00:00:00.033,33.0,recording_triad_08,0.60610014,0.5761434,0.53106886,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
4,1970-01-01 00:00:00.044,44.0,recording_triad_08,0.60610014,0.5761434,0.53106886,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
5,1970-01-01 00:00:00.055,55.0,recording_triad_08,0.60610014,0.5761434,0.53106886,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
6,1970-01-01 00:00:00.066,66.0,recording_triad_08,0.5597606,0.54854304,0.5083065,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
7,1970-01-01 00:00:00.077,77.0,recording_triad_08,0.5597606,0.54854304,0.5083065,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
8,1970-01-01 00:00:00.088,88.0,recording_triad_08,0.5597606,0.54854304,0.5083065,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
9,1970-01-01 00:00:00.099,99.0,recording_triad_08,0.5597606,0.54854304,0.5083065,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
10,1970-01-01 00:00:00.110,110.0,recording_triad_08,0.62245744,0.60390973,0.52896166,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
11,1970-01-01 00:00:00.121,121.0,recording_triad_08,0.62245744,0.60390973,0.52896166,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
12,1970-01-01 00:00:00.132,132.0,recording_triad_08,0.62245744,0.60390973,0.52896166,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
13,1970-01-01 00:00:00.143,143.0,recording_triad_08,0.6067692,0.5853986,0.49433428,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
14,1970-01-01 00:00:00.154,154.0,recording_triad_08,0.6067692,0.5853986,0.49433428,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
15,1970-01-01 00:00:00.165,165.0,recording_triad_08,0.6067692,0.5853986,0.49433428,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
16,1970-01-01 00:00:00.176,176.0,recording_triad_08,0.6067692,0.5853986,0.49433428,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
17,1970-01-01 00:00:00.187,187.0,recording_triad_08,0.57829565,0.5583758,0.50102067,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
18,1970-01-01 00:00:00.198,198.0,recording_triad_08,0.57829565,0.5583758,0.50102067,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
19,1970-01-01 00:00:00.209,209.0,recording_triad_08,0.57829565,0.5583758,0.50102067,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
20,1970-01-01 00:00:00.220,220.0,recording_triad_08,0.57829565,0.5583758,0.50102067,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
21,1970-01-01 00:00:00.231,231.0,recording_triad_08,0.5733083,0.5669417,0.51491064,0.038878378,,False,-0.034985602,0.00017202822,,False,-0.034985602,0.008773439,,False,-0.034985602,0.008773439
