,timestamp,time_ms,session,arousal,dominance,valence,task_engagement,text_p_blue,speaking_p_blue,sentiment_p_blue,engagement_p_blue,text_p_green,speaking_p_green,sentiment_p_green,engagement_p_green,text_p_red,speaking_p_red,sentiment_p_red,engagement_p_red
0,1970-01-01 00:00:00.000,0.0,recording_triad_11,0.42189422,0.45941058,0.39413747,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
1,1970-01-01 00:00:00.011,11.0,recording_triad_11,0.42189422,0.45941058,0.39413747,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
2,1970-01-01 00:00:00.022,22.0,recording_triad_11,0.40727115,0.4120075,0.46564847,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
3,1970-01-01 00:00:00.033,33.0,recording_triad_11,0.40727115,0.4120075,0.46564847,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
4,1970-01-01 00:00:00.044,44.0,recording_triad_11,0.40727115,0.4120075,0.46564847,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
5,1970-01-01 00:00:00.055,55.0,recording_triad_11,0.40727115,0.4120075,0.46564847,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
6,1970-01-01 00:00:00.066,66.0,recording_triad_11,0.4966834,0.468666,0.5058881,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
7,1970-01-01 00:00:00.077,77.0,recording_triad_11,0.4966834,0.468666,0.5058881,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
8,1970-01-01 00:00:00.088,88.0,recording_triad_11,0.4966834,0.468666,0.5058881,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
9,1970-01-01 00:00:00.099,99.0,recording_triad_11,0.4966834,0.468666,0.5058881,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
10,1970-01-01 00:00:00.110,110.0,recording_triad_11,0.5316892,0.49988028,0.4093686,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
11,1970-01-01 00:00:00.121,121.0,recording_triad_11,0.5316892,0.49988028,0.4093686,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
12,1970-01-01 00:00:00.132,132.0,recording_triad_11,0.5316892,0.49988028,0.4093686,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
13,1970-01-01 00:00:00.143,143.0,recording_triad_11,0.46234494,0.4497269,0.5082372,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,0.33132634
14,1970-01-01 00:00:00.154,154.0,recording_triad_11,0.46234494,0.4497269,0.5082372,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,0.33132634
15,1970-01-01 00:00:00.165,165.0,recording_triad_11,0.46234494,0.4497269,0.5082372,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,0.33132634
16,1970-01-01 00:00:00.176,176.0,recording_triad_11,0.46234494,0.4497269,0.5082372,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,0.33132634
17,1970-01-01 00:00:00.187,187.0,recording_triad_11,0.4738512,0.45208567,0.50939846,,,False,-0.034985602,0.7226905,,False,-0.034985602,,,False,-0.034985602,0.33132634
18,1970-01-01 00:00:00.198,198.0,recording_triad_11,0.4738512,0.45208567,0.50939846,,,False,-0.034985602,0.7226905,,False,-0.034985602,,,False,-0.034985602,0.33132634
19,1970-01-01 00:00:00.209,209.0,recording_triad_11,0.4738512,0.45208567,0.50939846,,,False,-0.034985602,0.7226905,,False,-0.034985602,,,False,-0.034985602,0.33132634
20,1970-01-01 00:00:00.220,220.0,recording_triad_11,0.4738512,0.45208567,0.50939846,,,False,-0.034985602,0.7226905,,False,-0.034985602,,,False,-0.034985602,0.33132634
21,1970-01-01 00:00:00.231,231.0,recording_triad_11,0.52971524,0.49660513,0.52803797,,,False,-0.034985602,0.7226905,,False,-0.034985602,0.18080164,,False,-0.034985602,0.33132634
22,1970-01-01 00:00:00.242,242.0,recording_triad_11,0.52971524,0.49660513,0.52803797,,,False,-0.034985602,0.7226905,,False,-0.034985602,0.18080164,,False,-0.034985602,0.33132634
23,1970-01-01 00:00:00.253,253.0,recording_triad_11,0.52971524,0.49660513,0.52803797,,,False,-0.034985602,0.7226905,,False,-0.034985602,0.18080164,,False,-0.034985602,0.33132634
24,1970-01-01 00:00:00.264,264.0,recording_triad_11,0.4040727,0.4358743,0.46472403,,,False,-0.034985602,0.7226905,,False,-0.034985602,0.18080164,,False,-0.034985602,0.33132634
25,1970-01-01 00:00:00.275,275.0,recording_triad_11,0.4040727,0.4358743,0.46472403,,,False,-0.034985602,0.7226905,,False,-0.034985602,0.18080164,,False,-0.034985602,0.33132634
26,1970-01-01 00:00:00.286,286.0,recording_triad_11,0.4040727,0.4358743,0.46472403,,,False,-0.034985602,0.7226905,,False,-0.034985602,0.18080164,,False,-0.034985602,0.33132634
27,1970-01-01 00:00:00.297,297.0,recording_triad_11,0.4040727,0.4358743,0.46472403,,,False,-0.034985602,0.7226905,,False,-0.034985602,0.18080164,,False,-0.034985602,0.33132634
28,1970-01-01 00:00:00.308,308.0,recording_triad_11,0.47765633,0.47027785,0.4969038,0.0044727335,,False,-0.48614895,0.7226905,,False,-0.034985602,0.18080164,,False,-0.034985602,0.33132634
29,1970-01-01 00:00:00.319,319.0,recording_triad_11,0.47765633,0.47027785,0.4969038,0.0044727335,,False,-0.48614895,0.7226905,,False,-0.034985602,0.18080164,,False,-0.034985602,0.33132634
30,1970-01-01 00:00:00.330,330.0,recording_triad_11,0.47765633,0.47027785,0.4969038,0.0044727335,,False,-0.48614895,0.7226905,,False,-0.034985602,0.18080164,,False,-0.034985602,0.33132634
31,1970-01-01 00:00:00.341,341.0,recording_triad_11,0.34821063,0.36376128,0.40551093,0.0044727335, Ihr seid beide,True,-0.48614895,0.7226905,,False,-0.034985602,0.18080164,,False,-0.034985602,0.33132634
32,1970-01-01 00:00:00.352,352.0,recording_triad_11,0.34821063,0.36376128,0.40551093,0.0044727335, Ihr seid beide,True,-0.48614895,0.7226905,,False,-0.034985602,0.18080164,,False,-0.034985602,0.33132634
33,1970-01-01 00:00:00.363,363.0,recording_triad_11,0.34821063,0.36376128,0.40551093,0.0044727335, Ihr seid beide,True,-0.48614895,0.7226905,,False,-0.034985602,0.18080164,,False,-0.034985602,0.33132634
34,1970-01-01 00:00:00.374,374.0,recording_triad_11,0.34821063,0.36376128,0.40551093,0.0044727335, Ihr seid beide,True,-0.48614895,0.7226905,,False,-0.034985602,0.18080164,,False,-0.034985602,0.33132634
35,1970-01-01 00:00:00.385,385.0,recording_triad_11,0.43045986,0.45913428,0.46108767,0.0044727335, Ihr seid beide,True,-0.48614895,0.7226905,,False,-0.034985602,0.18080164,,False,-0.034985602,0.33132634
