,timestamp,time_ms,session,arousal,dominance,valence,task_engagement,text_p_blue,speaking_p_blue,sentiment_p_blue,engagement_p_blue,text_p_green,speaking_p_green,sentiment_p_green,engagement_p_green,text_p_red,speaking_p_red,sentiment_p_red,engagement_p_red
0,1970-01-01 00:00:00.000,0.0,recording_triad_12,0.46732664,0.45747426,0.40679702,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
1,1970-01-01 00:00:00.011,11.0,recording_triad_12,0.46732664,0.45747426,0.40679702,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
2,1970-01-01 00:00:00.022,22.0,recording_triad_12,0.5384209,0.51327604,0.51945996,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
3,1970-01-01 00:00:00.033,33.0,recording_triad_12,0.5384209,0.51327604,0.51945996,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
4,1970-01-01 00:00:00.044,44.0,recording_triad_12,0.5384209,0.51327604,0.51945996,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
5,1970-01-01 00:00:00.055,55.0,recording_triad_12,0.5384209,0.51327604,0.51945996,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
6,1970-01-01 00:00:00.066,66.0,recording_triad_12,0.45470425,0.42925832,0.4504864,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
7,1970-01-01 00:00:00.077,77.0,recording_triad_12,0.45470425,0.42925832,0.4504864,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
8,1970-01-01 00:00:00.088,88.0,recording_triad_12,0.45470425,0.42925832,0.4504864,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
9,1970-01-01 00:00:00.099,99.0,recording_triad_12,0.45470425,0.42925832,0.4504864,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
10,1970-01-01 00:00:00.110,110.0,recording_triad_12,0.5255779,0.48705548,0.5406778,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
11,1970-01-01 00:00:00.121,121.0,recording_triad_12,0.5255779,0.48705548,0.5406778,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
12,1970-01-01 00:00:00.132,132.0,recording_triad_12,0.5255779,0.48705548,0.5406778,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
13,1970-01-01 00:00:00.143,143.0,recording_triad_12,0.57961327,0.5453739,0.54753745,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
14,1970-01-01 00:00:00.154,154.0,recording_triad_12,0.57961327,0.5453739,0.54753745,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
15,1970-01-01 00:00:00.165,165.0,recording_triad_12,0.57961327,0.5453739,0.54753745,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
16,1970-01-01 00:00:00.176,176.0,recording_triad_12,0.57961327,0.5453739,0.54753745,,,False,-0.034985602,,,False,-0.034985602,,,False,-0.034985602,
17,1970-01-01 00:00:00.187,187.0,recording_triad_12,0.5822835,0.5687168,0.54747266,,,False,-0.034985602,0.013074144,,False,-0.034985602,,,False,-0.034985602,
18,1970-01-01 00:00:00.198,198.0,recording_triad_12,0.5822835,0.5687168,0.54747266,,,False,-0.034985602,0.013074144,,False,-0.034985602,,,False,-0.034985602,
19,1970-01-01 00:00:00.209,209.0,recording_triad_12,0.5822835,0.5687168,0.54747266,,,False,-0.034985602,0.013074144,,False,-0.034985602,,,False,-0.034985602,
20,1970-01-01 00:00:00.220,220.0,recording_triad_12,0.5822835,0.5687168,0.54747266,,,False,-0.034985602,0.013074144,,False,-0.034985602,,,False,-0.034985602,
21,1970-01-01 00:00:00.231,231.0,recording_triad_12,0.6154017,0.5908612,0.5033174,0.02597626,,False,-0.034985602,0.013074144,,False,-0.034985602,,,False,-0.034985602,0.017374849
22,1970-01-01 00:00:00.242,242.0,recording_triad_12,0.6154017,0.5908612,0.5033174,0.02597626,,False,-0.034985602,0.013074144,,False,-0.034985602,,,False,-0.034985602,0.017374849
23,1970-01-01 00:00:00.253,253.0,recording_triad_12,0.6154017,0.5908612,0.5033174,0.02597626,,False,-0.034985602,0.013074144,,False,-0.034985602,,,False,-0.034985602,0.017374849
24,1970-01-01 00:00:00.264,264.0,recording_triad_12,0.6388848,0.58720326,0.48820978,0.02597626,,False,-0.034985602,0.013074144,,False,-0.034985602,,,False,-0.034985602,0.017374849
25,1970-01-01 00:00:00.275,275.0,recording_triad_12,0.6388848,0.58720326,0.48820978,0.02597626,,False,-0.034985602,0.013074144,,False,-0.034985602,,,False,-0.034985602,0.017374849
26,1970-01-01 00:00:00.286,286.0,recording_triad_12,0.6388848,0.58720326,0.48820978,0.02597626,,False,-0.034985602,0.013074144,,False,-0.034985602,,,False,-0.034985602,0.017374849
27,1970-01-01 00:00:00.297,297.0,recording_triad_12,0.6388848,0.58720326,0.48820978,0.02597626,,False,-0.034985602,0.013074144,,False,-0.034985602,,,False,-0.034985602,0.017374849
28,1970-01-01 00:00:00.308,308.0,recording_triad_12,0.5940097,0.538375,0.51064086,0.02597626,,False,-0.034985602,0.013074144,,False,-0.034985602,,,False,-0.034985602,0.017374849
29,1970-01-01 00:00:00.319,319.0,recording_triad_12,0.5940097,0.538375,0.51064086,0.02597626,,False,-0.034985602,0.013074144,,False,-0.034985602,,,False,-0.034985602,0.017374849
30,1970-01-01 00:00:00.330,330.0,recording_triad_12,0.5940097,0.538375,0.51064086,0.02597626,,False,-0.034985602,0.013074144,,False,-0.034985602,,,False,-0.034985602,0.017374849
31,1970-01-01 00:00:00.341,341.0,recording_triad_12,0.5125423,0.5100913,0.55252224,0.02597626,,False,-0.034985602,0.013074144,,False,-0.034985602,,,False,-0.034985602,0.017374849
32,1970-01-01 00:00:00.352,352.0,recording_triad_12,0.5125423,0.5100913,0.55252224,0.02597626,,False,-0.034985602,0.013074144,,False,-0.034985602,,,False,-0.034985602,0.017374849
33,1970-01-01 00:00:00.363,363.0,recording_triad_12,0.5125423,0.5100913,0.55252224,0.02597626,,False,-0.034985602,0.013074144,,False,-0.034985602,,,False,-0.034985602,0.017374849
34,1970-01-01 00:00:00.374,374.0,recording_triad_12,0.5125423,0.5100913,0.55252224,0.02597626,,False,-0.034985602,0.013074144,,False,-0.034985602,,,False,-0.034985602,0.017374849
35,1970-01-01 00:00:00.385,385.0,recording_triad_12,0.4156287,0.4078104,0.4792843,0.02597626,,False,-0.034985602,0.013074144,,False,-0.034985602,0.008773439,,False,-0.034985602,0.017374849
36,1970-01-01 00:00:00.396,396.0,recording_triad_12,0.4156287,0.4078104,0.4792843,0.02597626,,False,-0.034985602,0.013074144,,False,-0.034985602,0.008773439,,False,-0.034985602,0.017374849
