from,to,name,conf
8720,10680,"Ich finde es voll schw, also",1.0
11760,15880,Ich finde das für eine erste und zweite Klasse viel zu anspruchsvoll.,0.8962564
16360,19080,"Vor allem, weil die ja allgemein in diese Schulroutine ",0.71939147
19880,23640,"wirklich im Allgemeinen ja noch gar nicht reingekommen sind, zumindest die Erstklässler.",1.0
24480,27680,"Die kennen das gar nicht, das ist eine komplett neue Umgebung für die.",0.7090547
28640,32119,"Und die haben keine Grundlagen, wie man sich im Unterricht verhält, blöd gesagt.",0.788838
33240,35320, Die hat man noch nicht erzogen.,0.24327475
35720,43320,"Also wenn, dann würde ich das eher für eine, ja wahrscheinlich sogar schon eher nur eine vierte Klasse für sinnvoll finden.",0.74048144
46000,48440," Ja, weil die einfach trotzdem ein bisschen älter sind und",0.53277344
49240,52040,"  wissen, wie sie sich verhalten müssen trotzdem.",1.0
58080,60000,"Ja, definitiv, ja.",0.25147563
68760,75320,"Aber das ist dann schon wieder schwierig, wenn man nur ein Paar, weil wenn dann jemand vielleicht nicht drankommen sollte.",0.59223586
77600,79480,Dann ist es auch wieder scheiße.,0.6662637
79520,81600,"Ja, für diejenigen halt.",0.7555237
81600,84320,Dann fühlen die sich ausgeschlossen und alles.,0.62426347
88920,90600," Ich wüsste auch ehrlich gesagt, ",0.7113925
91520,93520," wo ich mir das vorstellen könnte,",1.0
94000,95040,"  eventuell,",1.0
95840,96840, ähm,1.0
97200,101000," wenn man so einen Raum erschaff... Warte mal, muss der Raum immer so aussehen wie hier?",1.0
104280,104800, ehm,1.0
105160,109560," Dann könnte man, keine Ahnung, zum Beispiel, wenn man im Reli-Unterricht ",0.0
110400,122200," die Kirche dran nimmt und dann halt ein Altar und so die ganzen, was halt alles in der Kirche steht und wie eine Kirche so an sich aufgebaut ist, wenn man da halt dann so einen Kirchenraum",1.0
122920,129360,"  erstellen würde, wo die Kinder sich dann halt den Altar anschauen können, die Orgel anschauen können.",1.0
129840,131600,"Das fände ich cool, glaube ich.",0.6300904
132360,133360,Meine Hand spackt voll rum.,0.6539567
138680,139920, ja das ist halt super schwierig.,1.0
147480,149760,"stimmt. Stimmt, da müsstest du ja dann rumlaufen.",0.41840163
155280,156320,mhh,1.0
156840,157880,mhh mh ,1.0
159000,161520," Was könnte man denn, was könnte, in welchem Fach?",0.7911507
161560,164160,Ich finde in so Mathe und so ist es... ,0.7233357
164600,166200,Weiß nicht.,1.0
166760,168200,"Würde ich jetzt nicht machen, glaube ich.",0.83373594
170840,172240,Wo könnte man das denn noch machen?,0.67211545
172400,174040," Ja, Sport ist auch unnötig.",0.4566456
