from,to,name,conf
14520,15000,ja,1.0
22680,23160,ja,1.0
25640,26080,ja,1.0
33520,34040,ja,1.0
40960,41480,ja,1.0
42200,43320,ja,1.0
52080,53560,"Ja, ich finde es auch voll schwierig.",0.0
53640,57320,"Also wenn, dann geht es, finde ich, auch nur, wenn die am Platz sitzen bleiben.",0.7904579
58680,63360,"Aber es ist halt trotzdem schwierig, dass halt keiner irgendwie was runterschmeißt oder...",0.557174
64200,68600," Oder vielleicht dann auch nur für ein Paar, also wenn man halt so zwei, drei Brillen hat.",0.7610449
75360,77600,"Ja eben, das ist auch blöd.",0.35455874
84360,86440,"Aber ich weiß jetzt nicht, ob das...",0.7988741
101240,102520,Das weiß ich wahrscheinlich nicht.,0.28341722
110520,111040,ahja,0.6539567
113960,114480,mh,0.6539567
120360,120880,ja,0.6539567
124320,124640,ja,0.6539567
128759,129280,ja,0.6539567
130600,131120,ja,0.6539567
135160,137200," Ja, aber kriegt dann jeder so eine Brille?",0.46761277
139960,146200,"Weil dann muss man ja eigentlich auch fast irgendwie so in eine Turnhalle gehen, aber das geht ja dann auch nicht mit den ganzen Kabeln und alles.",0.7415946
148120,148600,ja eben,1.0
151240,152880,"Ja, also das finde ich schon schwer.",0.5853124
163880,164120,ne,1.0
174520,179000,"Ja, vor allem, bis du geschaut hast, dass das bei jedem geht und jeder jetzt in dem gleichen Ding ist.",0.7014642
181480,182360,ja ich find auch,1.0
182440,183000,also,1.0
187320,187880,ja,1.0
187360,187920,ja,1.0
194800,198800,"Ja, du musst ja für jeden die Brille selber aufsetzen und so.",0.37096977
202240,204880, Also ich finde es für die Grundschule glaube ich auch nicht so.,1.0
209400,209760,ja,0.795256
224760,225120,ja,0.795256
247920,248440,ja ich find ich gut.,1.0
254920,256200,"Ja, weil sonst irgendwie...",0.5568172
261800,262480, Wüsste ich jetzt auch nicht.,1.0
262560,267440," Oder vielleicht wenn man halt über irgendwas redet, was man wirklich nicht besuchen kann.",0.86253667
267520,272920,"Also so eine Kirche könnte man ja gehen, aber vielleicht so Pyramiden oder so.",0.6514892
278880,279360,ja genau,1.0
289040,289600,Was nochmal?,0.85294664
294800,295360,ja,1.0
296000,296680,ja stimmt,1.0
299520,300080,ja,1.0
328560,329120,ja,1.0
330280,331720,ne finde ich auch nicht,1.0
333160,335560,"Ja, wenn dann echt irgendwie so HSU-mäßig.",0.54612076
336520,337280,mhhh,1.0
339400,341000, Kunst eventuell.,0.86669487
343920,349200,"Ja, weiß nicht, dass man vielleicht in so ein Museum oder, aber ich weiß halt auch nicht, ob das dann so ",0.0
350400,358720,"geht oder dass man, wenn man jetzt einen Künstler oder so durchnimmt, dass man von dem irgendwie so das Atelier anschaut oder...",1.0
361200,362080,ja,1.0
363200,366840,"Aber es ist halt echt, also ich finde es mit dem Projekttag eigentlich gut, weil so,",0.73003364
368360,371440," also erste, zweite Klasse auf gar keinen Fall.",1.0
372920,373360,ja,1.0
376480,377360,ja eben,1.0
378000,378520,ja,1.0
379840,380520,und,1.0
381720,384240," Es ist ja schon schwierig, so Partnerarbeit zu machen.",0.8063355
384840,389680,"Und wenn die dann noch so Brillen aufhaben, dann weiß man ja gar nicht, ob die sich jetzt überhaupt damit beschäftigen, mit dem Thema.",0.7423229
392800,393320,Ja.,0.858
399440,399800,ne,1.0
401400,401960,ja,1.0
403480,406320,Aber halt dann auch eher echt in so einem Projekttag mäßig.,0.51526165
408040,412240, Oder dass so ein Experte kommt und dann mit den Kindern das so macht.,0.65798295
415960,417640,ne finde ich auch nicht,1.0
421040,421640,ja,1.0
424320,424920,ja,1.0
428200,429760,"Das finde ich auch, dass da nichts kaputt geht und...",0.0
435400,436440,ja,0.60276365
445840,446240,ja,0.60276365
448360,453240,"Ja, und auch, dass wenn die die Brillen aufhaben, dass die überhaupt noch was mitkriegen vom echten Leben.",0.5322484
458720,459280,"Ja, das glaube ich auch.",0.2998354
466680,467240,ja,0.2998354
470440,471000,ja,0.2998354
484400,484960,ja eben,0.2998354
485640,486000,ja,0.2998354
490760,491920,"Ja, das stimmt auf alle Fälle.",0.46526414
492440,495720,Wenn dann irgendein Kind das andere die ganze Zeit auch ärgert oder..,0.7463728
497640,498000,ja,1.0
503000,503840, Das haben wir ja schon.,0.1355865
511480,512080,ja,1.0
515799,516159,ja,1.0
522919,523360,Boa das weiß ich nicht.,1.0
538920,539320,ja,0.6353231
547880,548280,ja,0.6353231
551840,552680,"Ja, das finde ich auch.",0.6053556
553240,555840,Also wenn dann echt irgendwie so HSU oder so.,0.58540606
566200,566680,mhh,0.908
570520,571800,"Ja, wüsste ich jetzt auch nicht.",0.28470024
582320,582880,Hm.,0.24
585320,587000,Eigentlich ja gar nicht so viele.,0.59893703
593440,597680,"Ja, dass man da vielleicht so was macht, so wie das mit diesem Italienisch-Ding.",0.7838155
599440,600160,Aber so richtig..,1.0
607080,611080,"Das weiß ich gar nicht. Ich weiß halt nicht, ob die schon so überhaupt richtige Gespräche führen können.",0.2073635
611120,612680,"Also ich glaube schon so, hi, how are you?",0.43807915
614720,616040,"Aber die können das nicht, glaube ich.",0.4974748
618920,619360,mhh,1.0
627120,627560,ja,1.0
633040,637240,"Aber ich finde jetzt einfach so in einem Raum, der wie so ein Klassenzimmer ist, ",0.55265516
638680,640760,"weiß ich jetzt nicht, ob das so sinnvoll ist.",1.0
648320,648720,ja,1.0
654960,655360,ja,1.0
660360,660760,ja,1.0
680680,681560,das glaube ich auch,1.0
683960,685080,Vielleicht hat man aber auch,0.82293856
686880,694040," irgendwie ein bisschen besseren Überblick, weil man halt sich jetzt nicht so zusammensetzen kann und so tuscheln kann.",1.0
695520,698360," Und weil man ja gar nicht merkt, wo der Lehrer gerade ist vielleicht.",0.65892726
705680,706120,okay,1.0
713320,714040,ja,1.0
