from,to,name,conf
150960,153720, aber sollen wir irgendwas aufschreiben oder nur reden?,1.0
153720,154360, okay,1.0
178760,180200,ahja okay mhh,1.0
203240,203960,"Ja, voll.",0.73394144
204400,208640,Also ich finde es allein schon auch in der Grundschule irgendwie...,0.50352335
209960,217480," Also wenn dann nur so kleinere Aufgaben, aber irgendwie auch das... irgendwie... Hm.",0.4274812
233960,234080,ja,1.0
249720,249840,ne,1.0
249760,249880,ne,1.0
253080,253440, Was?,0.526
265800,267000,Was hast du als ersten Schwerpunkt?V?,0.29131076
268160,269080,Okay.,0.569
271760,273160,Aber macht ihr Grundschule dann?,0.5116154
274480,275120,Okay.,0.162
284440,285800,"Ja, das ist mir schon irgendwie passen.",0.47189757
285840,289040,Also ich finde es auch eher für die höheren Jahrgangsstufen,0.7863134
290240,296440," halt eher passend, aber ich finde auch die Umsetzung schon echt aufwendig, muss ich sagen.",0.6606148
320400,328080," Vor allem dann brauchst du die ganzen Sachen, dann brauchst du die Technik, dann brauchst du Zeit, dann brauchst du, also ja.",0.52321774
344200,348280," Aber wie findet ihr das, wenn man so darüber jetzt redet?",0.53470594
348320,352280,"Das ist irgendwie lustig, aber ich weiß auch nicht.",0.41340446
391200,393560," Ja, oder auch so mit diesen...",1.0
395480,398640, Also ich habe Geografie als Hauptfach und da hatten wir auch so ein...,0.5708794
400680,406880," Da gibt es so einen Sandkasten, da kann man dann auch so Berge, also mit dem Sand dann so Berge irgendwie halt machen.",0.4837965
407000,414600,"Halt einfach den Sand zu einem Berg machen, dann sieht man so, wie halt dann so die Landschaft ist und dann kann man da so Regen noch machen.",0.7412487
414680,420720,"Das ist eigentlich ganz cool, dass man das dann so, auch das mit den Brücken da, mit der Natur, Dings da.",0.72219974
444160,445000, Nee.,0.508
459720,460600," Ja, voll..",1.0
481520,482080,"Ja, stimmt.",0.59101605
523760,526600," Ja, eigentlich haben wir schon alles, was wir brauchen.",0.056063697
564560,564880,mhh,1.0
575200,584520,"Ich find's halt eigentlich eher so, um irgendwas anzuschauen, aber jetzt um darüber so Aufgaben zu beantworten, so wie vorhin.",0.5540368
586520,589880," Ich glaube, da sehe ich die Leute irgendwie lieber als so in echt irgendwie.",0.37803563
590480,591160,"Wisst ihr, was ich meine?",0.120284036
600520,600640,mhh,1.0
628720,629080,ja,1.0
