from,to,name,conf
22000,23240, Was hast du nochmal für Fächer?,0.6024042
28040,28320,mhm,1.0
34640,34920,okay,1.0
35720,39240,"Also ich habe Deutsch im Hauptfach und dann auch Wirtschaft und Beruf, Sport und Englisch.",0.77536285
40200,42120,Wollen wir dann mit Wirtschaft und Beruf vielleicht anfangen?,0.62392384
47160,47440,aha,1.0
48000,48280,okay,1.0
52520,61320,"Ja, es geht einfach viel um Berufsorientierung, also dass du da viel vorgestellt bekommst und auch viel tatsächlich Praktisches machst, also mhh",0.72623736
62560,64760,auch in verschiedene Berufe reinschnupperst und so.,1.0
66200,75160," Das könnte man ja easy dann auch über VR eben machen, dass du halt dich virtuell in irgendwelche Berufe dazu klingst oder auch eben mit ",0.8005818
75680,77360,"Leuten, die sich damit auskennen.",1.0
78480,79000,"Ja, genau.",0.84110284
79320,81800,Damit du mit denen halt irgendwie ein bisschen kommunizieren kannst ,0.68480855
82720,84680,"und die dir dann halt auch was über den Beruf, ",1.0
85320,87440,"der dich interessiert, näher bringen.",1.0
89520,89840,Ja.,0.804
96520,98520,"Nee, hätte ich jetzt auch überhaupt keine Idee.",0.66897464
105720,106040,ja,1.0
107800,107920,ja,0.16
123000,123520," Ja, ja.",0.47313002
140280,141680,"Ja, finde ich mega die Idee, ja.",0.5871594
142040,142960,"Ja, Sehr gut.",0.90096617
163440,165400,Ne Musik fällt mir jetzt auch nichts ein.,0.28510106
165480,168440,"Also Bio könnte ich mir tatsächlich auch wieder gut vorstellen, ",0.72452295
169160,178120,"weil du kannst ja, keine Ahnung, also ich hatte Bio nur in der Schule und wir haben teilweise so, ich glaube, einen Frosch oder sowas seziert.",1.0
178280,181560,"Das glaube ich, dass man das schon ganz gut VR machen könnte.",0.7759829
195440,195680,ja,1.0
196800,200000,"Ja, oder generell kannst du auch für manche Themen  mh ",0.6651719
200560,211040,"dir Experten über VR dann eben auch holen, wo sich jetzt, keine Ahnung, ein paar Professoren oder jetzt dein Lehrer nicht so gut mit auskennt, dass du einfach da einen Experten dazu holst, der dir da ein bisschen was darüber erzählt.",1.0
