from,to,name,conf
24080,25000, ähm,1.0
25080,26760,Ich habe als Hauptfach hab ich,0.86543393
27240,27760, Biologie ,1.0
28600,30360,und als Didaktikfächer ,1.0
31320,33880,"Musik, Wirtschaft und Beruf und Deutsch.",1.0
39720,40000,ah okay,1.0
42680,46560,"Also ich bin ehrlich, ich habe da noch kein einziges Modul belegt bis jetzt, deswegen...",0.72402734
47720,49360, Aber von mir aus können wir ,0.6921201
50080,51760, also grob mal darüber reden schonmal.,1.0
77360,78440,"So mit Experten, ja.",0.84596723
88560,88680,Ja.,0.278
92680,96440," Also ich glaube, ich bin ehrlich, bei Sport kann man das zum Beispiel gar nicht einsetzen.",0.70240295
98520,99160,Ja.,0.695
100120,102360,Weil vor allem hier in der Welt so... ,0.5548392
103760,107560,"Weil da stößt du eher irgendwo an, wenn du dich irgendwie bewegst, bevor du irgendwas..",1.0
109480,109880,dann,1.0
111840,113800, Englisch kann ich mir tatsächlich noch relativ ,0.8165433
114320,119240," gut vorstellen, dass man dann halt auch vielleicht so ",1.0
119800,122560,eine Partnerklasse irgendwo sitzen hat.,1.0
124000,128640,"Und dass die dann quasi in so einem sozialen Forum, wie jetzt, keine Ahnung, hier oder sowas, ",0.647383
129720,140280,"zusammenkommen und dann auch so Partnerarbeit hat und dann zum Beispiel ich jetzt aus England bin und du aus Deutschland, wir auch so kommunizieren wie jetzt, dass halt einfach diese Dialoge üben können oder so.",1.0
148400,149120,Was könnte man denn noch,0.31550893
155920,158720," Also ich bin jetzt bei meinen Fächern zum Beispiel bei Musik,",0.65342337
161000,163360,  kann ich es mir nicht so wirklich vorstellen.,1.0
177960,178240,ja,0.31441513
182200,183280,"Kann ich mir auch gut vorstellen, ja.",0.31441513
185680,191320," da wirklich so sizieren oder so, wie so im Labor oder so was ich glaube, das kann man noch ziemlich gut ",0.701807
192440,194880,im VR tatsächlich machen.,1.0
203800,204280,genau,1.0
207920,208400,genau,1.0
212840,213160,ja,1.0
220240,220720, Was gibt's noch?,0.74038357
223360,225280,"Du hast ja Deutsch als Hauptfach, hast du gesagt.",0.5272391
228480,228880, deutsch,1.0
232680,233120, ja,1.0
239280,239480,ja,1.0
240760,243080, diesen Grammatikunterricht nochmal durchnehmen.,0.7622026
247760,248120,Genau.,1.0
252600,253880,"Ja, ich glaube, da hast du halt echt",0.47301593
254360,256240, nicht so diesen Mehrwert eigentlich.,1.0
256800,257880,"Den du vielleicht auch hoffst, aber..",0.3883694
262000,262440,Hm.,0.87
266840,267440, ja,1.0
270160,272200, Ich bin also ich glaube ähh,0.7728217
