from,to,name,conf
27400,30200,"Ganz kurz, wie habt ihr dieses Teil da geschlossen?",0.5874973
33960,34160,Gut.,0.001
34720,35480,Dankeschön.,0.049
38200,39200,"Ach, keine Ahnung.",0.73650146
48560,51600, Wie habt ihr dieses Tablet da geschlossen oder diesen...,0.46335992
58040,58560,Ja.,0.925
60080,61680,Und dann kannst du das Tablet so machen.,0.2830439
63080,64560," achso, dankeschön.",1.0
144680,144840, Ja.,0.406
146240,152960,Also ich studiere ja Grundschullehramt und habe da auch in den Lehrplan geschaut und jetzt da was explizites zu Medien ,0.73198086
153640,159040,"taucht teilweise schon auf, aber was ich so grob gesehen habe, das ist halt viel mehr jetzt so Zeug wie,",1.0
159640,168600," also bei Deutsch, dass zum Beispiel Lesefertigkeiten oder sowas halt erworben werden sollen, aber dass das jetzt mit Medien auch geht, stand jetzt nicht so dabei.",1.0
169160,176000," Und ich finde es ehrlich gesagt in der Grundschule auch nicht so einfach umzusetzen, weil ich denke, das hängt auch immer ein bisschen davon ab, ",0.7572543
176600,179720,also wie präsent die Medien zum Beispiel schon zu Hause sind.,1.0
179760,188560,"Also ich meine, das ist sehr oft jetzt gerade bei kleinen Kindern, dass die Eltern denen einfach Tablets geben, dass sie halt beschäftigt sind und...",0.76530486
189880,201240," Ja, aber ich denke halt in der Grundschule ist es einerseits schon wichtig, auch mit Medien zu arbeiten, also nicht mit Medien, sondern dass der Fokus auf dem Lernen über Medien liegt.",0.7993608
201880,211680,"Aber andererseits denke ich, dass es eigentlich, also ich würde jetzt mehr mit Medien an weiterführenden Schulen arbeiten als an Grundschulen, weil",0.78532654
212000,217480,"ich finde, das ist zwar ein sehr, sehr wichtiges Thema, aber ich finde trotzdem, dass nicht alles mit Medien gemacht werden muss.",1.0
218320,218440,Ja.,0.326
304760,304880,mh,1.0
308720,314640," Also ich denke halt auch gerade in der Grundschule, also vor allem jetzt in den ersten zwei Klassen, da sollte jetzt der Fokus ja ",0.7891534
315080,320200,"zum Beispiel auf die Entwicklung von motorischen Fähigkeiten liegen, gerade beim Schreiben lernen. Und",1.0
320720,325480,"Und da finde ich es dann auch wichtig, dass man das zum Beispiel auf Papier macht und ",0.76265264
326160,332120,"sich erst mal darauf konzentriert, anstatt dass man halt gleich mit Medien da irgendwas ",1.0
332400,332840,macht.,1.0
333760,336800,"Weil ich denke, das trägt zur Entwicklung jetzt nicht so sehr bei.",0.78660727
337480,347160," Aber andererseits, zum Beispiel jetzt gerade bei Mathe oder so, also es stand ja auch in diesem Text von letzter Woche, dass da bei dem einen Beispiel, als es um Körper ging,  als da",0.7271823
347720,351840," halt verschiedene Körper so in den Raum projiziert wurden, man konnte sich die dann so ",1.0
352200,353520,an allen Seiten anschauen.,1.0
353640,356480,"Also ich denke schon, dass das auch so zum Verständnis hilft.",0.75705004
357600,358800,Aber,0.5721225
359160,359880," ja, also",1.0
360160,365600,"auch wie ihr gesagt habt, zum Beispiel dieses Thema Social Media sollte jetzt an der Grundschule noch nicht relevant sein",1.0
365680,366040,Also...,0.644
366680,370400,"Höchstens, dass man es vielleicht ab der vierten Klasse oder so mal anspricht, aber",0.53411806
371080,375360," ja, also ich denke schon, das ist deutlich relevanter in der weiterführenden Schule, also bei euch.",1.0
421920,422080,Hm.,0.848
424520,425160,Hm.,0.874
438960,439360,Ja.,0.722
465640,465880,mhh,1.0
489360,490560,"Ja, auf jeden Fall.",0.5152273
503240,507960,"Ich denke auch, vor allem die Ausstattung kostet ja auch Geld und wenn manche Schulen jetzt nicht mehr irgendwie für ",0.7141068
508320,517480,"ein bisschen modernere Whiteboards oder so Geld haben oder für bessere Ausstattung von den Klassenzimmern allgemein, dann finde ich es da schwierig, gleich mit VR-Brillen anzukommen oder so.",1.0
518560,519960,"Ja, und...",0.6330498
521000,534480," Ja, also was ich mir auch schon gedacht habe, ist, also wenn ich mich jetzt in die Lage von der Schülerin setzen würde und dann fände ich die Tatsache, dass man mit VR-Brillen irgendwas arbeitet, viel interessanter als das eigentliche Thema.",0.854786
534520,543800,"Dann wäre ich wahrscheinlich schon deswegen so voll excited, dass man halt da was mit VR-Brillen macht und wüsste nicht, ob ich dann überhaupt so mit dem Kopf bei dem eigentlichen Thema wäre.",0.6165835
544840,545880," Also wisst ihr, was ich meine?",0.56994313
625280,625400,mhhh,1.0
627960,651760," Also ich glaube, gerade weil man jetzt noch nicht so alt ist, also ich meine, gut, Grundschule kann man immer rauslassen, aber auch so in der Unterstufe zum Beispiel, vor allem jetzt Kinder, die zum Beispiel viele Videospiele oder so spielen, können das vielleicht nicht so richtig, also jetzt nicht so gut unterscheiden wie wir, dass wir sagen, okay, das hier ist so richtig virtuell und wenn wir die Brillen dann wieder abnehmen, sind wir halt wieder in der Realität.",0.7131095
652280,654560,"Also zum Beispiel, als wir vorhin diesen...",0.7483413
655200,663760," diese Überprüfung da gemacht haben, ob halt die Brille richtig sitzt, da war ja kurz dann mal so ein buntes Bild und ich fand, das hat sich noch viel krasser angefühlt als das hier jetzt.",0.6174379
665880,667000,"Oder, also, ",0.57669437
667560,668440,"ja, also..",1.0
669640,671360,ich find das schon krass.,1.0
687680,688200, Ja.,1.0
694600,697120,Meine sind auch schon einfach ein paar Mal weggeflogen.,0.65282434
731920,733320,*lachen,1.0
799320,800440,Eine random Hand.,0.6341306
802040,803280,Jetzt zwei.,0.6646924
821760,822360,Ich glaube auch.,1.0
