from,to,name,conf
184360,187720, Hast du auch den Text auf deinem tablet?,0.60577637
189160,191840,Weil also ich habe auf meinem tablet ein Text.,0.5492956
194560,195680,Der ist einfach erschienen.,0.4828408
264640,265800,mhh,0.5035412
268200,269280,Ich weiß es grade nicht.,0.5898608
290640,298840,"mhh Ich glaube wir sollen uns überlegen, wie wir das alles hier in unserem Unterricht einsetzen können.",0.53503543
323120,324000,mhhh,1.0
404680,406880,Hast du den Text jetzt?,0.69643307
411480,414960,"Ja ich lese es auch, aber ich weiß nicht ganz was wir machen müssen.",0.14524764
419440,422600,Mhh ja keine Ahnung.,0.54459584
424480,426040,Keine Ahnung.,0.2214859
426200,427000,"Ah, okay.",0.48287472
464320,465000,okay,1.0
481440,481920,jaa,1.0
485720,486360, mhh ja.,1.0
488800,494560,"Ja oder das man wirklich Beispiele hat, wo Schüler, die ",0.3823159
496720,499760,eben nicht in der gleichen Schule sind zusammen arbeiten können. ,1.0
501720,502760,Aber..,0.0
503440,507600,"Was hast du für ne Schulform, was studierst du nochmal?",1.0
509760,511760,Was studierst du für ein Schulfach nochmal?,0.26549456
518159,518960,Okay.,0.60636127
522280,530880,Ja gut weil also ich habe Grundschule und ich glaub da kann man sowas wie hier jetzt nicht wirklich anwenden.,0.46714255
533880,534440,mhh,1.0
560560,561040,Ja,1.0
561560,562160,Und,1.0
563200,566080, ich versteh immer noch nicht wie das funktioniert.,0.5336617
575200,577760,Man kann auf seinem tablet einfach touch machen.,0.5114603
577880,582600,"Wenn du mit deinem Finger in den Bildschirm gehst, kannst du es auch bewegen.",0.38765806
588360,589600,Wunderbar.,0.757
592520,593120,Ja,0.211
595600,596080,*lacht,1.0
619760,623960,"Ich habs eigntlich nur, weil es von der Zeit her günstig war gewählt.",0.24747506
625000,626720,Aber ja..,1.0
629680,634120,"Also ich finds, ich finde es interessant, aber ",0.0
635440,638400,ich glaube so viel bringen tut es mir nicht.,1.0
640960,642720,Für den wirklichen Unterricht.,0.5523385
657720,658600,Nein.,0.848
661960,662520,mhhh,1.0
664840,665360,Ja,0.492
665680,667760,Man braucht halt auch erstmal die ganze Technik.,0.32157683
682200,685320,Ich also ich habs in der Schule nie benutzt.,0.2238611
687080,700040,"Wir hatten nur einmal einen Physiklehrer, der hat seine eigene VR Brille mitgebracht und hat dann das Sonnensystem oder sowas ähnliches uns gezeigt.",0.33159667
700600,704440,"Aber jetzt, also offiziell haben wir es nie benutzt.",0.0
717800,720880, Hast du schon mal was da mit VR gearbeitet?,0.6313494
729600,729880,Ja.,0.778
736400,736720,ja,1.0
