from,to,name,conf
14760,15680,Also ich glaube,1.0
17240,19560,Deutsch ist bei mir ein bisschen schwierig in der Grundschule.,0.3384261
21680,22240, aber,1.0
23000,25760, Englisch könnte man ja auch ganz gut mit Kultur...,0.70364726
26600,27600,", irgendwie, keine Ahnung",1.0
28360,29240,"Vokabeln beibringen, ",0.63462573
29720,30360,mhhh,1.0
30760,32640,"keine Ahnung, von einem englischen oder britischen Frühstück oder so.",1.0
33120,35320,"keine Ahnung, von einem englischen oder britischen Frühstück oder so.",1.0
38720,39200,mhmhm,1.0
43760,44560,"Perfekt, okay.",0.6357122
44600,46960,"Ja, ich glaube, jetzt ist es besser, oder?",0.20023306
47040,47320,"Ja, genau.",0.41801435
47480,48720,"Ich meine, man könnte zum Beispiel",0.5794797
49520,54320, in Englisch über ein super britisches Frühstück oder so reden und dann halt so ein britisches Frühstück abbilden.,1.0
58360,58640,Ja.,0.034
67160,76120,"Oder halt so richtig hier in der Brille, also dass wir so richtig an dem britischen Frühstückstisch essen und dann halt die Vokabeln lernen, keine Ahnung, so wie Ei ",0.5619301
76640,77480,und so weiter.,1.0
80800,81400,Genau.,0.73
91360,92080,"Ja, genau, kann man bestimmt.",0.82467264
93040,94480,ja kann ma bestimmt.,1.0
94760,94880,Ja,1.0
96680,96800,genau,1.0
98840,98960,genau,1.0
102000,103600,Oder auch HSU halt.,0.7904614
103880,107360,"Ich habe keine Ahnung, wenn man jetzt gerade, dass man da jetzt einfach im Wald ist und dann kann man da ",0.33020255
107720,109240,die verschiedenen Blätter sich anschauen.,1.0
111000,111360, Ja.,0.943
113840,114240, Ja.,0.943
120800,121360, Ja.,0.943
127000,127320,Ja.,0.808
128440,128640,Ja.,0.626
135280,135880,Ja,0.86525375
136200,136840, Deutsch.,1.0
138520,140600,Naja könnte man irgendwas... ,1.0
141000,141360,mh,0.943
147920,148480, Ja.,0.943
148680,152160,Aber hat dann da halt das irgendwie einen Mehrwert?,0.5801735
152880,153000,schwierig,1.0
154480,154600,ja,1.0
154960,155080,ja,1.0
155360,155480,ja,1.0
156080,158960,"Ja, ich glaube so viel HSU eignet sich eigentlich bei fast jedem Thema.",0.62535757
159000,162800,"Könnte man damit halt was Gutes machen und ja, Englisch auch.",0.69985193
164840,165480,mhh,1.0
173520,176400,"Vielleicht bei irgendeiner Sachaufgabe, wenn es irgendwie, keine Ahnung, darum geht, ",0.53923416
177680,180640,"keine Ahnung, Äpfel voneinander abzuziehen oder so, dass man da halt dann, ",1.0
181120,181840,keine Ahnung,1.0
182360,185600,", sich das so verdeutlichen kann, dass man die Äpfel in den Korb tut und dann, ich weiß nicht... Ja.",1.0
187920,189000,"Ja, solche Sachen.",0.2725627
190320,190600,Ja.,0.442
193520,193680, Ja.,0.236
198640,199200,Ja.,0.733
201800,202360,Musik.,0.881
214040,214600,"Ja, stimmt.",0.4676922
215040,217720,"Ja, ja man könnte zum Beispiel, keine Ahnung, mit Goethe.",0.48894048
218320,219640,"Nee, Goethe war kein Musiker, aber...",0.6239411
220920,221480,mhh,1.0
223000,223440, könnte  ,0.65470165
224280,225880,mit Mozart oder so,1.0
226960,228440,zu einem damaligen Konzert gehen oder so.,1.0
229520,230320,"Das ist ja nicht ganz gut, oder?",0.32178348
230360,231400,Du meinst Konzerte gehen?,0.52413964
233480,233800,ja,1.0
248440,248960,Ja.,0.843
271040,271520,mhh,1.0
274880,275000,Ja.,0.556
277080,277320,Ja.,0.843
278520,284920," Ich höre halt allgemein, dass man irgendwie so ein Programm macht, wo man halt irgendwie ein bisschen halt viel lesen muss oder so.",0.49344712
285080,289480,Also dass man da halt keine Ahnschnitzeljagd oder so macht in ,0.7010569
290760,291880,VR,1.0
293240,297600,"Und was halt darum geht, dass man halt auch liest und das, was man halt gelesen hat, auch verstanden hat.",0.73940164
308840,309400,Genau.,0.577
325640,326200,ehm,0.577
333320,333880,ehm,0.577
338960,339760,"Ja, schon.",0.7891413
353840,354680,"Ja, ja.",0.5773517
354800,356480,"Ich glaube in der ersten, zweiten Klasse ",0.56768334
357320,360360,"scheitert es am Personal, weil man kann nicht einfach ",1.0
361280,363200,jedem Kind so eine Brille in die Hand drücken.,1.0
364320,367240,"Sondern man müsste die dann halt auch wirklich betreuen, so wie jetzt hier auch.",0.75540805
367240,369040,"Das sind auch drei Personen, 15 oder 14.",0.63227963
370080,371320, Zehn Leute da oder so.,0.62630546
375280,375840,Ja.,0.811
377960,379040,ja stimmt,1.0
383840,384400,Ja.,0.811
391680,392400,Genau.,0.244
395120,395640,oh entschuldigung,1.0
402520,403200,"Ja, ja",0.811
403760,408160,"Ja, ich glaube, das ist dann zu durcheinander und dann verstehen das ein paar Kinder nicht.",0.61454475
408760,410720," Als ich mein Praktikum in der ersten Klasse gemacht habe,",0.48481897
411280,413560,"  musste ich sechs Kindern auf einmal erklären, wie man QR-Code einscannt.",1.0
414160,414960,Mit einem iPad.,0.39570498
415040,416120,Also eigentlich voll easy.,0.36768228
416160,416680,ja,1.0
416960,422040,"Aber ich war schon so überfordert, weil irgendwie schon drei Kinder, nachdem sie das iPad in der Hand kommen haben, einfach raus mit den Bildern gemacht haben.",0.57013893
422840,425400,"Und ich war so, stopp, stopp, müllt nicht, das iPad zu.",0.58553666
425440,427000,Hört mir jetzt erstmal zu und so.,0.43691093
427080,429200,"Aber die waren so aufgeregt, weil sie das iPad in der Hand hatten.",0.602971
434240,434760,ja,1.0
437840,438360,ja,1.0
439160,439680,ja,1.0
439840,440160,ja,1.0
441320,441640,ja,1.0
443640,443920,ja,1.0
444840,445800,"Ja, das stimmt.",0.7268978
447080,447600,ja,1.0
450920,451200,Ja.,0.294
452400,452680,Ja.,0.294
453120,453800,genau.,0.3644832
453880,457920,Aber da kann man es dann nicht wirklich... In der vierten Klasse ist ja auch so Mülltrennung ein großes Thema.,0.35135004
458280,461520,Dann können wir ja auch in VR Müll trennen und so weiter.,0.0
466360,466680,ja,1.0
467120,467440,ja,1.0
470800,471320,schon,1.0
472000,473320,In welchem Semester bist du?,0.7237704
477000,478280,Im zweiten erst.,0.82678854
482840,483280,haha,1.0
493560,495560,"ja genau. Also ich habe gerade noch Politik und Gesellschaft, ",0.44660708
496120,502320,aber ich habe Englisch nach der 10 Klasse abgewählt und auch der B2.2 für Staatsexamen.,1.0
502680,504640,Oder man hat Englisch als Didaktikfach.,0.8196042
504640,509920,"Und ich glaube, bevor ich einfach einen vierstündigen Kurs noch am ZFS belege,",0.79258734
510600,514039," mache ich dann einfach Englisch Didaktik, weil Englisch Didaktik ist das eine, glaube ich, eher auf Deutsch.",0.60023165
515240,519000," Und das andere ist halt Grammar, ich glaube, was ihr in der Fachwissenschaft hattet.",0.6450049
519200,522039,"Und ich habe jetzt eigentlich auch gehört, dass das voll machbar sein soll.",0.4181481
525600,526120,ja,1.0
526720,527240,ja,1.0
527600,528560,"Ja, und wir haben nur Grammar 1.",0.2546194
528640,532000,"Deswegen, ich glaube, das ist eigentlich leichter, als wenn ich ",0.54112464
533120,538440,"einen B2-2-Kurs mache beim ZFS, wo ich dann eine Hörverstehensübung habe, einen Text schreiben muss in der Klausur und ",1.0
539120,539640,ja,1.0
539800,541000,dann spare ich mir noch einen Kurs.,1.0
542960,543480,ja,1.0
546840,547360,ja,1.0
548840,549360,ja,1.0
549880,551360," Naja, aber eigentlich sind wir jetzt fertig, oder?",0.28274646
552880,555560,"Wir können noch sagen, okay, Gymnasium und Geschichtsunterricht,",0.49138188
556200,560040," oder Gymnasium allgemein, auch wenn man mehr so über Epochen spricht in Deutsch.",1.0
565320,565840,genau,1.0
569520,570000,Ja,0.49323928
571280,572840," Ja, die sich besser mit Technik auskennen.",0.5239185
578160,578640,Ja,0.49323928
581320,581800,Ja,0.49323928
590080,590560,Ja,0.49323928
593080,593560,Ja,0.49323928
605600,606080,Ja,0.49323928
607360,607960,"Ja, das stimmt.",0.30365878
615560,616040,Ja,0.49323928
616920,617400,Ja,0.49323928
618600,619080,Ja,0.49323928
618960,623120,"Wenn man sowas allein als einzige Lehrkraft für 25 Erstklässler macht, das geht nicht.",0.47058055
628560,629040,Ja,0.49323928
629400,630600,"Oder vielleicht ein einzelnes Kind, ",0.6396297
631040,633080,wenn es zum Beispiel einfach nicht lesen will oder so.,1.0
633920,636480,"Dass man ihnen dann halt sowas sagt, man",0.7316847
637200,639360, motiviert es jetzt durch so eine Brille und,1.0
640240,642120," Ja, oder halt mit, keine Ahnung,",0.5029675
643520,649080,"ja mit Rechenschwäche, dass man da jetzt dann irgendwie so ein Mathe-Spiel macht, einfach auch so als Motivation alleine.",1.0
657680,658160,Ja,0.49323928
708360,709840,"Ja, schon.",0.6366286
714640,715800,Ja.,0.339
