from,to,name,conf
4320,5520,Welche Schulart hast du?,0.35048944
12720,13080, ja,1.0
124160,124640,Was jetzt?,0.89807904
125080,126640,Könnt ihr jetzt sehen?,0.29452425
129240,130320,"achso okay, ja.",1.0
148760,153120,"Ja schon, aber jetzt nicht so übertrieben wie jetzt mit so VR-Brillen und sowas.",0.716607
155240,158720,Also ich kenne halt nur diese ganz klassischen Medien.,0.6742218
159800,160240,Also ,0.7106997
161160,163840,das krasseste bei uns war halt noch damals Whiteboard und so.,1.0
165680,166920,??,1.0
168240,168800,Weil ,0.7296352
169320,173240,"vorallem, wir durften auch früher oft nicht die Handys benutzen oder so.",1.0
181200,181840,Keine Ahnung.,0.4369897
258920,262200,Ist das Tablet bei euch auch irgendwie so voll tief gestellt?,0.65633506
265280,266280,Dass man es so aus... ,0.7486822
267320,268160,beim Auswählen...,1.0
270880,271960,"Keine Ahnung, ich muss da..",0.07520741
312040,312480,mhh,1.0
313640,314600,"Nee, eigentlich nicht.",0.5808371
316280,318000,Oder habt ihr noch was zu sagen?,0.5942228
321440,322920,Ich kann halt kaum was verstehen.,0.67876065
323480,323760,es ist irgendwie,1.0
354320,356800, Aber wie ist das jetzt in der Grundschule zum Beispiel?,0.74552065
357360,360000,Nutzt man da jetzt schon diese ganzen Medien?,0.8117074
363280,364960,Oder dürfen die überhaupt das Handy nutzen?,0.51390725
387680,390320," Ach so, haben die jetzt schon Tablets auch in den Grundschulen, oder?",0.7305777
