from,to,name,conf
920,3000, Welche Schulart hast du nochmal?,0.046577442
7840,8280,Okay.,0.277
9920,10960,"Und du warst Realschule, ne?",0.04176484
13120,13560,okay,1.0
15120,15440,Ja.,0.076
16360,16680,Ja.,0.004
21560,22080,Ähm.,0.214
25120,25600,Ne.,0.24
29640,30360,also gut,1.0
32280,34920,"Ich weiß nicht, in der Grundschule wird es jetzt nicht ",0.74808156
37080,38920,"riesig diskutiert, glaube ich.",1.0
40160,45400,Aber das übersteigt halt auch in gewisser Maßen dann irgendwann auch die Fähigkeiten.,0.7124001
45960,49160,So klar du kannst denen die Basics beibringen und so ein bisschen...,0.31013122
50880,51720,ehhhh,1.0
52440,53560,anleiten quasi wie man ,0.53176236
54240,56440,"mit so Medien umzugehen hat, aber irgendwann",1.0
57320,58920," hört es da halt auch auf bei Grundschülern, ",1.0
59280,60440,muss man da auch ehrlich sagen.,1.0
73040,73160,ja,1.0
73760,74480,absolut,1.0
79880,80320,ja safe,1.0
93240,93480, ja,1.0
93840,94080, ja,1.0
100480,101000,Ja.,0.918
104320,104520,Ja.,0.42
105600,107280,Bis zum gewissen Punkt Safe.,0.6025653
107640,108640,"Es ist einfach, dass ",0.6127199
109280,112640,"sie so ein bisschen die Grundlagen verstehen, wie man damit umzugehen hat, weil sonst",1.0
114400,116400," fehlt ihnen ja so viel im Leben, sage ich mal.",1.0
127800,129080,"Deinen Namen können wir nicht sehen, ne.",0.51937014
132960,133080,ja.,1.0
137680,138600," Okay, wie siehst du das?",0.5508243
139200,147800,"An deiner Schule sollte da, sollte da die Medienerziehung noch mehr oder noch höher gestellt werden, sag ich mal?",0.71865255
154520,155080,*lachen,1.0
175160,175280,ja,1.0
178080,178200,mh,1.0
187120,188440," Also ich finde, mh ",0.56225824
189600,190520,"was wollte ich sagen, ",1.0
192120,194040, ein Grundschüler oder einer Grundschülerin ,1.0
195400,198400," bringt es halt nichts, jetzt irgendwie beizubringen.",1.0
199120,200520,"Also ich meine, die haben, ",0.603846
202600,208560,"ich sage mal, diese Klasse oder so, eh noch nichts irgendwie mit sozialen Medien oder sonstiges zu tun, denke ich.",1.0
209880,211160," Und ab dann, ",0.71132815
211840,212280,so,1.0
213840,219280,"ich glaube, viele begreifen das auch einfach noch nicht so also welche Konsequenzen da auf sie zukommen oder irgendwas.",1.0
219520,221200,"Und ich glaube, das kann man in dem Alter auch noch ",0.588136
222000,223560,schwer begreifen.,1.0
225440,226040,"Ja, safe. Aber..",0.65714836
231160,231520,"Ja,",0.37
231720,232080,übel.,1.0
250920,251280,Grau.,0.691
255120,256200,Siehst du aber auch an deinen Händen.,0.4367583
264280,264760,Was ist?,1.0
295360,295560,okay.,1.0
309520,311440, Willst du noch was dazu sagen?,0.6102293
320240,321160,Nicht groß eigentlich.,0.67861885
324520,325600,"Ja, es ist schon echt laut.",0.5829679
348800,349240,Ja.,0.348
362080,362760, Im Unterricht meinst du?,0.3779774
365760,366600,"Ne, ne das nicht.",0.48390082
367080,370680,"Die meisten oder viele haben da ja auch noch kein Handy, beziehungsweise bringen es nicht mit in die Schule.",0.457789
371440,381200,"Aber es gibt oft Tablets, wo dann so ein bisschen dran gearbeitet werden kann, wenn halt schon irgendwelche fertig sind zur Differenzierung quasi, ",0.6259692
382320,384840,"dass die halt weiter Aufgaben machen, schon mal während die anderen ",1.0
385760,387120,noch die anderen Aufgaben machen.,1.0
391160,394200,"Ja, so eine Klasse gibt es dann oft, keine Ahnung, irgendwie,",0.6017118
395640,401880," ja, nicht für jeden eins natürlich, aber so zehn Stück gibt es in der Klasse, denke ich mal.",1.0
403920,404280,Ja.,0.288
405920,407280, Und damit können die an sich auch umgehen.,0.59520596
407320,409040,Also da wird scheinbar schon irgendwas richtig gemacht.,0.7619789
410320,416360,"Beziehungsweise lernen die das ja auch oft schon zu Hause, wenn sie irgendwie auf dem Tablet irgendwas schauen dürfen oder so, wie man damit so ganz grob umgeht.",0.54932547
416760,419760,"Nur halt so auf Gefahren und so aufmerksam machen, das",0.74760145
420600,422800," ist halt wichtig und wird, denke ich, auch gemacht.",1.0
422880,427160,"Aber weiß ich auch nicht, wie viel du da in der Grundschule machen kannst, was hängenbleiben wird.",0.6621083
432320,432480,Ja.,0.026
