from,to,name,conf
3440,3640,Was?,0.354
5640,6920,Äh Sonderpädagogik Mittelschule.,0.06610598
13640,14360,Man sieht deinen Namen nicht mehr.,0.10828507
16160,16480,Ja.,0.004
30400,31040," Ja, was sagt ihr?",0.55715805
39520,39880,mhh,1.0
60080,60199,ja,1.0
61560,63080,"Ja, ist bei mir glaube ich ziemlich ähnlich.",0.6724721
63160,66520,"Also wenn ich da Kinder drin habe, die Aggressionsprobleme irgendwie haben,",0.7688929
68000,79120, oder lernbehinderungen dann ist es vielleicht nicht immer förderlich einfach noch so also ich denke zu einem teil auf jeden fall aber ich denke ab einem gewissen grad kann es halt einfach ablenken ,0.72526205
79800,92840, und dann ist es halt irgendwie schwierig damit umzugehen vor allem wenn man halt auch irgendwie die sachen stellt und dann halt irgendwie ein kind mit aggressionsproblemen hat und es hängt dann halt irgendwas und es funktioniert irgendwas nicht dann ist halt die gefahr dass irgendwas beschädigt wird sehr hoch,1.0
96880,100440," Deswegen finde ich, kann man nicht so grundsätzlich Ja oder Nein sagen.",0.8563107
101080,103800,Ich denke halt bis zum gewissen Punkt Ja.,0.6181128
122080,122320,Ja.,0.352
131320,132760,"Egal, wir wissen ja, wie du heißt.",0.51602304
208600,208720,ja,1.0
222240,225160,"Also ich denke, es ist schon wichtig, von Anfang an was mitzugeben.",0.37708515
226200,227040,Oder aufzuklären.,0.7090416
227120,230520,"Aber ich denke, für viele, für viele ist es einfach noch gar nicht greifbar.",0.79629284
249080,250320, Welche Farbe hat mein Pullover?,0.5954121
252080,252400,Cool.,0.602
295840,296920,Wir sind schon fertig.,0.08645133
330920,337200," Ja, keine Ahnung, ich denke, wenn es um Medienerziehung geht, dann muss man das halt nicht so fern machen, auch von der Realität, also keine Ahnung, ",0.7670678
338520,347920," so Sachen, die halt eben wichtiger sind für die Kinder, also auf YouTube, auf WhatsApp und nicht nur auf dem Schulcomputer mit irgendwelchen E-Mails nicht öffnen, keine Ahnung.",1.0
404680,405040,Ja.,0.288
