from,to,name,conf
40080,42160,"Nein, nein, sie hat ja die Aufgabe gesagt.",0.36348054
61840,62440, Wie bitte?,0.38642722
68840,70280,"Hatte nicht Jelis gerade gesagt, kurze Frage oder so?",0.3987158
71760,72640,"Ach, gute Frage.",0.7632662
74160,74840,mhhh,1.0
75720,83720," Na gut, das ist jetzt natürlich aus dem Stehgreif relativ schwer zu beantworten, da wir noch keinen realen Unterrichtsversuch selbst geleistet haben.",0.7314681
84680,88720,"Also müssen wir uns jetzt hier.. kein Unterrichtsfach haben, richtig.",1.0
88760,97160,"Also müssen wir uns jetzt hier ins Konjunktiv begeben und überlegen, was würden wir denn antworten, wenn wir dann jetzt reale Unterrichtseinheiten führen würden.",0.75869614
143440,145040, Also bei mir wäre zumindest..,1.0
145640,152720,"gut ich bin mit dem Tool halt nicht gewohnt zu arbeiten, aber wäre jetzt die Ablenkung durch das Tool sozusagen höher, anstatt dass ich mich dann auf die Aufgabe konzentrieren könnte.",0.71005696
152760,155240,"Also im Vergleich zu einer Reihen jetzt, wenn ich es auf dem Blatt habe.",0.40654966
162680,162800,safe.,1.0
162960,170200,"Also wenn ich jetzt ein Blatt vor mir habe mit einem aktiven Passiver, mit einer Bilanz, kann ich mich da weitaus besser konzentrieren, als wenn ich das jetzt hier auf der Leinwand hätte.",0.7553221
170280,177280,"Weil ich einfach durch die Umgebung, dadurch, dass meine rechte Hand gerade vorne an der Tafel ist, das ist eine Ablenkung, die ich normal jetzt nicht habe.",0.62145793
177360,180960,"Das ist natürlich auch die Ungewohnheit, die neue Situation.",0.7357988
181000,183160,"Deswegen, das kann ich jetzt schwierig einschätzen, wie sehr...",0.4522664
205520,205640,mhhh,1.0
212280,214800," Ja, oder die Führung ist halt nicht so intuitiv.",0.7273252
215080,216400,"Also wenn ich jetzt hier was schreiben müsste, ",0.35841256
217200,220240,"dann würde es auf jeden Fall ein bisschen länger dauern, als wenn ich es jetzt so schreiben müsste.",1.0
220400,220520,ja,1.0
229400,229760,Sicher.,0.47
252440,265680," Ich glaube, bei sowas wie zum Beispiel irgendwelche Diskussionen so mit Pro-Contra, also jetzt beim zweiten Beispiel, die Aufgabe, die wir bearbeitet haben, wo wir die mit dem Plus oder Minus, sag ich mal, dann hast du das ja auch, dadurch, dass du ein Avatar hast, hast du eine gewisse Anonymisierung,",0.6244944
266320,271160,"  die da halt mit reinspielt, dass dann vielleicht Leute eher bereit sind, ihre Position da zu vertreten.",1.0
271360,273000," Ich denke, da wird es ein bisschen weniger",1.0
273840,276240," ein bisschen weniger persönlich, auf jeden Fall.",0.58830816
276720,281800,"So in der Sache jetzt für individuelle Aufgaben, zumindest in meiner Grad,",0.77374303
282400,287520," aktuellen Vorstellungskraft würde ich mir denken, dass es wahrscheinlich sogar altmodisch schneller geht.",0.7667287
