from,to,name,conf
37840,40040,"Achso, oh, da kommt nichts, glaube ich.",0.7342652
42160,42560, also okay.,1.0
57240,58320,Gute Frage.,0.21546693
70560,71720,"Ne, gute Frage.",0.5381227
94400,94520,ja aber,1.0
98880,99200, mhhh,1.0
108640,113440,"Ja, also das, was wir halt auch irgendwann unterrichten, sagen wir mal, irgendwas Wirtschaftliches.",0.5861028
113480,116840,"Ich hatte jetzt ehrlich gesagt gar keine Ahnung, wo wir das einsetzen könnten.",0.83975965
117560,122640,"Weil wenn wir jetzt halt wie vorhin irgendwelche Fragen einblenden oder Beispiele, das kann ich genauso auch an der Tafel machen.",0.78534937
131520,131640,mhhh,1.0
134320,134440,ja,1.0
138440,138560,mhh,1.0
139680,139800,ja,1.0
142680,142800,ja,1.0
159280,159920,Ich bin auch abgelenkt.,0.045133363
160000,162680,"Also ich war jetzt nicht 100% dabei, bin ich ehrlich.",0.4693838
180320,180520,ja eben,1.0
219080,219200,ja ,1.0
237320,239240,"Ja, aber wo würdet ihr das jetzt einsetzen?",0.6439727
239280,240320,Oder wie?,0.96648955
241560,243120,"Sagen wir mal, wir müssten es einsetzen.",1.0
243480,245680,Irgendwas mit VR.,0.68064123
248280,249120,Genau.,0.92
249160,250320,"Ich meine, wir haben ja auch andere Fächer.",0.41699588
250400,252120,Wir haben ja jetzt nicht nur Buchführung oder so.,0.23056366
259760,259880,ja ,1.0
266800,266920,mhh,1.0
268800,268920,mhh,1.0
275360,275480,ja,1.0
287680,288960,"Ja, finde ich auch.",0.61499727
289360,294200,"Also wir haben jetzt länger gebraucht, irgendwelche Plus, Minus irgendwo hinzustellen, als darüber zu diskutieren.",0.70887756
294880,295000,oder?,1.0
297040,297160,ja,1.0
310720,312560," Ja gut, man hört es ja an der Stimme.",0.36639324
322080,325160,Aber dann könntest du es auch mit dem Handy einfach machen.,0.6202278
325200,325640,Ja.,0.55
340800,341280,ja,1.0
347440,347560,ja,1.0
351720,352360,Ja.,0.734
367760,368760,"Da stand was drin, aber...",0.45339105
380520,380880,Mhm.,0.22
400280,400520,Ja,1.0
413000,413520,ja auf jeden fall.,1.0
430040,437320,"Ja, oder wenn man zum Beispiel Austauschstudenten oder Schüler oder so hat, da müssen die nicht herkommen, da kann man einfach Gruppenarbeiten auch so durchführen.",0.79471654
437360,441760,"Genau, also wie im ersten Beispiel, aber die Frage ist halt, wo hat man sowas an der Berufsschule?",0.578935
441800,443160,Da sitzt man ja eh zusammen.,0.77271545
467440,467760,Ja.,0.299
471360,471480,mhh,1.0
481440,483680,"Ja gut, aber dann hast du ja Räume geblockt.",0.55622923
483720,486360,"Ich sag mal, in einer Klasse sitzen ja 30 Schüler.",0.6928112
487160,490640,"Dann blockst du einfach 30 Räume, statt alles in einem Klassenzimmer durchzuführen.",0.54869384
490720,497200,"Weißt du, ich meine, also vor allem VR-Brillen und so ist ja auch nicht billig, dass man sich selber das kauft und sagt, ich logge mich da jetzt ein, wie auf Zoom.",0.0
505000,505120,eben,1.0
514760,515680,Aktuell finde ich nicht.,0.1382504
530920,531040,mhh,1.0
542120,548040,"Vielleicht in anderen Fächern nichts wirtschaftliches, das mit dem Brückenbauen zum Beispiel.",0.84102136
548720,551400,"Aber ja, es kommt halt aufs Fach an.",0.7219785
551440,554680,"Mathe kann man es halt auch kaum benutzen, Deutsch auch nicht.",0.6921712
561280,562000,"Ja eben, genau.",0.6090009
571480,571880,Genau.,0.64
