from,to,name,conf
32240,32680, Okay,0.77398777
33840,37120,"also wir sehen nur die Uhr, also irgendwie andere Sachen haben wir nicht.",1.0
38240,38680,"Okay,",0.6899194
39480,43120, also ich sehe das ein bisschen zweigeteilt.,1.0
43400,45000,Also ich bin ja immer so ein Fan von ,0.68031174
45680,47080,ganz normaler Realität auch.,1.0
47760,53080,Ich finde das eher dann den Unterricht quasi einmal in der Realität 50 Prozent oder ein Drittel.,0.7847082
53640,54440, in der Realität ,0.74651766
54800,57600,machen und den anderen Teil halt Virtual Reality.,1.0
58400,69400,"mhh da bin ich mir jetzt noch nicht so sicher, ob die Einführung sozusagen virtuell sein sollte und die Lösung dann real oder die Einführung real und dann die ",0.8556189
70280,71080,ähhh,1.0
71160,73760,die Bearbeitung bzw.Lösung virtuell.,1.0
73840,75280,"Ich glaube, zweiteres wäre sogar besser.",0.73464006
77840,83000," Weil, wie gesagt, das kann man hier zwar lesen,",0.85432523
83600,84880,  aber irgendwie...,1.0
88040,95800," Gut, wenn hier jetzt wirklich ein Lehrer steht vor mir, also virtuell, und würde das hier zeigen, ",1.0
96640,97840," das wäre, glaube ich, ganz gut.",1.0
100480,100800, mh,1.0
102320,102680,Weiß nicht.,0.71885324
103480,104080,Ja...,0.382
115760,116680,"Ja, machen wir halt mal Physik.",0.3385311
118520,118760,Ja.,0.279
124600,124840,Ja.,0.279
177000,177440,Mhm.,0.317
197200,198800, Also ich finde das mit den Beispielen gut.,0.69204676
198920,208720,"Also meine Lieblingsphysikaufgabe ist ja immer die Kugel im Looping zum Beispiel, wo man dann immer die Kugel irgendwie anhält oder beschleunigt oder wie auch immer.",0.77852625
209400,216560,"So visuelle Geschichten sich anschauen und zu erfahren, finde ich das Ding hier ganz gut.",0.85326695
217120,220080, Aber mir fehlt ganz grundsätzlich diese haptische Geschichte.,0.84776837
220480,225200,"Also wenn die Controller, man muss irgendwie in Physik dann was spüren hier.",0.79865605
225680,230960,"Also sei es jetzt Kräfte oder auch eine Beschleunigung oder ja,",0.74558866
231640,234200, ja irgendwie was Haptisches fehlt mir.,1.0
235160,235480, ja ,1.0
246640,250400," Ja, aber das war schon selber wahrscheinlich aus dem eigenen Unterricht.",0.60161525
250440,258920,"Da ist, sagen wir mal, die drei, fünf Kugeln hintereinander und dann stößt man eine an und dann fliegt eine wieder hinten weg und dann zwei und dann fliegen zwei weg und so.",0.6982945
259399,262480,"Und die Jungs und Mädels, die nehmen die Kugel in die Hand.",0.7250251
263640,267280,"Und dann ist der Erinnerungseffekt da, weil sie es in die Hand genommen haben.",0.63144606
267520,269880,"Und dann fragt man sie nach, wie funktioniert das?",0.8381888
269960,275160,"Und dann haben die das als Bild in ihrem Kopf und wissen, wie sich das angefühlt hat auch.",0.7835941
275760,276040, ja ,1.0
278840,280400,Und das ist jetzt fehlend.,0.8395938
280840,281280,Aber,0.79217887
282480,288120," ich gehe schwer davon aus, dass diese Controller auch diese haptische Geschichte irgendwie nachher bilden können.",1.0
288440,297840,"Aber auch wenn irgendwelche Werkstoffe, also Holz oder Metall, fühlt sich halt einfach anders an. Die haben auch einen ganz anderen Wärmegrad, sage ich jetzt mal. Also kalt, warm.",0.8195798
298480,307080," Und gerade auch wenn du über Wärmelehre oder so, dann muss da irgendwie, die Controller müssen dann heiß werden oder kalt zum Beispiel.",0.81708926
307560,310360,"Das würde mir jetzt schon, wäre schon ganz cool.",0.72022223
311640,312720,Das fehlt jetzt irgendwie.,0.5820831
312760,314000,"Das weiß ich nicht, ob das geht.",0.41918463
314280,314560,Bestimmt.,0.57
316640,316920,ja,0.57
339880,340240,ja,1.0
346680,347040,mhm,1.0
355920,369600,"Vielleicht, na gut, das passt ja eher in die Chemie, aber so ein Atommodell oder so, okay, aber das bringt auch keinen Mehrwert, das könnte man auch eigentlich an der Tafel vielleicht sogar besser, also gleich gut erklären.",0.6326677
371320,371960,Ähm.,0.467
375360,376760," Okay, ein bisschen schwierig, oder, in Physik?",0.58579314
379000,380240,"Wenn dann so, ",0.7925493
381800,391800,"na gut, man kann schon Versuche machen, aber es ist irgendwie, also jetzt kein Mehrwert, eher real ist, sind die Versuche besser, glaube ich, sogar.",1.0
402720,403160,ja,1.0
449720,451200,Das wäre viel zu kompliziert.,0.450784
471160,476840," Mir ist vielleicht etwas eingefallen, gerade diese dreigeteilte Geschichte ist vielleicht gar nicht schlecht.",0.71393365
477360,488200,"Also ein Drittel quasi Unterricht, den macht man virtuell, damit auch, ich sage jetzt mal, die Schüler müssen da nicht in die Schule kommen, die sitzen halt da, wo sie sind, im Ausland oder was weiß ich wo.",0.6795347
488640,489960,Das ist schon mal ganz gut.,0.61226887
490200,492200,Und dann baust du quasi den zweiten Teil auf.,0.74204427
492320,495000,Das sind dann quasi so Physik-Games.,0.9223764
495600,498240,"Das könnte man hier machen, so theoretische Games sozusagen.",0.8586411
498800,503240, Und dann dritter Punkt ist dann einfach Präsenzunterricht.,0.9168548
503440,505800,Da sieht man sich dann wirklich in Real.,0.66712093
506600,509720,Also dass man den Unterricht dann dreigleisig macht.,0.75700366
510840,511120,ja,1.0
512120,519400,Aber die Versuche müssen meines Erachtens immer noch in Präsenz sein.,0.86084324
520120,521720,Also das sehe ich jetzt irgendwie ,0.8299024
522799,523120,schwierig.,1.0
528760,530600," So, eineinhalb Minuten noch.",0.56894946
531960,532920,Haben wir alle Punkte?,0.76223993
535480,536520,Unser Fazit?,0.84171253
548760,555240,"es fehlen einfach zu viele praktische und haptische Geschichten, die die Physik erlebbar machen.",1.0
556760,557080, Oder?,0.611
559400,559680,Noch.,0.891
560560,562520,Es kann ja einen Ganzkörperanzug irgendwann mal geben.,0.4448345
562920,563280,Oder?,0.623
564320,564680,okay,0.623
565080,566720,"Zum jetzigen Zeitpunkt, sagen wir es mal so.",0.22446185
