from,to,name,conf
37320,37560,Genau.,0.637
75880,76160,ja,1.0
105960,115360," Ich meine, jetzt wäre halt die Frage, ob man praktisch, weil es hieß, auf unser Unterrichtsfach bezogen, ob jetzt Metall oder Elektro oder ob jetzt Physik praktisch.",0.60223
116960,119640,"Genau, weil wir haben ja beide Physik, deswegen ergibt sich das ja.",0.2943111
120440,124320,"ehm ich finde, da gibt es schon einen Haufen Anwendungsbeispiele, wo man es sinnvoll einsetzen könnte.",0.4615408
125840,126680,ehm ,1.0
128520,130520," Aber ich sehe es tatsächlich eher, um ",0.8766875
131240,137720, die Schüler einfach etwas zu motivieren und etwas spielerisch eben ein bisschen so die Neugier zu entfachen.,1.0
138320,138800,Weil,1.0
139880,142600,weil jetzt zum Beispiel bei Brücken wird es ja Richtung Statik gehen.,0.5516718
143040,143600,ähm,1.0
144080,147680,"Das ist zwar nicht wirklich Unterricht, also kein Teil des Lehrplans, aber",0.75820035
148440,149040,ehm,1.0
151640,156280, Ist schön damit rumzuspielen und so eine Brücke zu bauen und vielleicht auch was zu verstehen.,0.7671437
156640,159880,"Aber am Schluss musst du es ja, das was du lernst,",0.733694
160880,163480, es in dem Kontext glaube ich schwer beizubringen.,1.0
163640,171440,"Dass du dann sagst, schau mal, das hast du hier mit dem Hebel angebaut und deswegen ist hier die Kraft und das ist ein Festlager, das ist ein Loslager, was du hier gebaut hast.",0.68442655
172920,176080,"Ist vielleicht dann ganz cool, am Schluss das aufzuarbeiten.",0.7654656
179440,190720," Aber wie es in dem Beispiel auch schon gezeigt wurde, wenn du dann eben diese Gruppenübungen hast, wenn du es dann sozusagen bei jeder aufarbeitest, dass es einen Haufen Zeit kostet.",0.75607896
192960,193520,Und,0.7036725
194480,195040,ja,0.7036725
236600,245000,"Ja gut, ich finde im Physikunterricht hast du ja oft keine Haptik, weil der Lehrer vorne steht und der macht den Versuch vor mit dem Pendel und jetzt nicht so, dass es",0.6515958
253640,253920,mh,1.0
262960,263280,mh,1.0
277320,278200," Ja, das stimmt.",0.33739695
292960,293200,mhh,0.79217887
317280,320160, Also um jetzt mal eine andere beispielhafte,0.6423031
321200,322160,  ehm,1.0
322640,338240,"  Physikeinheit zum Beispiel jetzt mit VR sich auszudenken, hättest du eine, also so klassische Ideen mit der Impulserhaltung mit diesem Spielzeug, also mit den Kugeln, was du gerade gemeint hast, hat im VR keinen Mehrwert, hätte ich gesagt.",1.0
338960,339560,  ehm,1.0
341240,342640,Auch jetzt zum Beispiel Pendel,0.6022534
343760,345120, hat keinen echten Mehrwert.,1.0
345600,346280, ehm,1.0
348160,354120," Ich habe jetzt auch schon kurz überlegt und es ist noch nicht so direkt was eingefangen, wo ich sagen würde, ja, da ergibt es mega Sinn.",0.6467496
378600,379000,Ja.,0.722
392520,393480,"Ja, das glaube ich auch.",0.4701284
395520,396640,Hab jetzt auch an die ,0.70887554
397520,398680,Experimente ,1.0
399920,401960,"von letzter, vorletzter Woche gedacht.",1.0
403520,409560,"Die in so einem Spiel sozusagen nachzubauen, ist natürlich besser. Also ich finde, das ist ganz oft bei dieser VR-Geschichte.",0.6780993
410440,413760,"Es ist besser, als es praktisch nur theoretisch oder nur ",0.0
415080,420040,"auch als Video zum Beispiel oder sonst was zu haben. Es ist schon besser, noch ein bisschen Interaktion reinzubringen.",1.0
420280,424120,"Aber an einem echten Oszilloskop halt was einstellen, ist",0.72908443
425240,431680," ein anderer Lerneffekt finde ich, als wenn man jetzt vor sich, also das wäre wirklich was, was man gut nachbauen könnte.",0.73652595
431800,442680,"Und wenn das halt als möglich, weil das kannst du zum Beispiel auch den Schülern als Hausaufgabe oder als freiwilliges Ding, dass wenn sie sich damit auseinandersetzen wollen, nach Hause geben.",0.57912076
443320,449640,"Aber ein echtes Oszilloskop und mit der Schaltung sozusagen da, wie wir sie letztens hatten, geht halt nicht.",0.7349674
451360,457880," Aber ich habe das Gefühl, dass es bei so ganz vielen Sachen so, ja, ein echtes schon besser, echte Versuche mit Haptik.",0.751272
459080,463160,"Und es ist aber immer noch cool, wenn man den VR-Ding dazu hat.",0.7685615
463320,469200,"Mir fällt irgendwie nichts ein, wo ich sagen würde, da ist es, also klar, wenn es halt einfach nicht geht, ist es besser, aber...",0.0
470240,470560,ehm,1.0
524240,525400,"Ja, sehe ich ähnlich.",0.5432976
534640,535360,Ich glaube. Hoffe ich.,1.0
539280,540000,mh,1.0
540960,542680,"Schon ein cooles Tool, ",0.7965339
544640,545240,aber ,1.0
557400,557840,Ja.,0.398
