,Model,Fold,Score,CV,Version,Group,Features,Sampling,Conf_Matrix,Time
0,Baseline Most Frequent Strategy,1,0.6153846153846154,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 5]
 [0 8]]",0.0
1,Baseline Most Frequent Strategy,2,0.18181818181818182,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 9]
 [0 2]]",0.0
2,Baseline Most Frequent Strategy,3,0.2727272727272727,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 8]
 [0 3]]",0.0
3,Baseline Most Frequent Strategy,4,0.6363636363636364,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 4]
 [0 7]]",0.0
4,Baseline Most Frequent Strategy,5,0.4,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 6]
 [0 4]]",0.0
5,Baseline Most Frequent Strategy,6,0.625,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 3]
 [0 5]]",0.0
6,Baseline Most Frequent Strategy,7,0.375,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 5]
 [0 3]]",0.015625
7,Baseline Most Frequent Strategy,8,0.625,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 3]
 [0 5]]",0.0
8,Baseline Most Frequent Strategy,9,0.125,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 7]
 [0 1]]",0.0
9,Baseline Most Frequent Strategy,10,0.14285714285714285,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[1 0]
 [6 0]]",0.0
10,Baseline Most Frequent Strategy,11,0.0,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 0]
 [7 0]]",0.015625
11,Baseline Most Frequent Strategy,12,0.0,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 0]
 [4 0]]",0.0
12,Baseline Most Frequent Strategy,avg,0.33326257076257076,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[ 1 50]
 [17 38]]",0.03125
13,Baseline Most Frequent Strategy,std,0.2373878313149397,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[ 1 50]
 [17 38]]",0.03125
14,Baseline Prior Strategy,1,0.6153846153846154,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 5]
 [0 8]]",0.015625
15,Baseline Prior Strategy,2,0.18181818181818182,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 9]
 [0 2]]",0.0
16,Baseline Prior Strategy,3,0.2727272727272727,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 8]
 [0 3]]",0.015625
17,Baseline Prior Strategy,4,0.6363636363636364,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 4]
 [0 7]]",0.0
18,Baseline Prior Strategy,5,0.4,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 6]
 [0 4]]",0.0
19,Baseline Prior Strategy,6,0.625,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 3]
 [0 5]]",0.0
20,Baseline Prior Strategy,7,0.375,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 5]
 [0 3]]",0.0
21,Baseline Prior Strategy,8,0.625,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 3]
 [0 5]]",0.0
22,Baseline Prior Strategy,9,0.125,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 7]
 [0 1]]",0.0
23,Baseline Prior Strategy,10,0.14285714285714285,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[1 0]
 [6 0]]",0.0
24,Baseline Prior Strategy,11,0.0,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 0]
 [7 0]]",0.0
25,Baseline Prior Strategy,12,0.0,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 0]
 [4 0]]",0.0
26,Baseline Prior Strategy,avg,0.33326257076257076,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[ 1 50]
 [17 38]]",0.03125
27,Baseline Prior Strategy,std,0.2373878313149397,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[ 1 50]
 [17 38]]",0.03125
28,Baseline Stratified Strategy,1,0.5384615384615384,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[2 3]
 [3 5]]",0.0
29,Baseline Stratified Strategy,2,0.5454545454545454,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[5 4]
 [1 1]]",0.015625
30,Baseline Stratified Strategy,3,0.36363636363636365,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[3 5]
 [2 1]]",0.0
31,Baseline Stratified Strategy,4,0.7272727272727273,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[2 2]
 [1 6]]",0.0
32,Baseline Stratified Strategy,5,0.6,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[2 4]
 [0 4]]",0.0
33,Baseline Stratified Strategy,6,0.5,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[2 1]
 [3 2]]",0.0
34,Baseline Stratified Strategy,7,0.5,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[2 3]
 [1 2]]",0.0
35,Baseline Stratified Strategy,8,0.375,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 3]
 [2 3]]",0.0
36,Baseline Stratified Strategy,9,0.375,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[3 4]
 [1 0]]",0.0
37,Baseline Stratified Strategy,10,0.7142857142857143,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[1 0]
 [2 4]]",0.0
38,Baseline Stratified Strategy,11,0.7142857142857143,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 0]
 [2 5]]",0.0
39,Baseline Stratified Strategy,12,0.0,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 0]
 [4 0]]",0.0
40,Baseline Stratified Strategy,avg,0.4961163836163836,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[22 29]
 [22 33]]",0.015625
41,Baseline Stratified Strategy,std,0.19508525582996222,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[22 29]
 [22 33]]",0.015625
42,Baseline Uniform Strategy,1,0.5384615384615384,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[2 3]
 [3 5]]",0.0
43,Baseline Uniform Strategy,2,0.18181818181818182,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[2 7]
 [2 0]]",0.0
44,Baseline Uniform Strategy,3,0.5454545454545454,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[6 2]
 [3 0]]",0.0
45,Baseline Uniform Strategy,4,0.09090909090909091,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 4]
 [6 1]]",0.0
46,Baseline Uniform Strategy,5,0.4,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[2 4]
 [2 2]]",0.0
47,Baseline Uniform Strategy,6,0.375,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[1 2]
 [3 2]]",0.015625
48,Baseline Uniform Strategy,7,0.75,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[4 1]
 [1 2]]",0.0
49,Baseline Uniform Strategy,8,0.375,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[1 2]
 [3 2]]",0.0
50,Baseline Uniform Strategy,9,0.625,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[4 3]
 [0 1]]",0.03125
51,Baseline Uniform Strategy,10,0.7142857142857143,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[1 0]
 [2 4]]",0.015625
52,Baseline Uniform Strategy,11,0.8571428571428571,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 0]
 [1 6]]",0.0
53,Baseline Uniform Strategy,12,0.5,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 0]
 [2 2]]",0.0
54,Baseline Uniform Strategy,avg,0.49608932733932726,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[23 28]
 [28 27]]",0.0625
55,Baseline Uniform Strategy,std,0.21694878704293644,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[23 28]
 [28 27]]",0.0625
56,Nearest Neighbors Test,1,0.6923076923076923,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[4 1]
 [3 5]]",0.03125
57,Nearest Neighbors Test,2,0.36363636363636365,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[2 7]
 [0 2]]",0.0
58,Nearest Neighbors Test,3,0.2727272727272727,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[1 7]
 [1 2]]",0.0
59,Nearest Neighbors Test,4,0.7272727272727273,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[3 1]
 [2 5]]",0.0
60,Nearest Neighbors Test,5,0.6,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[3 3]
 [1 3]]",0.0
61,Nearest Neighbors Test,6,0.5,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[3 0]
 [4 1]]",0.0
62,Nearest Neighbors Test,7,0.125,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[1 4]
 [3 0]]",0.03125
63,Nearest Neighbors Test,8,0.5,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 3]
 [1 4]]",0.015625
64,Nearest Neighbors Test,9,0.5,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[3 4]
 [0 1]]",0.0
65,Nearest Neighbors Test,10,0.42857142857142855,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[1 0]
 [4 2]]",0.015625
66,Nearest Neighbors Test,11,0.42857142857142855,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 0]
 [4 3]]",0.0
67,Nearest Neighbors Test,12,0.75,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[0 0]
 [1 3]]",0.015625
68,Nearest Neighbors Test,avg,0.4906739094239095,Nested,SCALER_dyads_all_features_60s_binary_Manual,Dyads,All,60,"[[21 30]
 [24 31]]",0.109375
