,Model,Fold,Score,CV,Version,Group,Features,Sampling,Conf_Matrix,Time
0,Baseline Most Frequent Strategy,1,0.75,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[9 0]
 [3 0]]",0.0
1,Baseline Most Frequent Strategy,2,0.8333333333333334,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[10  0]
 [ 2  0]]",0.015625
2,Baseline Most Frequent Strategy,3,0.8181818181818182,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[9 0]
 [2 0]]",0.0
3,Baseline Most Frequent Strategy,4,0.45454545454545453,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[5 0]
 [6 0]]",0.0
4,Baseline Most Frequent Strategy,5,0.4444444444444444,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[4 0]
 [5 0]]",0.0
5,Baseline Most Frequent Strategy,6,0.8888888888888888,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[8 0]
 [1 0]]",0.0
6,Baseline Most Frequent Strategy,7,0.1111111111111111,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[1 0]
 [8 0]]",0.0
7,Baseline Most Frequent Strategy,8,0.0,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[0 0]
 [7 0]]",0.0
8,Baseline Most Frequent Strategy,avg,0.5375631313131314,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[46  0]
 [34  0]]",0.015625
9,Baseline Most Frequent Strategy,std,0.32038737122393207,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[46  0]
 [34  0]]",0.015625
10,Baseline Prior Strategy,1,0.75,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[9 0]
 [3 0]]",0.0
11,Baseline Prior Strategy,2,0.8333333333333334,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[10  0]
 [ 2  0]]",0.0
12,Baseline Prior Strategy,3,0.8181818181818182,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[9 0]
 [2 0]]",0.0
13,Baseline Prior Strategy,4,0.45454545454545453,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[5 0]
 [6 0]]",0.0
14,Baseline Prior Strategy,5,0.4444444444444444,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[4 0]
 [5 0]]",0.0
15,Baseline Prior Strategy,6,0.8888888888888888,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[8 0]
 [1 0]]",0.015625
16,Baseline Prior Strategy,7,0.1111111111111111,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[1 0]
 [8 0]]",0.015625
17,Baseline Prior Strategy,8,0.0,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[0 0]
 [7 0]]",0.0
18,Baseline Prior Strategy,avg,0.5375631313131314,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[46  0]
 [34  0]]",0.03125
19,Baseline Prior Strategy,std,0.32038737122393207,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[46  0]
 [34  0]]",0.03125
20,Baseline Stratified Strategy,1,0.5,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[5 4]
 [2 1]]",0.015625
21,Baseline Stratified Strategy,2,0.4166666666666667,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[4 6]
 [1 1]]",0.0
22,Baseline Stratified Strategy,3,0.5454545454545454,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[5 4]
 [1 1]]",0.015625
23,Baseline Stratified Strategy,4,0.2727272727272727,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[2 3]
 [5 1]]",0.0
24,Baseline Stratified Strategy,5,0.7777777777777778,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[3 1]
 [1 4]]",0.0
25,Baseline Stratified Strategy,6,0.7777777777777778,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[7 1]
 [1 0]]",0.015625
26,Baseline Stratified Strategy,7,0.0,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[0 1]
 [8 0]]",0.0
27,Baseline Stratified Strategy,8,0.14285714285714285,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[0 0]
 [6 1]]",0.0
28,Baseline Stratified Strategy,avg,0.4291576479076479,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[26 20]
 [25  9]]",0.046875
29,Baseline Stratified Strategy,std,0.26277042022732916,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[26 20]
 [25  9]]",0.046875
30,Baseline Uniform Strategy,1,0.6666666666666666,Nested,SCALER_dyads_f_MG_1DG_60s_binary_Manual,Dyads,AIxVR,60,"[[6 3]
 [1 2]]",0.0
