,Model,Fold,Score,CV,Version,Group,Features,Sampling,Conf_Matrix,Time
0,Baseline Most Frequent Strategy,1,0.6153846153846154,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 5]
 [0 8]]",0.0
1,Baseline Most Frequent Strategy,2,0.18181818181818182,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 9]
 [0 2]]",0.0
2,Baseline Most Frequent Strategy,3,0.2727272727272727,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 8]
 [0 3]]",0.0
3,Baseline Most Frequent Strategy,4,0.6363636363636364,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 4]
 [0 7]]",0.0
4,Baseline Most Frequent Strategy,5,0.4,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 6]
 [0 4]]",0.0
5,Baseline Most Frequent Strategy,6,0.625,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 3]
 [0 5]]",0.0
6,Baseline Most Frequent Strategy,7,0.375,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 5]
 [0 3]]",0.0
7,Baseline Most Frequent Strategy,8,0.625,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 3]
 [0 5]]",0.0
8,Baseline Most Frequent Strategy,9,0.125,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 7]
 [0 1]]",0.0
9,Baseline Most Frequent Strategy,10,0.14285714285714285,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[1 0]
 [6 0]]",0.0
10,Baseline Most Frequent Strategy,11,0.0,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 0]
 [7 0]]",0.0
11,Baseline Most Frequent Strategy,12,0.0,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 0]
 [4 0]]",0.0
12,Baseline Most Frequent Strategy,avg,0.33326257076257076,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[ 1 50]
 [17 38]]",0.03125
13,Baseline Most Frequent Strategy,std,0.2373878313149397,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[ 1 50]
 [17 38]]",0.03125
14,Baseline Prior Strategy,1,0.6153846153846154,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 5]
 [0 8]]",0.0
15,Baseline Prior Strategy,2,0.18181818181818182,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 9]
 [0 2]]",0.015625
16,Baseline Prior Strategy,3,0.2727272727272727,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 8]
 [0 3]]",0.0
17,Baseline Prior Strategy,4,0.6363636363636364,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 4]
 [0 7]]",0.015625
18,Baseline Prior Strategy,5,0.4,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 6]
 [0 4]]",0.015625
19,Baseline Prior Strategy,6,0.625,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 3]
 [0 5]]",0.0
20,Baseline Prior Strategy,7,0.375,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 5]
 [0 3]]",0.0
21,Baseline Prior Strategy,8,0.625,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 3]
 [0 5]]",0.0
22,Baseline Prior Strategy,9,0.125,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 7]
 [0 1]]",0.0
23,Baseline Prior Strategy,10,0.14285714285714285,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[1 0]
 [6 0]]",0.0
24,Baseline Prior Strategy,11,0.0,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 0]
 [7 0]]",0.0
25,Baseline Prior Strategy,12,0.0,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[0 0]
 [4 0]]",0.0
26,Baseline Prior Strategy,avg,0.33326257076257076,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[ 1 50]
 [17 38]]",0.0625
27,Baseline Prior Strategy,std,0.2373878313149397,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[ 1 50]
 [17 38]]",0.0625
28,Baseline Stratified Strategy,1,0.6923076923076923,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[3 2]
 [2 6]]",0.0
29,Baseline Stratified Strategy,2,0.36363636363636365,Nested,SIMPLE_triads_all_features_60s_binary_Manual,Triads,All,60,"[[3 6]
 [1 1]]",0.015625
