,task_eng,seconds,seconds_interaction
4245,0.01728885,47.16666666666667,0.0
4246,0.01728885,47.17777777777778,0.011111111111111112
4247,0.01728885,47.18888888888889,0.022222222222222223
4248,0.01728885,47.2,0.03333333333333333
4249,0.01728885,47.211111111111116,0.044444444444444446
4250,0.01728885,47.22222222222222,0.05555555555555556
4251,0.01728885,47.233333333333334,0.06666666666666667
4252,0.01728885,47.24444444444445,0.07777777777777778
4253,0.01728885,47.25555555555556,0.08888888888888889
4254,0.01728885,47.266666666666666,0.1
4255,0.01728885,47.27777777777778,0.11111111111111112
4256,0.01728885,47.28888888888889,0.12222222222222223
4257,0.01728885,47.300000000000004,0.13333333333333333
4258,0.01728885,47.31111111111111,0.14444444444444446
4259,0.01728885,47.32222222222222,0.15555555555555556
4260,0.01728885,47.333333333333336,0.16666666666666669
4261,0.01728885,47.34444444444445,0.17777777777777778
4262,0.01728885,47.355555555555554,0.18888888888888888
4263,0.01728885,47.36666666666667,0.2
4264,0.01728885,47.37777777777778,0.2111111111111111
4265,0.01728885,47.38888888888889,0.22222222222222224
4266,0.01728885,47.4,0.23333333333333334
4267,0.01728885,47.41111111111111,0.24444444444444446
4268,0.01728885,47.422222222222224,0.2555555555555556
4269,0.01728885,47.43333333333334,0.26666666666666666
4270,0.01728885,47.44444444444444,0.2777777777777778
4271,0.01728885,47.455555555555556,0.2888888888888889
4272,0.01728885,47.46666666666667,0.3
4273,0.01728885,47.47777777777778,0.3111111111111111
4274,0.01728885,47.48888888888889,0.32222222222222224
4275,0.01728885,47.5,0.33333333333333337
4276,0.01728885,47.51111111111111,0.34444444444444444
4277,0.01728885,47.522222222222226,0.35555555555555557
4278,0.01728885,47.53333333333334,0.3666666666666667
4279,0.01728885,47.544444444444444,0.37777777777777777
4280,0.01728885,47.55555555555556,0.3888888888888889
4281,0.01728885,47.56666666666667,0.4
4282,0.01728885,47.57777777777778,0.41111111111111115
4283,0.01728885,47.58888888888889,0.4222222222222222
4284,0.01728885,47.6,0.43333333333333335
4285,0.01728885,47.611111111111114,0.4444444444444445
4286,0.01728885,47.62222222222223,0.45555555555555555
4287,0.01728885,47.63333333333333,0.4666666666666667
4288,0.01728885,47.644444444444446,0.4777777777777778
4289,0.01728885,47.65555555555556,0.48888888888888893
4290,0.01728885,47.66666666666667,0.5
4291,0.01728885,47.67777777777778,0.5111111111111112
4292,0.01728885,47.68888888888889,0.5222222222222223
4293,0.01728885,47.7,0.5333333333333333
4294,0.01728885,47.711111111111116,0.5444444444444445
4295,0.01728885,47.72222222222222,0.5555555555555556
4296,0.01728885,47.733333333333334,0.5666666666666667
