,task_eng,std,seconds,seconds_interaction
16419,0.0151385,0.0214090720139851,182.43333333333334,0.0
16420,0.0151385,0.0214090720139851,182.44444444444446,0.011111111111111112
16421,0.0151385,0.0214090720139851,182.45555555555555,0.022222222222222223
16422,0.0151385,0.0214090720139851,182.46666666666667,0.03333333333333333
16423,0.0151385,0.0214090720139851,182.4777777777778,0.044444444444444446
16424,0.0151385,0.0214090720139851,182.4888888888889,0.05555555555555556
16425,0.0151385,0.0214090720139851,182.5,0.06666666666666667
16426,0.0151385,0.0214090720139851,182.51111111111112,0.07777777777777778
16427,0.0151385,0.0214090720139851,182.52222222222224,0.08888888888888889
16428,0.0151385,0.0214090720139851,182.53333333333333,0.1
16429,0.0151385,0.0214090720139851,182.54444444444445,0.11111111111111112
16430,0.0151385,0.0214090720139851,182.55555555555557,0.12222222222222223
16431,0.0151385,0.0214090720139851,182.56666666666666,0.13333333333333333
16432,0.0151385,0.0214090720139851,182.57777777777778,0.14444444444444446
16433,0.0151385,0.0214090720139851,182.5888888888889,0.15555555555555556
16434,0.0151385,0.0214090720139851,182.6,0.16666666666666669
16435,0.0151385,0.0214090720139851,182.61111111111111,0.17777777777777778
16436,0.0151385,0.0214090720139851,182.62222222222223,0.18888888888888888
16437,0.0151385,0.0214090720139851,182.63333333333335,0.2
16438,0.0151385,0.0214090720139851,182.64444444444445,0.2111111111111111
16439,0.0151385,0.0214090720139851,182.65555555555557,0.22222222222222224
16440,0.0151385,0.0214090720139851,182.66666666666669,0.23333333333333334
16441,0.0151385,0.0214090720139851,182.67777777777778,0.24444444444444446
16442,0.0151385,0.0214090720139851,182.6888888888889,0.2555555555555556
16443,0.0151385,0.0214090720139851,182.70000000000002,0.26666666666666666
16444,0.0151385,0.0214090720139851,182.7111111111111,0.2777777777777778
16445,0.0151385,0.0214090720139851,182.72222222222223,0.2888888888888889
16446,0.0151385,0.0214090720139851,182.73333333333335,0.3
16447,0.0151385,0.0214090720139851,182.74444444444444,0.3111111111111111
16448,0.0151385,0.0214090720139851,182.75555555555556,0.32222222222222224
16449,0.0151385,0.0214090720139851,182.76666666666668,0.33333333333333337
16450,0.0151385,0.0214090720139851,182.77777777777777,0.34444444444444444
16451,0.0151385,0.0214090720139851,182.7888888888889,0.35555555555555557
16452,0.0151385,0.0214090720139851,182.8,0.3666666666666667
16453,0.0151385,0.0214090720139851,182.81111111111113,0.37777777777777777
16454,0.0151385,0.0214090720139851,182.82222222222222,0.3888888888888889
16455,0.0151385,0.0214090720139851,182.83333333333334,0.4
16456,0.0151385,0.0214090720139851,182.84444444444446,0.41111111111111115
16457,0.0151385,0.0214090720139851,182.85555555555555,0.4222222222222222
16458,0.0151385,0.0214090720139851,182.86666666666667,0.43333333333333335
16459,0.0151385,0.0214090720139851,182.8777777777778,0.4444444444444445
16460,0.0151385,0.0214090720139851,182.88888888888889,0.45555555555555555
16461,0.0151385,0.0214090720139851,182.9,0.4666666666666667
16462,0.0151385,0.0214090720139851,182.91111111111113,0.4777777777777778
16463,0.0151385,0.0214090720139851,182.92222222222222,0.48888888888888893
16464,0.0151385,0.0214090720139851,182.93333333333334,0.5
16465,0.0151385,0.0214090720139851,182.94444444444446,0.5111111111111112
16466,0.0151385,0.0214090720139851,182.95555555555555,0.5222222222222223
16467,0.0151385,0.0214090720139851,182.96666666666667,0.5333333333333333
16468,0.0151385,0.0214090720139851,182.9777777777778,0.5444444444444445
16469,0.0151385,0.0214090720139851,182.9888888888889,0.5555555555555556
16470,0.0151385,0.0214090720139851,183.0,0.5666666666666667
16471,0.0151385,0.0214090720139851,183.01111111111112,0.5777777777777778
16472,0.0151385,0.0214090720139851,183.02222222222224,0.5888888888888889
16473,0.0151385,0.0214090720139851,183.03333333333333,0.6
16474,0.0151385,0.0214090720139851,183.04444444444445,0.6111111111111112
16475,0.0151385,0.0214090720139851,183.05555555555557,0.6222222222222222
16476,0.0151385,0.0214090720139851,183.06666666666666,0.6333333333333333
16477,0.0151385,0.0214090720139851,183.07777777777778,0.6444444444444445
16478,0.0151385,0.0214090720139851,183.0888888888889,0.6555555555555556
16479,0.0151385,0.0214090720139851,183.1,0.6666666666666667
16480,0.0151385,0.0214090720139851,183.11111111111111,0.6777777777777778
