,task_eng,seconds,seconds_interaction
634,0.038745268,7.044444444444444,0.0
635,0.038745268,7.055555555555556,0.011111111111111112
636,0.0350975965,7.066666666666667,0.022222222222222223
637,0.0350975965,7.077777777777778,0.03333333333333333
638,0.0350975965,7.0888888888888895,0.044444444444444446
639,0.0350975965,7.1000000000000005,0.05555555555555556
640,0.0350975965,7.111111111111112,0.06666666666666667
641,0.0350975965,7.122222222222223,0.07777777777777778
642,0.0350975965,7.133333333333334,0.08888888888888889
643,0.0350975965,7.144444444444445,0.1
644,0.0350975965,7.155555555555556,0.11111111111111112
645,0.0350975965,7.166666666666667,0.12222222222222223
646,0.0350975965,7.177777777777778,0.13333333333333333
647,0.0350975965,7.188888888888889,0.14444444444444446
648,0.0350975965,7.2,0.15555555555555556
649,0.0350975965,7.211111111111111,0.16666666666666669
650,0.0350975965,7.222222222222222,0.17777777777777778
651,0.0350975965,7.233333333333333,0.18888888888888888
652,0.0350975965,7.2444444444444445,0.2
653,0.0350975965,7.2555555555555555,0.2111111111111111
654,0.0350975965,7.266666666666667,0.22222222222222224
655,0.0350975965,7.277777777777778,0.23333333333333334
656,0.0350975965,7.288888888888889,0.24444444444444446
657,0.0350975965,7.300000000000001,0.2555555555555556
658,0.0350975965,7.311111111111112,0.26666666666666666
659,0.0350975965,7.322222222222223,0.2777777777777778
660,0.0350975965,7.333333333333334,0.2888888888888889
661,0.0350975965,7.344444444444445,0.3
662,0.0350975965,7.355555555555556,0.3111111111111111
663,0.0350975965,7.366666666666667,0.32222222222222224
664,0.0350975965,7.377777777777778,0.33333333333333337
665,0.0350975965,7.388888888888889,0.34444444444444444
666,0.0350975965,7.4,0.35555555555555557
667,0.0350975965,7.411111111111111,0.3666666666666667
668,0.0350975965,7.4222222222222225,0.37777777777777777
669,0.0350975965,7.433333333333334,0.3888888888888889
670,0.0350975965,7.444444444444445,0.4
671,0.0350975965,7.455555555555556,0.41111111111111115
672,0.0350975965,7.466666666666667,0.4222222222222222
673,0.0350975965,7.477777777777778,0.43333333333333335
674,0.0350975965,7.488888888888889,0.4444444444444445
675,0.0350975965,7.5,0.45555555555555555
676,0.0350975965,7.511111111111111,0.4666666666666667
677,0.0350975965,7.522222222222222,0.4777777777777778
678,0.0350975965,7.533333333333333,0.48888888888888893
679,0.0350975965,7.544444444444445,0.5
680,0.0350975965,7.555555555555556,0.5111111111111112
681,0.0350975965,7.566666666666667,0.5222222222222223
682,0.0350975965,7.577777777777778,0.5333333333333333
683,0.0350975965,7.5888888888888895,0.5444444444444445
684,0.0350975965,7.6000000000000005,0.5555555555555556
685,0.0350975965,7.611111111111112,0.5666666666666667
686,0.0350975965,7.622222222222223,0.5777777777777778
687,0.0350975965,7.633333333333334,0.5888888888888889
688,0.0350975965,7.644444444444445,0.6
689,0.0350975965,7.655555555555556,0.6111111111111112
690,0.0350975965,7.666666666666667,0.6222222222222222
691,0.0350975965,7.677777777777778,0.6333333333333333
692,0.0350975965,7.688888888888889,0.6444444444444445
693,0.0350975965,7.7,0.6555555555555556
694,0.0350975965,7.711111111111111,0.6666666666666667
695,0.0350975965,7.722222222222222,0.6777777777777778
696,0.0350975965,7.733333333333333,0.6888888888888889
697,0.0350975965,7.7444444444444445,0.7000000000000001
698,0.0350975965,7.7555555555555555,0.7111111111111111
699,0.0350975965,7.766666666666667,0.7222222222222222
700,0.0350975965,7.777777777777778,0.7333333333333334
701,0.0350975965,7.788888888888889,0.7444444444444445
702,0.0350975965,7.800000000000001,0.7555555555555555
703,0.0350975965,7.811111111111112,0.7666666666666667
704,0.0350975965,7.822222222222223,0.7777777777777778
705,0.0350975965,7.833333333333334,0.788888888888889
