TSGroupNTP,P1_durations,P2_durations,group_avg_blink_duration,group_name
2023-11-06 16:16:30+00:00,134.0,172.0,153.0,dyad_01
2023-11-06 16:17:00+00:00,144.5,152.92857142857142,148.71428571428572,dyad_01
2023-11-06 16:17:30+00:00,117.0,179.9375,148.46875,dyad_01
2023-11-06 16:18:00+00:00,122.0,140.58333333333334,131.29166666666669,dyad_01
2023-11-06 16:18:30+00:00,106.5,172.38888888888889,139.44444444444446,dyad_01
2023-11-06 16:19:00+00:00,,178.66666666666666,,dyad_01
2023-11-06 16:19:30+00:00,190.0,156.78571428571428,173.39285714285714,dyad_01
2023-11-06 16:20:00+00:00,164.0,178.53846153846155,171.26923076923077,dyad_01
2023-11-06 16:20:30+00:00,111.0,178.0,144.5,dyad_01
2023-11-06 16:21:00+00:00,174.0,179.21428571428572,176.60714285714286,dyad_01
2023-11-06 16:21:30+00:00,,151.75,,dyad_01
2023-11-06 16:22:00+00:00,123.0,156.7,139.85,dyad_01
2023-11-06 16:22:30+00:00,,153.33333333333334,,dyad_01
2023-11-06 16:23:00+00:00,,165.33333333333334,,dyad_01
2023-11-06 16:23:30+00:00,,205.88235294117646,,dyad_01
2023-11-06 16:24:00+00:00,,169.52941176470588,,dyad_01
2023-11-06 16:24:30+00:00,127.5,177.75,152.625,dyad_01
2023-11-06 16:25:00+00:00,434.0,170.0909090909091,302.04545454545456,dyad_01
2023-11-06 16:25:30+00:00,185.5,152.07142857142858,168.78571428571428,dyad_01
2023-11-06 16:26:00+00:00,,153.15384615384616,,dyad_01
2023-11-06 16:26:30+00:00,118.0,155.31578947368422,136.6578947368421,dyad_01
TSGroupNTP,P1_durations,P2_durations,group_avg_blink_duration,group_name
2023-11-06 17:11:30+00:00,200.1818181818182,245.44444444444446,222.81313131313132,dyad_02
2023-11-06 17:12:00+00:00,192.125,241.0,216.5625,dyad_02
2023-11-06 17:12:30+00:00,227.7058823529412,235.46428571428572,231.58508403361344,dyad_02
2023-11-06 17:13:00+00:00,208.47368421052633,249.4,228.93684210526317,dyad_02
2023-11-06 17:13:30+00:00,281.05,260.969696969697,271.0098484848485,dyad_02
2023-11-06 17:14:00+00:00,245.0,254.3,249.65,dyad_02
2023-11-06 17:14:30+00:00,211.0,234.33333333333334,222.66666666666669,dyad_02
2023-11-06 17:15:00+00:00,221.05555555555554,260.4736842105263,240.76461988304092,dyad_02
2023-11-06 17:15:30+00:00,182.83333333333334,264.53333333333336,223.68333333333334,dyad_02
2023-11-06 17:16:00+00:00,242.35714285714286,241.5,241.92857142857144,dyad_02
2023-11-06 17:16:30+00:00,222.2,281.5,251.85,dyad_02
2023-11-06 17:17:00+00:00,195.83333333333334,227.41666666666666,211.625,dyad_02
2023-11-06 17:17:30+00:00,240.47368421052633,345.72727272727275,293.10047846889955,dyad_02
2023-11-06 17:18:00+00:00,195.625,321.0,258.3125,dyad_02
2023-11-06 17:18:30+00:00,175.1818181818182,308.69565217391306,241.93873517786562,dyad_02
2023-11-06 17:19:00+00:00,268.9583333333333,261.7692307692308,265.36378205128204,dyad_02
2023-11-06 17:19:30+00:00,218.1,206.33333333333334,212.21666666666667,dyad_02
TSGroupNTP,P1_durations,P2_durations,group_avg_blink_duration,group_name
2023-12-19 11:27:00+00:00,199.2,164.25,181.725,dyad_03
2023-12-19 11:27:30+00:00,181.125,149.15384615384616,165.1394230769231,dyad_03
2023-12-19 11:28:00+00:00,180.44444444444446,148.14285714285714,164.29365079365078,dyad_03
