TSGroupNTP,P1_valid_blink_onsets,P2_valid_blink_onsets,group_name,P3_valid_blinks,P3_valid_blink_onsets
2023-12-19 11:30:30+00:00,21,18,dyad_04,,
2023-12-19 11:31:00+00:00,25,26,dyad_04,,
2023-12-19 11:31:30+00:00,20,20,dyad_04,,
2023-12-19 11:32:00+00:00,12,26,dyad_04,,
2023-12-19 11:32:30+00:00,25,18,dyad_04,,
2023-12-19 11:33:00+00:00,19,22,dyad_04,,
2023-12-19 11:33:30+00:00,21,8,dyad_04,,
2023-12-19 11:34:00+00:00,13,15,dyad_04,,
2023-12-19 11:34:30+00:00,19,20,dyad_04,,
2023-12-19 11:35:00+00:00,22,23,dyad_04,,
2023-12-19 11:35:30+00:00,16,21,dyad_04,,
2023-12-19 11:36:00+00:00,14,18,dyad_04,,
2023-12-19 11:36:30+00:00,22,19,dyad_04,,
2023-12-19 11:37:00+00:00,18,17,dyad_04,,
2023-12-19 11:37:30+00:00,12,16,dyad_04,,
2023-12-19 11:38:00+00:00,17,10,dyad_04,,
2023-12-19 11:38:30+00:00,0,0,dyad_04,,
2023-12-19 15:17:30+00:00,1,6,dyad_05,,
2023-12-19 15:18:00+00:00,9,11,dyad_05,,
2023-12-19 15:18:30+00:00,13,14,dyad_05,,
2023-12-19 15:19:00+00:00,7,18,dyad_05,,
2023-12-19 15:19:30+00:00,8,10,dyad_05,,
2023-12-19 15:20:00+00:00,9,8,dyad_05,,
2023-12-19 15:20:30+00:00,10,10,dyad_05,,
2023-12-19 15:21:00+00:00,14,24,dyad_05,,
2023-12-19 15:21:30+00:00,7,16,dyad_05,,
2023-12-19 15:22:00+00:00,7,10,dyad_05,,
2023-12-19 15:22:30+00:00,13,17,dyad_05,,
2023-12-19 15:23:00+00:00,6,18,dyad_05,,
2023-12-19 15:23:30+00:00,5,18,dyad_05,,
2023-12-19 15:24:00+00:00,12,18,dyad_05,,
2023-12-19 15:24:30+00:00,9,14,dyad_05,,
2023-12-19 15:25:00+00:00,8,15,dyad_05,,
2023-12-19 15:25:30+00:00,9,23,dyad_05,,
2023-12-19 15:26:00+00:00,10,17,dyad_05,,
2023-12-19 15:26:30+00:00,8,12,dyad_05,,
2023-12-19 15:27:00+00:00,10,10,dyad_05,,
2023-12-19 15:27:30+00:00,8,22,dyad_05,,
2023-12-19 15:28:00+00:00,7,19,dyad_05,,
2023-12-19 15:28:30+00:00,3,3,dyad_05,,
2023-12-19 15:19:30+00:00,0,6,dyad_06,,
2023-12-19 15:20:00+00:00,5,18,dyad_06,,
2023-12-19 15:20:30+00:00,6,12,dyad_06,,
2023-12-19 15:21:00+00:00,6,19,dyad_06,,
2023-12-19 15:21:30+00:00,6,23,dyad_06,,
2023-12-19 15:22:00+00:00,9,18,dyad_06,,
2023-12-19 15:22:30+00:00,5,16,dyad_06,,
2023-12-19 15:23:00+00:00,4,13,dyad_06,,
2023-12-19 15:23:30+00:00,8,19,dyad_06,,
2023-12-19 15:24:00+00:00,5,17,dyad_06,,
2023-12-19 15:24:30+00:00,4,20,dyad_06,,
2023-12-19 15:25:00+00:00,7,23,dyad_06,,
2023-12-19 15:25:30+00:00,8,16,dyad_06,,
2023-12-19 15:26:00+00:00,6,29,dyad_06,,
2023-12-19 15:26:30+00:00,7,25,dyad_06,,
2023-12-19 15:27:00+00:00,8,23,dyad_06,,
2023-12-19 15:27:30+00:00,9,18,dyad_06,,
2023-12-19 15:28:00+00:00,9,23,dyad_06,,
2023-12-19 15:28:30+00:00,11,14,dyad_06,,
2023-12-19 15:18:00+00:00,5,22,dyad_07,,
2023-12-19 15:18:30+00:00,11,18,dyad_07,,
2023-12-19 15:19:00+00:00,9,16,dyad_07,,
2023-12-19 15:19:30+00:00,15,18,dyad_07,,
2023-12-19 15:20:00+00:00,16,21,dyad_07,,
2023-12-19 15:20:30+00:00,12,26,dyad_07,,
2023-12-19 15:21:00+00:00,11,21,dyad_07,,
2023-12-19 15:21:30+00:00,6,30,dyad_07,,
2023-12-19 15:22:00+00:00,14,26,dyad_07,,
2023-12-19 15:22:30+00:00,8,23,dyad_07,,
2023-12-19 15:23:00+00:00,9,26,dyad_07,,
2023-12-19 15:23:30+00:00,6,21,dyad_07,,
2023-12-19 15:24:00+00:00,13,18,dyad_07,,
2023-12-19 15:24:30+00:00,6,30,dyad_07,,
2023-12-19 15:25:00+00:00,15,22,dyad_07,,
2023-12-19 15:25:30+00:00,9,15,dyad_07,,
2023-12-19 15:26:00+00:00,18,16,dyad_07,,
2023-12-19 15:26:30+00:00,13,22,dyad_07,,
2023-12-19 15:27:00+00:00,9,14,dyad_07,,
2023-12-19 15:27:30+00:00,10,19,dyad_07,,
2023-12-19 15:28:00+00:00,23,13,dyad_07,,
2023-12-19 15:28:30+00:00,7,11,dyad_07,,
2024-05-07 13:16:30+00:00,15,8,dyad_08,,
2024-05-07 13:17:00+00:00,26,13,dyad_08,,
2024-05-07 13:17:30+00:00,32,11,dyad_08,,
2024-05-07 13:18:00+00:00,39,17,dyad_08,,
2024-05-07 13:18:30+00:00,27,14,dyad_08,,
2024-05-07 13:19:00+00:00,34,12,dyad_08,,
2024-05-07 13:19:30+00:00,33,14,dyad_08,,
2024-05-07 13:20:00+00:00,37,19,dyad_08,,
2024-05-07 13:20:30+00:00,35,14,dyad_08,,
2024-05-07 13:21:00+00:00,29,15,dyad_08,,
2024-05-07 13:21:30+00:00,30,16,dyad_08,,
2024-05-07 13:22:00+00:00,27,11,dyad_08,,
2024-05-07 13:22:30+00:00,33,14,dyad_08,,
2024-05-07 13:23:00+00:00,22,11,dyad_08,,
2024-05-07 13:23:30+00:00,32,11,dyad_08,,
2024-05-07 13:24:00+00:00,39,9,dyad_08,,
2024-05-07 13:24:30+00:00,26,13,dyad_08,,
2024-05-07 13:25:00+00:00,28,11,dyad_08,,
2024-05-07 13:25:30+00:00,23,13,dyad_08,,
2024-05-07 13:26:00+00:00,25,18,dyad_08,,
2024-05-07 13:26:30+00:00,24,10,dyad_08,,
2024-05-07 13:27:00+00:00,36,13,dyad_08,,
2024-05-07 13:27:30+00:00,36,11,dyad_08,,
2024-05-07 13:28:00+00:00,38,9,dyad_08,,
2024-05-07 13:28:30+00:00,34,9,dyad_08,,
2024-05-07 13:29:00+00:00,24,16,dyad_08,,
2024-05-07 13:29:30+00:00,23,8,dyad_08,,
2024-05-07 13:30:00+00:00,12,4,dyad_08,,
2024-06-14 11:34:00+00:00,0,3,dyad_09,,
2024-06-14 11:34:30+00:00,1,10,dyad_09,,
2024-06-14 11:35:00+00:00,0,10,dyad_09,,
2024-06-14 11:35:30+00:00,3,9,dyad_09,,
2024-06-14 11:36:00+00:00,0,10,dyad_09,,
2024-06-14 11:36:30+00:00,1,8,dyad_09,,
2024-06-14 11:37:00+00:00,1,4,dyad_09,,
2024-06-14 11:37:30+00:00,3,9,dyad_09,,
2024-06-14 11:38:00+00:00,4,11,dyad_09,,
2024-06-14 11:38:30+00:00,7,16,dyad_09,,
2024-06-14 11:39:00+00:00,8,19,dyad_09,,
2024-06-14 11:39:30+00:00,4,23,dyad_09,,
2024-06-14 11:40:00+00:00,3,18,dyad_09,,
2024-06-14 11:40:30+00:00,2,5,dyad_09,,
2024-06-14 11:41:00+00:00,1,14,dyad_09,,
2024-06-14 11:41:30+00:00,4,22,dyad_09,,
2024-06-14 11:42:00+00:00,4,14,dyad_09,,
2024-06-14 11:42:30+00:00,3,10,dyad_09,,
2024-06-14 11:43:00+00:00,1,17,dyad_09,,
2024-06-14 11:43:30+00:00,1,2,dyad_09,,
2024-06-14 15:36:00+00:00,18,8,dyad_10,,
2024-06-14 15:36:30+00:00,24,13,dyad_10,,
2024-06-14 15:37:00+00:00,13,11,dyad_10,,
2024-06-14 15:37:30+00:00,13,15,dyad_10,,
2024-06-14 15:38:00+00:00,19,13,dyad_10,,
2024-06-14 15:38:30+00:00,12,17,dyad_10,,
2024-06-14 15:39:00+00:00,6,4,dyad_10,,
2024-06-14 15:39:30+00:00,13,6,dyad_10,,
2024-06-14 15:40:00+00:00,10,15,dyad_10,,
2024-06-14 15:40:30+00:00,19,20,dyad_10,,
2024-06-14 15:41:00+00:00,10,6,dyad_10,,
2024-06-14 15:41:30+00:00,13,5,dyad_10,,
2024-06-14 15:42:00+00:00,9,3,dyad_10,,
2024-06-14 15:42:30+00:00,6,1,dyad_10,,
2024-11-04 17:06:00+00:00,0,8,dyad_11,,
2024-11-04 17:06:30+00:00,11,14,dyad_11,,
2024-11-04 17:07:00+00:00,9,15,dyad_11,,
2024-11-04 17:07:30+00:00,10,18,dyad_11,,
2024-11-04 17:08:00+00:00,9,21,dyad_11,,
2024-11-04 17:08:30+00:00,16,14,dyad_11,,
2024-11-04 17:09:00+00:00,14,17,dyad_11,,
2024-11-04 17:09:30+00:00,10,15,dyad_11,,
2024-11-04 17:10:00+00:00,5,18,dyad_11,,
2024-11-04 17:10:30+00:00,6,19,dyad_11,,
2024-11-04 17:11:00+00:00,11,23,dyad_11,,
2024-11-04 17:11:30+00:00,5,14,dyad_11,,
2024-11-04 17:12:00+00:00,7,19,dyad_11,,
2024-11-04 17:12:30+00:00,11,18,dyad_11,,
2024-11-04 17:13:00+00:00,10,24,dyad_11,,
2024-11-04 17:13:30+00:00,15,14,dyad_11,,
2024-11-04 17:14:00+00:00,9,17,dyad_11,,
2024-11-04 17:14:30+00:00,4,24,dyad_11,,
2024-11-04 17:15:00+00:00,1,6,dyad_11,,
2023-10-23 16:02:00+00:00,1,2,triad_01,133.0,11.0
2023-10-23 16:02:30+00:00,6,17,triad_01,371.0,29.0
2023-10-23 16:03:00+00:00,8,4,triad_01,229.0,16.0
2023-10-23 16:03:30+00:00,4,5,triad_01,71.0,4.0
2023-10-23 16:04:00+00:00,6,5,triad_01,413.0,27.0
2023-10-23 16:04:30+00:00,5,14,triad_01,339.0,25.0
2023-10-23 16:05:00+00:00,5,3,triad_01,79.0,6.0
2023-10-23 16:05:30+00:00,7,13,triad_01,354.0,24.0
2023-10-23 16:06:00+00:00,6,17,triad_01,228.0,19.0
2023-10-23 16:06:30+00:00,12,25,triad_01,255.0,19.0
2023-10-23 16:07:00+00:00,13,23,triad_01,28.0,2.0
2023-10-23 16:07:30+00:00,10,16,triad_01,461.0,32.0
2023-10-23 16:08:00+00:00,6,10,triad_01,521.0,30.0
2023-10-23 16:08:30+00:00,9,12,triad_01,33.0,2.0
2023-10-23 16:09:00+00:00,2,2,triad_01,51.0,4.0
2023-10-23 16:09:30+00:00,3,11,triad_01,97.0,8.0
2023-10-23 16:10:00+00:00,6,10,triad_01,141.0,11.0
2023-10-23 16:10:30+00:00,11,7,triad_01,193.0,9.0
2023-10-23 16:11:00+00:00,7,12,triad_01,162.0,12.0
2023-10-23 16:11:30+00:00,3,6,triad_01,112.0,9.0
2023-10-23 16:12:00+00:00,8,16,triad_01,499.0,35.0
2023-10-23 16:12:30+00:00,7,23,triad_01,403.0,28.0
2023-10-23 16:13:00+00:00,7,26,triad_01,335.0,21.0
2023-10-23 16:13:30+00:00,6,18,triad_01,429.0,29.0
2023-10-23 16:14:00+00:00,5,22,triad_01,390.0,24.0
2023-10-23 16:14:30+00:00,1,11,triad_01,117.0,10.0
2023-12-19 11:27:30+00:00,4,4,triad_03,78.0,4.0
2023-12-19 11:28:00+00:00,6,14,triad_03,202.0,11.0
2023-12-19 11:28:30+00:00,8,19,triad_03,201.0,10.0
2023-12-19 11:29:00+00:00,13,13,triad_03,191.0,11.0
2023-12-19 11:29:30+00:00,11,15,triad_03,166.0,8.0
2023-12-19 11:30:00+00:00,6,17,triad_03,95.0,7.0
2023-12-19 11:30:30+00:00,8,13,triad_03,46.0,3.0
2023-12-19 11:31:00+00:00,10,18,triad_03,105.0,7.0
2023-12-19 11:31:30+00:00,3,8,triad_03,96.0,5.0
2023-12-19 11:32:00+00:00,18,16,triad_03,111.0,8.0
2023-12-19 11:32:30+00:00,9,11,triad_03,74.0,7.0
2023-12-19 11:33:00+00:00,12,16,triad_03,156.0,9.0
2023-12-19 11:33:30+00:00,11,14,triad_03,63.0,3.0
2023-12-19 11:34:00+00:00,6,12,triad_03,115.0,6.0
2023-12-19 11:34:30+00:00,7,22,triad_03,119.0,7.0
2023-12-19 11:35:00+00:00,13,18,triad_03,87.0,4.0
2023-12-19 11:35:30+00:00,7,16,triad_03,122.0,7.0
2023-12-19 11:36:00+00:00,7,15,triad_03,153.0,9.0
2023-12-19 11:36:30+00:00,9,13,triad_03,130.0,7.0
2023-12-19 11:37:00+00:00,9,15,triad_03,134.0,7.0
2023-12-19 11:37:30+00:00,7,14,triad_03,150.0,9.0
2023-12-19 11:38:00+00:00,0,0,triad_03,0.0,0.0
2023-12-19 13:26:30+00:00,1,3,triad_04,152.0,9.0
2023-12-19 13:27:00+00:00,1,7,triad_04,293.0,18.0
2023-12-19 13:27:30+00:00,0,3,triad_04,186.0,10.0
2023-12-19 13:28:00+00:00,0,6,triad_04,135.0,10.0
2023-12-19 13:28:30+00:00,2,10,triad_04,155.0,10.0
2023-12-19 13:29:00+00:00,2,4,triad_04,137.0,8.0
2023-12-19 13:29:30+00:00,1,7,triad_04,167.0,11.0
2023-12-19 13:30:00+00:00,0,5,triad_04,91.0,6.0
2023-12-19 13:30:30+00:00,3,4,triad_04,173.0,11.0
2023-12-19 13:31:00+00:00,1,5,triad_04,65.0,4.0
2023-12-19 13:31:30+00:00,1,9,triad_04,129.0,7.0
2023-12-19 13:32:00+00:00,1,4,triad_04,131.0,10.0
2023-12-19 13:32:30+00:00,0,4,triad_04,177.0,11.0
2023-12-19 13:33:00+00:00,3,13,triad_04,317.0,16.0
2023-12-19 13:33:30+00:00,0,7,triad_04,153.0,12.0
2023-12-19 13:34:00+00:00,0,8,triad_04,175.0,11.0
2023-12-19 13:34:30+00:00,0,5,triad_04,139.0,9.0
2023-12-19 13:35:00+00:00,0,7,triad_04,260.0,15.0
2023-12-19 13:35:30+00:00,0,3,triad_04,159.0,10.0
2023-12-19 13:36:00+00:00,1,3,triad_04,138.0,8.0
2023-12-19 13:36:30+00:00,5,3,triad_04,293.0,20.0
2023-12-19 13:37:00+00:00,1,7,triad_04,238.0,14.0
2023-12-19 13:37:30+00:00,1,7,triad_04,159.0,9.0
2023-12-19 13:38:00+00:00,1,6,triad_04,291.0,18.0
2023-12-19 13:38:30+00:00,2,4,triad_04,254.0,16.0
2023-12-19 13:39:00+00:00,1,1,triad_04,70.0,3.0
2024-05-07 13:16:30+00:00,5,4,triad_05,55.0,6.0
2024-05-07 13:17:00+00:00,11,1,triad_05,299.0,26.0
2024-05-07 13:17:30+00:00,12,3,triad_05,312.0,29.0
2024-05-07 13:18:00+00:00,15,5,triad_05,435.0,40.0
2024-05-07 13:18:30+00:00,14,5,triad_05,379.0,36.0
2024-05-07 13:19:00+00:00,17,3,triad_05,357.0,28.0
2024-05-07 13:19:30+00:00,14,4,triad_05,321.0,30.0
2024-05-07 13:20:00+00:00,16,2,triad_05,351.0,33.0
2024-05-07 13:20:30+00:00,12,3,triad_05,403.0,35.0
2024-05-07 13:21:00+00:00,8,3,triad_05,329.0,30.0
2024-05-07 13:21:30+00:00,10,3,triad_05,325.0,31.0
2024-05-07 13:22:00+00:00,12,3,triad_05,380.0,35.0
2024-05-07 13:22:30+00:00,8,3,triad_05,297.0,28.0
2024-05-07 13:23:00+00:00,11,3,triad_05,415.0,38.0
2024-05-07 13:23:30+00:00,6,5,triad_05,129.0,10.0
2024-05-07 13:24:00+00:00,13,7,triad_05,318.0,29.0
2024-05-07 13:24:30+00:00,8,5,triad_05,293.0,27.0
2024-05-07 13:25:00+00:00,14,6,triad_05,240.0,24.0
2024-05-07 13:25:30+00:00,7,1,triad_05,305.0,26.0
2024-05-07 13:26:00+00:00,17,4,triad_05,191.0,16.0
2024-05-07 13:26:30+00:00,13,7,triad_05,432.0,32.0
2024-05-07 13:27:00+00:00,15,3,triad_05,380.0,31.0
2024-05-07 13:17:00+00:00,1,1,triad_06,31.0,3.0
2024-05-07 13:17:30+00:00,7,6,triad_06,64.0,4.0
2024-05-07 13:18:00+00:00,8,7,triad_06,169.0,12.0
2024-05-07 13:18:30+00:00,4,5,triad_06,129.0,11.0
2024-05-07 13:19:00+00:00,5,4,triad_06,96.0,9.0
2024-05-07 13:19:30+00:00,5,2,triad_06,81.0,7.0
2024-05-07 13:20:00+00:00,6,2,triad_06,103.0,10.0
2024-05-07 13:20:30+00:00,10,1,triad_06,146.0,12.0
2024-05-07 13:21:00+00:00,4,1,triad_06,139.0,12.0
2024-05-07 13:21:30+00:00,3,2,triad_06,218.0,16.0
2024-05-07 13:22:00+00:00,9,6,triad_06,113.0,11.0
2024-05-07 13:22:30+00:00,7,5,triad_06,151.0,9.0
2024-05-07 13:23:00+00:00,5,6,triad_06,116.0,9.0
2024-05-07 13:23:30+00:00,8,7,triad_06,235.0,19.0
2024-05-07 13:24:00+00:00,5,10,triad_06,89.0,8.0
2024-05-07 13:24:30+00:00,9,7,triad_06,177.0,13.0
2024-05-07 13:25:00+00:00,6,1,triad_06,205.0,17.0
2024-05-07 13:25:30+00:00,8,8,triad_06,194.0,15.0
2024-05-07 13:26:00+00:00,4,5,triad_06,161.0,15.0
2024-05-07 13:26:30+00:00,8,6,triad_06,116.0,12.0
2024-05-07 13:27:00+00:00,12,0,triad_06,233.0,21.0
2024-05-07 13:27:30+00:00,2,0,triad_06,55.0,4.0
2024-06-14 13:31:00+00:00,3,5,triad_07,64.0,5.0
2024-06-14 13:31:30+00:00,4,2,triad_07,81.0,6.0
2024-06-14 13:32:00+00:00,10,5,triad_07,66.0,5.0
2024-06-14 13:32:30+00:00,7,7,triad_07,58.0,5.0
2024-06-14 13:33:00+00:00,5,8,triad_07,46.0,4.0
2024-06-14 13:33:30+00:00,5,5,triad_07,71.0,6.0
2024-06-14 13:34:00+00:00,7,3,triad_07,58.0,4.0
2024-06-14 13:34:30+00:00,6,8,triad_07,11.0,1.0
2024-06-14 13:35:00+00:00,5,5,triad_07,24.0,2.0
2024-06-14 13:35:30+00:00,8,5,triad_07,41.0,3.0
2024-06-14 13:36:00+00:00,3,6,triad_07,19.0,2.0
2024-06-14 13:36:30+00:00,0,4,triad_07,11.0,1.0
2024-06-14 13:37:00+00:00,5,1,triad_07,21.0,1.0
2024-06-14 13:37:30+00:00,2,9,triad_07,12.0,1.0
2024-06-14 13:38:00+00:00,2,1,triad_07,11.0,1.0
2024-06-14 15:36:00+00:00,8,7,triad_08,47.0,5.0
2024-06-14 15:36:30+00:00,13,9,triad_08,122.0,11.0
2024-06-14 15:37:00+00:00,17,9,triad_08,9.0,1.0
2024-06-14 15:37:30+00:00,21,15,triad_08,28.0,2.0
2024-06-14 15:38:00+00:00,5,7,triad_08,14.0,2.0
2024-06-14 15:38:30+00:00,12,6,triad_08,35.0,5.0
2024-06-14 15:39:00+00:00,10,4,triad_08,23.0,3.0
2024-06-14 15:39:30+00:00,8,3,triad_08,7.0,1.0
2024-06-14 15:40:00+00:00,6,8,triad_08,9.0,1.0
2024-06-14 15:40:30+00:00,4,6,triad_08,39.0,4.0
2024-06-14 15:41:00+00:00,5,2,triad_08,75.0,5.0
2024-06-14 15:41:30+00:00,4,6,triad_08,15.0,2.0
2024-06-14 15:42:00+00:00,6,7,triad_08,41.0,5.0
2024-06-14 15:42:30+00:00,0,1,triad_08,0.0,0.0
2024-06-14 15:35:30+00:00,4,14,triad_09,71.0,8.0
2024-06-14 15:36:00+00:00,4,18,triad_09,218.0,20.0
2024-06-14 15:36:30+00:00,1,11,triad_09,132.0,14.0
2024-06-14 15:37:00+00:00,9,6,triad_09,171.0,19.0
2024-06-14 15:37:30+00:00,9,10,triad_09,301.0,28.0
2024-06-14 15:38:00+00:00,9,17,triad_09,133.0,12.0
2024-06-14 15:38:30+00:00,4,12,triad_09,194.0,18.0
2024-06-14 15:39:00+00:00,9,20,triad_09,218.0,22.0
2024-06-14 15:39:30+00:00,6,13,triad_09,158.0,16.0
2024-06-14 15:40:00+00:00,7,13,triad_09,219.0,26.0
2024-06-14 15:40:30+00:00,9,13,triad_09,183.0,16.0
2024-06-14 15:41:00+00:00,11,14,triad_09,169.0,19.0
2024-06-14 15:41:30+00:00,10,16,triad_09,188.0,16.0
2024-06-14 15:42:00+00:00,3,11,triad_09,89.0,9.0
2024-06-14 15:42:30+00:00,5,10,triad_09,83.0,9.0
2023-10-30 16:08:30+00:00,7,3,triad_02,117.0,8.0
2023-10-30 16:09:00+00:00,10,4,triad_02,178.0,10.0
2023-10-30 16:09:30+00:00,20,4,triad_02,86.0,6.0
2023-10-30 16:10:00+00:00,16,7,triad_02,203.0,13.0
2023-10-30 16:10:30+00:00,16,9,triad_02,154.0,10.0
2023-10-30 16:11:00+00:00,18,5,triad_02,175.0,11.0
2023-10-30 16:11:30+00:00,17,0,triad_02,61.0,4.0
2023-10-30 16:12:00+00:00,16,5,triad_02,269.0,14.0
2023-10-30 16:12:30+00:00,18,3,triad_02,252.0,13.0
2023-10-30 16:13:00+00:00,19,11,triad_02,174.0,10.0
2023-10-30 16:13:30+00:00,11,7,triad_02,91.0,5.0
2023-10-30 16:14:00+00:00,22,4,triad_02,103.0,7.0
2023-10-30 16:14:30+00:00,15,2,triad_02,107.0,7.0
2023-10-30 16:15:00+00:00,12,1,triad_02,106.0,7.0
2023-10-30 16:15:30+00:00,14,8,triad_02,143.0,8.0
2023-10-30 16:16:00+00:00,3,3,triad_02,32.0,2.0
2024-05-07 11:36:30+00:00,11,9,triad_11,81.0,8.0
2024-05-07 11:37:00+00:00,15,12,triad_11,123.0,11.0
2024-05-07 11:37:30+00:00,18,12,triad_11,144.0,12.0
2024-05-07 11:38:00+00:00,17,9,triad_11,151.0,11.0
2024-05-07 11:38:30+00:00,16,7,triad_11,90.0,7.0
2024-05-07 11:39:00+00:00,17,8,triad_11,95.0,9.0
2024-05-07 11:39:30+00:00,13,12,triad_11,215.0,18.0
2024-05-07 11:40:00+00:00,16,5,triad_11,83.0,7.0
2024-05-07 11:40:30+00:00,2,1,triad_11,14.0,1.0
2024-05-07 11:36:30+00:00,1,3,triad_10,19.0,2.0
2024-05-07 11:37:00+00:00,6,11,triad_10,95.0,11.0
2024-05-07 11:37:30+00:00,7,6,triad_10,79.0,7.0
2024-05-07 11:38:00+00:00,6,11,triad_10,57.0,6.0
2024-05-07 11:38:30+00:00,6,10,triad_10,106.0,10.0
2024-05-07 11:39:00+00:00,5,15,triad_10,98.0,9.0
2024-05-07 11:39:30+00:00,11,8,triad_10,89.0,8.0
2024-05-07 11:40:00+00:00,10,14,triad_10,100.0,8.0
2024-05-07 11:40:30+00:00,9,3,triad_10,143.0,13.0
2024-05-07 11:41:00+00:00,3,5,triad_10,56.0,5.0
2024-05-07 11:41:30+00:00,9,10,triad_10,97.0,11.0
2024-05-07 11:42:00+00:00,6,12,triad_10,76.0,9.0
2024-05-07 11:42:30+00:00,12,8,triad_10,71.0,8.0
2024-05-07 11:43:00+00:00,9,18,triad_10,96.0,11.0
2024-05-07 11:43:30+00:00,7,3,triad_10,60.0,6.0
2024-11-04 15:46:30+00:00,3,1,triad_14,32.0,2.0
2024-11-04 15:47:00+00:00,9,7,triad_14,153.0,14.0
2024-11-04 15:47:30+00:00,10,9,triad_14,41.0,3.0
2024-11-04 15:48:00+00:00,10,10,triad_14,142.0,13.0
2024-11-04 15:48:30+00:00,13,7,triad_14,114.0,11.0
2024-11-04 15:49:00+00:00,5,11,triad_14,134.0,11.0
2024-11-04 15:49:30+00:00,7,5,triad_14,73.0,7.0
2024-11-04 15:50:00+00:00,11,6,triad_14,94.0,9.0
