from,to,name,conf
62760,64680,"Jo, ich stimme dir zu.",0.6291478
73320,76600, Mein linke Hand ist irgendwo bei der Viola.,0.68321115
80440,82080,Ich hab die gar nicht in der Kontrolle.,0.33052677
83480,85280,"Doch, schau, rechte Hand, da kann ich euch winken.",0.48237124
85280,85680,Hi.,0.774
88120,89920,Jetzt haut die rechte Hand ab.,0.5514228
103480,104080, Hallo.,0.632
107080,107920,"Zeigefinger, Zeigefinger.",0.6450248
128520,130160,"Ich hab keine linke Hand, das war's.",0.5525102
162000,168760,"Wie du vorher auch schon gesagt hast, vielleicht so die Unterrichtseinheit vor den Ferien, vor den Weihnachtsferien, wenn es kein wichtiger Stoff mehr ist",0.6905831
169480,174280," und wo es dann vielleicht auch nicht so schlimm ist, wenn es dann doch nicht funktioniert, wegen technischen Schwierigkeiten.",1.0
184320,185280,Wie macht ihr das?,0.42805952
240160,240280,ja,1.0
250520,252840,"Also ich glaube, es hängt echt so viel an der Technik.",0.43073958
253160,257480,"Ich könnte mir das schon richtig gut vorstellen, wenn alles funktioniert.",0.6099028
258959,261079,Während Corona wäre das ja der Wahnsinn gewesen.,0.577905
262160,264040,"Da hätte man sich, also wenn es jetzt vielleicht ",0.5651223
265280,266120,ein bisschen...,1.0
268040,270560," realistische sind, das kann man bestimmt auch hinbekommen..",0.6970293
273080,275560, dann ist es ja schon gemeinsam in einem Raum.,1.0
318760,319560,"Ja, das stimmt.",0.4430363
321120,323040,Wie viel kostet denn so eine VR-Brille eigentlich?,0.4975898
376360,377160,Es war nur eine kurze Demo.,0.13880888
393680,401920,"Ja, ich habe die Hoffnung, dass wir irgendwann in 10, 20 Jahren darüber sprechen und sagen, hey, weißt du noch, damals uralte Stoffe,",0.73369896
403760,404440, Schlechte Technik.,0.52455217
404480,405160,Mega teuer.,0.55912966
405200,408000,So war es ja früher auch mit PCs oder mit irgendwas.,0.41924775
409680,410040,Weil... ,1.0
411560,412520,"Ja, man könnte schon coole ",0.4209768
413600,413880,Sachen ,1.0
415600,416200,machen,1.0
416360,417120,"Ja, mich auch.",1.0
418680,420280,Und die macht immer so Gesten so.,0.47346336
420400,421960,Kopf nach vorne und Daumen hoch.,0.60196733
427840,428800,Ich mach jetzt mal den hier.,0.016994722
480640,483560,"Ich finde es lustig, dass wir alle nur einen Oberkörper haben.",0.37153754
488360,488840,"Ja,",0.72850937
504400,504960, Welchen?,1.0
516159,516680,Okay.,0.583
522080,522520, Den hier?,0.59945977
528880,530880,Also ich habe manchmal so Nackenschmerzen.,0.34782058
530960,531440,Vielleicht ,0.34505066
533120,533680,gibt es da.,1.0
533800,534360,Immer so.,0.6963749
535240,536600,Und dann knackst es ein wenig.,0.57996106
536640,538280,Aber nicht so wie bei der Jessie.,0.7709362
540480,541160,Das war enorm halt.,0.29273227
557600,558720,Ich bin auf einem Rap-Konzert.,0.22215956
579680,580320,Ein Schmetterling.,0.36144155
595600,595840,Wie?,0.478
595960,596600,"Ja, Wolfgang.",0.48667648
600320,600520,ja,0.71
