from,to,name,conf
25040,26000, Ja ich würde es auf jeden Fall,1.0
27560,32280," nur als Option im Lehrplan mache, also in meiner Unterrichtsplanung mache,",0.3936473
33200,34680," weil ich kann mich nicht darauf verlassen, dass das halt immer für mich schon ein bisschen nervig ist.",1.0
66680,70800,"Also ich finde man kann das ja,  natürlich ist es mehr Aufwand, aber das macht irgendwie...",0.6352409
76880,80040,Ist es eigentlich so irgendwie übergriffig ein bisschen bei dir?,0.4452003
82240,83360,"Ja, das würde ich auch sagen.",0.4056951
86240,86800,Hallo.,0.625
93520,93920,Also... ,0.58289623
98640,99320,"Oh, wow, was...",0.61512303
103400,104000, Hallo.,0.632
106080,107040,Du musst noch wackeln.,0.68151313
107960,108280,ja,0.6450248
111120,111520,Hallo.,0.743
111800,112200,Hallo.,0.743
112560,112960,eins,0.743
118680,120280,?? zwei,1.0
134280,135600,"Ja, also ich finde, man kann es ja so, ",0.34590548
136320,140520,"wenn man andere Alternativen hat, also man sollte auf jeden Fall immer eine Alternative haben, wenn es nicht funktioniert.",1.0
161400,161880,??,1.0
175720,177400,"Ja, die Frage ist halt auch, ",0.59879416
177800,181040,"klar, zum anderen, wie teuer ist es, hat man überhaupt irgendwie mal die Möglichkeit dazu?",1.0
181160,182080,"Ja, das ist ja witzig.",0.52283365
185920,187000,Einfach nur ein...,0.39702848
188960,189320, Oder?,0.948
193480,194000, Oh.,0.902
194640,195320,Wow.,0.885
205520,206360,Wie so kleine Kinder.,0.5200087
207360,207880,ähm ja,1.0
208360,219440,"Und dann ist halt auch wieder die Frage, du kriegst vielleicht, was weiß ich, so zwei, drei, vier Dinger mal, aber so gleich so eine ganze Klassenstärke ist halt schon heftig und wahrscheinlich für die meisten Schulen nicht bezahlbar.",0.6565386
221000,228280," Und dann ist alles so, ja, wie wählst du aus, wer es machen darf, weil du kriegst sicher nicht die Idee, dass jeder Schüler das macht in der Unterrichtsstunde.",0.47879663
228320,230760,"Also ich glaube, da gibt es schon einige Herausforderungen.",0.44494945
239840,239960,ja,1.0
248520,249600,25-30,1.0
249840,249960,ja,1.0
304040,304440,ja,1.0
423760,425480,??,1.0
431040,431560,Oh.,0.008
435160,437080," Ja, wenn ihr ",0.5856509
438800,439680,"mit dem Mittelfinger drückt, ",1.0
440840,441680,dann kann ich...,1.0
