from,to,name,conf
45120,45440,achso,1.0
49520,50240, also,1.0
50760,55200,"Also, ich habe Realschule und da war im Lehrplan, waren ",0.7520895
55920,67600,"zweimal, also, dass man halt über Medienkompetenzen erlangen soll und auch, dass man damit halt umgehen soll und das reflektieren soll sein eigenes Verhalten, sage ich jetzt mal.",1.0
70120,74760," Also ich glaube, dass das schon ein großer Faktor spielen sollte.",0.77652156
223400,228920," Also ich finde es in der Grundschule schon okay, wenn man es macht, aber jetzt nicht dringend notwendig.",0.71293825
229080,232640,Aber halt nicht in der ersten Klasse die Kinder mit Tablets arbeiten lassen.,0.7005827
233760,243360,"Weil ich finde, also man schaut im Laufe seines Lebens noch genug auf Bildschirme und dann kann man in der ersten, zweiten Klasse vielleicht das bisschen weglassen.",0.7286732
314680,331600," Aber ich finde also auf jeden Fall in den älteren Klassen, so fünfte, sechste, siebte, ist es schon wichtig, dass da gerade über die Risiken und die Gefahren, die halt überall herrschen, dass die halt aufgeklärt werden und auch immer wieder verdeutlicht werden.",0.8651287
332320,334160,also wir hatten das zwar auch in der Realschule.,0.77057844
334960,339320, Aber halt dann immer nur so einen Tag und dann was wieder vergessen.,0.86300117
340160,344160,"Also ich finde es halt schon wichtig, wenn das so kontinuierlich immer wieder ",0.6737701
345120,346640,"gelehrt wird, sage ich jetzt mal.",1.0
462080,462680,Hinter mir?,0.81834954
472200,474560," Also sind wir zu dem Entschluss gekommen, dass es ",0.62610507
475360,478600," in der Grundschule erste, zweite noch nicht so krass sein muss.",1.0
479720,481320,Eher auf freiwilliger Basis.,0.38268703
517240,532640," Vielleicht wäre eine Idee, also ich meine, das übersteigt jetzt ein bisschen das Lehrersein, aber dass man halt vielleicht so einen Elternabend macht und dann halt die Eltern aufklärt und denen halt so sagt, was sie ihren Kindern beibringen müssen, so auf die Art.",0.7563529
638320,664480," Ich finde man könnte. Also, das ist jetzt ein neuer Punkt, aber dass man halt so jetzt, keine Ahnung, in anderen Fächern, also so jetzt nicht, keine Ahnung, bei uns hieß es IT, ich weiß nicht, wie es bei euch hieß, halt so dieses Computergedöns, dass man halt in den anderen Fächern so unterschwellig denen beibringt, was halt da alles passieren kann und so, und aber gar nicht so krass darauf eingeht, ja, ähm,",0.7138113
666400,670320, Also dass dahinter dann die sozialen Netzwerke stehen.,0.6602585
670560,671360,"Versteht ihr, wie ich meine?",0.247858
672760,673120, okay,1.0
675520,676120,ja,1.0
707040,708600, Ich finde es auch anstrengend.,0.5206599
709360,710760,Ich finde es anstrengend.,0.81314003
735440,736800,"Ja, voll.",0.6175306
744640,746440,"Ich weiß nicht, was wir noch reden sollen.",0.64988446
753360,754200,Hey!,0.587
759920,760800,Zeig mal.,0.75041187
765040,766480,"Ah, da sind noch zwei Orangen, ne?",0.0
786000,788480,"Mir fällt jetzt spontan nichts ein, nee.",0.6469885
