from,to,name,conf
7440,8840,Also du hängst da oben.,0.66539323
11320,12120,"Oh Gott, wie schön.",0.3761733
14920,15480,Was siehst du?,0.66896445
15520,16760,Siehst du uns alle von oben?,0.5094596
18480,18800,Geil.,0.805
24120,25120,Okay.,0.784
25760,27480,"Therese, du hast deine Hände im Raum verteilt.",0.43476442
36000,36360, Okay.,0.169
40040,42800,"Also ich muss sagen, ich glaube, ich fände es richtig schwierig, das erstmal einzuführen.",0.38914266
44360,46200,"Also gerade im G-Schwerpunkt, ",0.83764243
47760,49160,in L auch nicht viel besser. ,1.0
49480,51120,"Dauert das, glaube ich, sehr, sehr lange.",0.8514957
51880,54880," Bis es verstanden wird, warum man jetzt so eine Brille aufsetzt.",0.4833062
55640,60400,"Und es ist ja dann auch irgendwie... Es schaut anders aus, wenn sie es nicht von zu Hause gewohnt sind.",0.7852769
60400,62840,"Es ist, glaube ich, echt schwierig, das erstmal nahe zu bringen.",0.756202
62840,65640,"Und bis man überhaupt so weit ist, dass man das üben kann.",0.7449765
72160,73040,"Ja, genau.",0.75923383
74160,75560,"Ich finde auch, je nachdem mhh...",0.78643274
76800,85520," Was du dann vorhast zu lernen, sind ja oft solche grundlegenden Sachen, die du da im G-Schwerpunkt lernen musst, dass ",0.72906023
87440,90440, ich Social VR nicht so für sinnvoll finde.,1.0
115560,116240,Ja.,0.834
120280,120400,Ja.,0.067
131080,131520,Ja.,0.834
134160,139200,"Ich glaube so Lern-Apps sind schon cool, also auch am Tablet oder auch an diesen, was war das, aus Karton.",0.7673679
139920,140840,Diese Dinge.,0.49502525
141880,148760,"Genau, aber ich glaube, den Kindern so eine Brille aufzusetzen und das mit denen erstmal so einzustellen, wie wir es gerade gemacht haben, da ist die Aufmerksamkeitsspanne, glaube ich, gar nicht lang genug.",0.66274583
156640,157160,Ja.,0.445
164280,164480,Ja.,0.61
165160,169400," Und allein, dass du jetzt da oben hängst und du deine Hände ganz woanders hast...",0.6140592
171960,172400,Ja.,0.59
