,Model,Fold,Score,CV,Version,Group,Features,Sampling,Conf_Matrix,Time
0,Baseline Most Frequent Strategy,1,0.36,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[ 9  0]
 [16  0]]",0.0
1,Baseline Most Frequent Strategy,2,0.7916666666666666,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[19  0]
 [ 5  0]]",0.03125
2,Baseline Most Frequent Strategy,3,0.7391304347826086,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[17  0]
 [ 6  0]]",0.015625
3,Baseline Most Frequent Strategy,4,0.5,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[11  0]
 [11  0]]",0.0
4,Baseline Most Frequent Strategy,5,0.6818181818181818,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[15  0]
 [ 7  0]]",0.015625
5,Baseline Most Frequent Strategy,6,0.36363636363636365,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[ 8  0]
 [14  0]]",0.0
6,Baseline Most Frequent Strategy,7,0.7142857142857143,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[15  0]
 [ 6  0]]",0.0
7,Baseline Most Frequent Strategy,8,0.7142857142857143,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[15  0]
 [ 6  0]]",0.0
8,Baseline Most Frequent Strategy,9,0.45,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[ 9  0]
 [11  0]]",0.015625
9,Baseline Most Frequent Strategy,10,0.9444444444444444,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[17  0]
 [ 1  0]]",0.0
10,Baseline Most Frequent Strategy,11,0.5555555555555556,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[10  0]
 [ 8  0]]",0.015625
11,Baseline Most Frequent Strategy,12,0.29411764705882354,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[ 5  0]
 [12  0]]",0.0
12,Baseline Most Frequent Strategy,13,0.5,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[8 0]
 [8 0]]",0.0
13,Baseline Most Frequent Strategy,14,0.8125,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[13  0]
 [ 3  0]]",0.0
14,Baseline Most Frequent Strategy,15,0.4,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[6 0]
 [9 0]]",0.0
15,Baseline Most Frequent Strategy,16,0.6,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[9 0]
 [6 0]]",0.0
16,Baseline Most Frequent Strategy,17,0.14285714285714285,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[ 2  0]
 [12  0]]",0.0
17,Baseline Most Frequent Strategy,18,0.2857142857142857,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[ 4  0]
 [10  0]]",0.0
18,Baseline Most Frequent Strategy,19,0.0,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[ 0  0]
 [13  0]]",0.015625
19,Baseline Most Frequent Strategy,20,0.0,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[0 0]
 [8 0]]",0.0
20,Baseline Most Frequent Strategy,avg,0.492500607555275,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[192   0]
 [172   0]]",0.109375
21,Baseline Most Frequent Strategy,std,0.2589254799896236,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[192   0]
 [172   0]]",0.109375
22,Baseline Prior Strategy,1,0.36,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[ 9  0]
 [16  0]]",0.0
23,Baseline Prior Strategy,2,0.7916666666666666,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[19  0]
 [ 5  0]]",0.015625
24,Baseline Prior Strategy,3,0.7391304347826086,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[17  0]
 [ 6  0]]",0.015625
25,Baseline Prior Strategy,4,0.5,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[11  0]
 [11  0]]",0.0
26,Baseline Prior Strategy,5,0.6818181818181818,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[15  0]
 [ 7  0]]",0.0
27,Baseline Prior Strategy,6,0.36363636363636365,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[ 8  0]
 [14  0]]",0.015625
28,Baseline Prior Strategy,7,0.7142857142857143,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[15  0]
 [ 6  0]]",0.015625
29,Baseline Prior Strategy,8,0.7142857142857143,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[15  0]
 [ 6  0]]",0.0
30,Baseline Prior Strategy,9,0.45,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[ 9  0]
 [11  0]]",0.015625
31,Baseline Prior Strategy,10,0.9444444444444444,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[17  0]
 [ 1  0]]",0.0
32,Baseline Prior Strategy,11,0.5555555555555556,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[10  0]
 [ 8  0]]",0.0
33,Baseline Prior Strategy,12,0.29411764705882354,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[ 5  0]
 [12  0]]",0.015625
34,Baseline Prior Strategy,13,0.5,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[8 0]
 [8 0]]",0.0
35,Baseline Prior Strategy,14,0.8125,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[13  0]
 [ 3  0]]",0.0
36,Baseline Prior Strategy,15,0.4,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[6 0]
 [9 0]]",0.0
37,Baseline Prior Strategy,16,0.6,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[9 0]
 [6 0]]",0.0
38,Baseline Prior Strategy,17,0.14285714285714285,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[ 2  0]
 [12  0]]",0.0
39,Baseline Prior Strategy,18,0.2857142857142857,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[ 4  0]
 [10  0]]",0.0
40,Baseline Prior Strategy,19,0.0,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[ 0  0]
 [13  0]]",0.0
41,Baseline Prior Strategy,20,0.0,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[0 0]
 [8 0]]",0.015625
42,Baseline Prior Strategy,avg,0.492500607555275,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[192   0]
 [172   0]]",0.125
43,Baseline Prior Strategy,std,0.2589254799896236,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[192   0]
 [172   0]]",0.125
44,Baseline Stratified Strategy,1,0.44,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[ 5  4]
 [10  6]]",0.0
45,Baseline Stratified Strategy,2,0.5,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[ 9 10]
 [ 2  3]]",0.0
46,Baseline Stratified Strategy,3,0.5217391304347826,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[11  6]
 [ 5  1]]",0.0
47,Baseline Stratified Strategy,4,0.5,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[6 5]
 [6 5]]",0.015625
48,Baseline Stratified Strategy,5,0.3181818181818182,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[ 3 12]
 [ 3  4]]",0.015625
49,Baseline Stratified Strategy,6,0.5909090909090909,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[5 3]
 [6 8]]",0.03125
50,Baseline Stratified Strategy,7,0.6190476190476191,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[9 6]
 [2 4]]",0.015625
51,Baseline Stratified Strategy,8,0.47619047619047616,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[9 6]
 [5 1]]",0.03125
52,Baseline Stratified Strategy,9,0.6,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[7 2]
 [6 5]]",0.015625
53,Baseline Stratified Strategy,10,0.6666666666666666,Nested,SCALER_all_groups_f_MG_BPM_30s_binary_Manual,All,AIxVR,30,"[[11  6]
 [ 0  1]]",0.0
