,Model,Fold,Score,CV,Version,Group,Features,Sampling,Conf_Matrix,Time
0,Baseline Most Frequent Strategy,1,0.7916666666666666,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[19  0]
 [ 5  0]]",0.0
1,Baseline Most Frequent Strategy,2,0.7391304347826086,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[17  0]
 [ 6  0]]",0.0
2,Baseline Most Frequent Strategy,3,0.6818181818181818,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[15  0]
 [ 7  0]]",0.0
3,Baseline Most Frequent Strategy,4,0.5,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[11  0]
 [11  0]]",0.015625
4,Baseline Most Frequent Strategy,5,0.5555555555555556,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[10  0]
 [ 8  0]]",0.015625
5,Baseline Most Frequent Strategy,6,0.9444444444444444,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[17  0]
 [ 1  0]]",0.0
6,Baseline Most Frequent Strategy,7,0.29411764705882354,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[ 5  0]
 [12  0]]",0.0
7,Baseline Most Frequent Strategy,8,0.14285714285714285,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[ 2  0]
 [12  0]]",0.0
8,Baseline Most Frequent Strategy,avg,0.581198759147928,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[96  0]
 [62  0]]",0.03125
9,Baseline Most Frequent Strategy,std,0.24827419324144004,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[96  0]
 [62  0]]",0.03125
10,Baseline Prior Strategy,1,0.7916666666666666,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[19  0]
 [ 5  0]]",0.0
11,Baseline Prior Strategy,2,0.7391304347826086,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[17  0]
 [ 6  0]]",0.0
12,Baseline Prior Strategy,3,0.6818181818181818,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[15  0]
 [ 7  0]]",0.0
13,Baseline Prior Strategy,4,0.5,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[11  0]
 [11  0]]",0.0
14,Baseline Prior Strategy,5,0.5555555555555556,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[10  0]
 [ 8  0]]",0.0
15,Baseline Prior Strategy,6,0.9444444444444444,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[17  0]
 [ 1  0]]",0.0
16,Baseline Prior Strategy,7,0.29411764705882354,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[ 5  0]
 [12  0]]",0.0
17,Baseline Prior Strategy,8,0.14285714285714285,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[ 2  0]
 [12  0]]",0.0
18,Baseline Prior Strategy,avg,0.581198759147928,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[96  0]
 [62  0]]",0.0
19,Baseline Prior Strategy,std,0.24827419324144004,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[96  0]
 [62  0]]",0.0
20,Baseline Stratified Strategy,1,0.625,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[13  6]
 [ 3  2]]",0.0
21,Baseline Stratified Strategy,2,0.6521739130434783,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[12  5]
 [ 3  3]]",0.0
22,Baseline Stratified Strategy,3,0.6363636363636364,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[10  5]
 [ 3  4]]",0.0
23,Baseline Stratified Strategy,4,0.4090909090909091,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[4 7]
 [6 5]]",0.0
24,Baseline Stratified Strategy,5,0.5555555555555556,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[6 4]
 [4 4]]",0.0
25,Baseline Stratified Strategy,6,0.5555555555555556,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[10  7]
 [ 1  0]]",0.015625
26,Baseline Stratified Strategy,7,0.5294117647058824,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[4 1]
 [7 5]]",0.0
27,Baseline Stratified Strategy,8,0.35714285714285715,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[1 1]
 [8 4]]",0.0
28,Baseline Stratified Strategy,avg,0.5400367739322343,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[60 36]
 [35 27]]",0.015625
29,Baseline Stratified Strategy,std,0.10016480949077247,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[60 36]
 [35 27]]",0.015625
30,Baseline Uniform Strategy,1,0.6666666666666666,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[13  6]
 [ 2  3]]",0.0
31,Baseline Uniform Strategy,2,0.5217391304347826,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[9 8]
 [3 3]]",0.0
32,Baseline Uniform Strategy,3,0.22727272727272727,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[ 3 12]
 [ 5  2]]",0.0
33,Baseline Uniform Strategy,4,0.5909090909090909,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[6 5]
 [4 7]]",0.0
34,Baseline Uniform Strategy,5,0.2222222222222222,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[3 7]
 [7 1]]",0.0
35,Baseline Uniform Strategy,6,0.4444444444444444,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[8 9]
 [1 0]]",0.0
36,Baseline Uniform Strategy,7,0.4117647058823529,Nested,SIMPLE_dyads_all_features_30s_binary_Manual,Dyads,All,30,"[[1 4]
 [6 6]]",0.0
