,Model,Fold,Score,CV,Version,Group,Features,Sampling,Conf_Matrix,Time
0,Baseline Most Frequent Strategy,1,0.36,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[ 9  0]
 [16  0]]",0.046875
1,Baseline Most Frequent Strategy,2,0.7916666666666666,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[19  0]
 [ 5  0]]",0.0
2,Baseline Most Frequent Strategy,3,0.7391304347826086,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[17  0]
 [ 6  0]]",0.0
3,Baseline Most Frequent Strategy,4,0.5,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[11  0]
 [11  0]]",0.015625
4,Baseline Most Frequent Strategy,5,0.6818181818181818,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[15  0]
 [ 7  0]]",0.0
5,Baseline Most Frequent Strategy,6,0.36363636363636365,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[ 8  0]
 [14  0]]",0.0
6,Baseline Most Frequent Strategy,7,0.7142857142857143,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[15  0]
 [ 6  0]]",0.0
7,Baseline Most Frequent Strategy,8,0.7142857142857143,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[15  0]
 [ 6  0]]",0.0
8,Baseline Most Frequent Strategy,9,0.45,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[ 9  0]
 [11  0]]",0.0
9,Baseline Most Frequent Strategy,10,0.9444444444444444,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[17  0]
 [ 1  0]]",0.0
10,Baseline Most Frequent Strategy,11,0.5555555555555556,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[10  0]
 [ 8  0]]",0.0
11,Baseline Most Frequent Strategy,12,0.29411764705882354,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[ 5  0]
 [12  0]]",0.0
12,Baseline Most Frequent Strategy,13,0.5,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[8 0]
 [8 0]]",0.0
13,Baseline Most Frequent Strategy,14,0.8125,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[13  0]
 [ 3  0]]",0.0
14,Baseline Most Frequent Strategy,15,0.4,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[6 0]
 [9 0]]",0.0
15,Baseline Most Frequent Strategy,16,0.6,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[9 0]
 [6 0]]",0.0
16,Baseline Most Frequent Strategy,17,0.14285714285714285,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[ 2  0]
 [12  0]]",0.0
17,Baseline Most Frequent Strategy,18,0.2857142857142857,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[ 4  0]
 [10  0]]",0.0
18,Baseline Most Frequent Strategy,19,0.0,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[ 0  0]
 [13  0]]",0.0
19,Baseline Most Frequent Strategy,20,0.0,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[0 0]
 [8 0]]",0.015625
20,Baseline Most Frequent Strategy,avg,0.492500607555275,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[192   0]
 [172   0]]",0.078125
21,Baseline Most Frequent Strategy,std,0.2589254799896236,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[192   0]
 [172   0]]",0.078125
22,Baseline Prior Strategy,1,0.36,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[ 9  0]
 [16  0]]",0.0
23,Baseline Prior Strategy,2,0.7916666666666666,Nested,SIMPLE_all_groups_all_features_30s_binary_Manual,All,All,30,"[[19  0]
 [ 5  0]]",0.0
