from,to,name,conf
36520,37880,Wie hast du denn deinen Namen geändert?,0.22308116
42040,43200,Wie ging das nochmal?,0.5680672
46520,48760,"Ich habe vergessen, wie man das Tablet aufmacht.",0.6291971
50560,51040,Achso.,0.649
56520,59000,"War da irgendwas, dass ich dabei was klicken muss?",0.515813
68800,69560,Nee.,0.615
76880,77760,"Nee, irgendwie... ",0.52574134
79760,80800,Also ich sehe auch nichts.,0.7297596
83040,84240,mhhh,1.0
86040,87640,"Okay, dann machen wir es ohne Menü.",0.45073625
87680,88600,hahah,1.0
90640,91160, Ähm,1.0
91400,93840, genau. Du machst doch auch Gymnasiallehramt?,1.0
94240,95600,Du hattest doch Mathe und Informatik oder so.,0.38416296
96840,97480,"Okay, gut",0.7470542
98440,99080,jaa,0.7470542
99320,101040,"Ah, okay, warte mal. Jetzt kommt hier diese.",0.44832194
102480,104640,"Ja, ich habe hier auch gerade irgendeinen Fehler.",0.6165885
105400,106760,"Ah, jetzt bin ich wieder da. Moment.",0.8028066
107200,108040, Ahhh,1.0
108360,111320,okay gerade eben habe ich auch fast dieses tablet gesehen.,0.7310896
112440,113280,"Ja, okay.",1.0
114040,115160, Jetzt ist es wieder weg.,0.7321202
116560,117120,Okay.,0.371
120040,123040,"Ich mache Englisch, Geschichte und Informatik.",0.65333
124520,125560,Genau.,0.965
126560,127200,Okay.,0.762
129560,131800,Wir können ja mal mit Informatik anfangen.,0.65587515
142880,143160,Ja,0.8200409
143600,144280,finde ich auch.,1.0
147640,148440, Auf jeden Fall.,0.8036314
148680,154560,"Man kann sich halt gut austauschen, auch halt mit diesen Leinwänden, wenn man die dann wirklich anfängt zu benutzen und so.",0.799906
156040,156920,Ist eigentlich nicht schlecht.,0.6144458
159640,163080,"Ja, für Informatiker hat man es ja das letzte Mal schon drüber.",0.49634153
163240,167360,"Also es ist halt bei vielen Aspekten ja trotzdem schwierig, das anzuwenden.",0.6832483
168080,170320,"Vor allen Dingen jetzt bei Programmen oder so,",0.6721854
172240,178040," Ja, also man kann es halt visualisieren, was man programmiert hat und dann sieht man es nochmal vor den Augen.",0.62223333
178640,179280,Aber,0.6771495
180000,184480," ja, es muss halt irgendwelche Voraussetzungen geben, dass man es halt benutzen kann.",1.0
184520,187520,Also es muss eigentlich Programme zum Lernen wieder geben.,0.73066264
192720,193000,genau,1.0
198200,198480,mhhm,1.0
211240,211840,ja das stimmt.,1.0
215400,220560," Ja, was ich auch schon mal gesehen habe, war, dass es so Bausteine gibt von einem fertigen Programm.",0.68462837
221080,226400,Und man musste dann halt dieses Programm erst selber richtig aneinanderreihen.,0.7567014
226520,231440,"Aber da kommt es halt auch wieder darauf an, wie einfach das ist, in welchen..",0.6141886
231520,240280,"Also jetzt zum Beispiel für Anfänger in Informatik stelle ich es mir ganz gut vor, weil dafür bekommt man dann mal so ein Gefühl, wie ist so ein Programm aufgebaut, wie fängt es immer an.",0.44392785
240360,248960," Aber dann später ist es wahrscheinlich schon wieder langweilig, beziehungsweise man kann es ja gar nicht bei so vielen, also bei so einem krass komplizierten Programm kann man das, glaube ich, auch gar nicht verwirklichen.",0.44827062
252400,254760,Ja.Verliert man den Überblick.,0.550757
267880,268240, Genau.,0.831
268880,273160,"Also ich denke jetzt, ich weiß jetzt nicht, wie sinnvoll das halt bei Informatik ist.",0.66161215
273240,275880,"Außer das halt mit der Besprechung, das finde ich eigentlich ganz cool.",0.7723791
276840,279200,"Aber den Rest, man kann es halt anders verwirklichen.",0.5859655
279280,287840,"Man muss natürlich auch immer überlegen, es ist ein gewisser Aufwand, so VR-Brillen, die musst du erst hinlegen, es muss alles funktionieren, alle müssen drin sein.",0.7648831
288640,291720,"Da ist natürlich auch immer die Frage, ob sich der Aufwand dann auch lohnt.",0.7060246
301440,301880,Ja.,0.796
