from,to,name,conf
48080,48480,ja.,1.0
64760,73000,"Ja, außer halt Wirtschaft, also BWR, Recht, Wirtschaftsinformatik, kaufmännische Prozesse und so weiter. Das ist so, ",0.8029934
74080,81560,"was vielleicht auch ein bisschen in unseren kaufmännischen Bereich fällt, ist so Präsentationstraining vielleicht auch ",0.79037076
81680,82640,"mit, ich weiß nicht, also",1.0
83520,87960," Schüler irgendwie beibringen, wie sie präsentieren vor großen Menschenmengen.",0.85554945
88040,89840,Da könnte man vielleicht VR einsetzen.,0.8072132
91160,95840," Ansonsten ist halt in unserem Bereich jetzt so, weiß ich nicht, in so einem normalen Wirtschaftsunterricht ",0.71618336
96800,99280, haben wir leider irgendwie nur so theoretisches Wissen.,1.0
99520,102400,Da könnte man natürlich vielleicht in VR vielleicht irgendwie ,0.79449135
102960,108400,"ein 3D-Modell von der Grafik zeigen, aber ob das so viel Mehrwert bringt, weiß ich nicht.",1.0
109720,114040,"Wo halt im Wirtschaftsbereich eher VR richtig gut ist, wenn es halt dann darum geht, irgendwelche",0.8118778
115080,121320, Maschinen anzuschauen oder irgendwelche Unternehmensgebäude oder Strukturen zu konstruieren.,0.8474974
122120,122800,Vielleicht dann da.,0.7637007
180320,180440,ja,1.0
201360,201480,ja,1.0
202840,212120," Ich kenne das jetzt auch noch im Wirtschaftsbereich, dass zum Beispiel, wenn man versucht etwas zu verkaufen, dass man den Kunden dann so eine VR-Brille aufsetzt, um ihm quasi zu zeigen, wie das Produkt aussieht.",0.7497822
212840,217400,"Da ist es schon ein bisschen im Kommen, weil VR-Brillen ja eigentlich gar nicht mehr so teuer sind.",0.65301293
218120,219400, Also deswegen,0.5990648
220000,228200," an den Hardwaregeräten liegt es quasi nicht, sondern es ist halt meistens immer so das Programm, das erst mal erstellt werden muss. ",1.0
229040,235200,"Aber ja bei dir würde es tatsächlich Sinn machen, das einzusetzen im Wirtschaftsunterricht, also zum Kompetenz, ",0.6963648
236040,240000,"also so Methoden, also weiß ich nicht, so Präsentationstraining oder sowas.",1.0
240560,245800,"Da könnte man das vielleicht machen und dann halt so eine große Menschenmenge vor sich projizieren und dann versuchen das, aber sonst...",0.76927626
247240,252040," wüsste ich jetzt gerade auf Anhieb nicht, wie wir das im Wirtschafts- oder Rechtsunterricht einsetzen können.",0.8084124
260320,260440,ja,1.0
261200,265240,"Und dann ist halt immer so ein bisschen die Frage, was ist der Mehrwert?",0.68440676
265320,273000,"Am Anfang macht es Spaß, weil es was Neues ist, aber irgendwann nutzt es sich ja leider dann auch ab und dann ist halt so ein bisschen die Frage,",0.61304295
273720,274320," Ja, ",0.66299546
275400,275960,macht man das.,1.0
276600,287240,"Wo es halt wirklich Sinn ergibt, ist halt so im medizinischen Bereich, wenn man da quasi sich die Körper anschaut und da versucht quasi schon operative Eingriffe vorzumachen, weil man nichts kaputt machen kann.",0.75380534
287280,298240,"Also es ergibt einfach Sinn in der geschützten Umgebung, genauso wie wenn man irgendwie Maschinenbau oder sowas macht, dann kann man auch in der geschützten Umgebung Maschinen reparieren, ohne dass irgendwie eine Gefahr entsteht.",0.7514068
299120,299800, Genau also das ist ,0.49968258
300440,302840,und man hat natürlich mehr Möglichkeiten in der VR-Welt.,1.0
303000,305200,"Man kann alles Mögliche machen, das ist halt ",0.78721046
305880,308360,Der Kreativität sind keine Grenzen gesetzt.,0.7515463
323120,323240,ja,1.0
349040,349320,Ja.,0.062
349800,353640," Ich glaube auch so, dass man das dann viel anschaulicher lernen kann und auch viel besser behält.",0.82260823
353680,355200,"Das stimmt, ja.",0.74082303
355640,364680,"Ich frage mich halt nur so jetzt gerade zum Beispiel, wir sitzen jetzt eigentlich ganz normal wie im Klassenzimmer vor einer Tafel und haben ein bisschen random irgendwelche Symbole in die Luft gelegt.",0.6063983
365200,368840,Da frage ich mich halt inwiefern der Mehrwert eigentlich dann zum normalen Unterricht ist.,0.7848718
369440,371760,"Also ich fände, wenn wir jetzt irgendwie wirklich so eine richtig...",0.7378539
372720,381320," abgefahrene Welt gehabt hätten, weiß ich nicht, in einem Unternehmen oder irgendwie sowas, dann hätte das vielleicht irgendwie mehr Sinn ergeben, wenn man wirklich so vom Unterricht rauskommt.",0.8313507
