from,to,name,conf
55760,56320, ehm,1.0
56960,64000," Also wir studieren ja allgemein Wirtschaftspädagogik 1, das heißt, wir haben eigentlich jetzt kein spezifisches Fach, oder?",0.7052144
67480,68000,ja stimmt,1.0
145480,145600,ja,1.0
166120,166240,mh,1.0
202040,202160,mh,1.0
252640,253400,mhh,1.0
254080,259600,"Nee, ich glaube leider auch nicht, außer halt höchstens noch irgendwie für Gruppenarbeiten, so wie wir das jetzt gerade gemacht haben.",0.67335826
260600,261120,mhh,1.0
279840,280200,mhh,1.0
288040,288840,stimmt ja,1.0
304400,305440,"Ja, das stimmt.",0.55418265
415160,415280,ja,1.0
445600,446960, ich glaub auch ja.,1.0
462520,463320,mhhh,1.0
486800,487320,mhh,1.0
488520,491120,"Ja, aber wahrscheinlich dann auch eher im Unternehmen.",0.70843315
491160,500120,"Also es ist nicht unbedingt, wenn man eben den Schülern oder Schülerinnen was vermittelt, sondern wirklich dann, weil man im Auszubildenden oder im Beruf ist.",0.4987861
502080,502680,oder wenn du im Beruf bist halt.,1.0
514480,515039,aber ich,1.0
515520,516080,ne sorry.,1.0
516120,520240,"Aber ich kenne das zum Beispiel auch eher in einem Unternehmen, wo ich davor gearbeitet habe.",0.57681316
520360,529640,"Da war das so, wenn irgendwie zum Beispiel Produktneuentwicklungen, wenn es die gab, dann hat man sich halt das Produkt auch erst mal mit einer VR-Brille angeschaut.",0.7162057
530360,534920," ähm eben bevor es überhaupt hergestellt wurde, um eben zu sehen, wie",0.8414985
535720,540280,"  die Dimensionen sind, wie das auch in der Hand liegt und so weiter.",1.0
540960,542120,und genau,1.0
551240,551680,ja,1.0
568000,570360,Und das spart dann bestimmt auch Kosten und Zeit.,0.7088555
571080,574760,"Bevor man das dann wirklich produziert, schaut man es sich halt erstmal so an. genau.",0.5994761
589120,589560,ah,1.0
595240,595720,okay,1.0
604400,604520,ja,1.0
605600,610360,"Aber irgendwie, was ihr auch vorher gemeint habt, so auf komplett langes, ich könnte es mir auch nicht vorstellen.",0.54800856
