from,to,name,conf
11240,11880, Okay.,0.808
14360,15080,Hörst du mich?,0.44419423
17040,19520,"Hä, du bist bei mir da links.",0.46578965
21440,22120,Das passt irgendwie nicht.,0.58889693
23280,25000,Du bist so einen halben Meter weiter links.,0.60253406
27480,28240,Bin ich richtig?,0.6692853
31640,32160, bisschen verschoben,1.0
32960,33560, Okay.,1.0
35080,35800,"Ja, ist jetzt",0.3460198
36320,37800, egal eigentlich.,1.0
46280,49200," Ja, also jetzt schon nicht so direkt, aber halt ",0.89182585
49880,51080," so formuliert, ",1.0
51920,53720,dass man sich das auf jeden Fall auch ,1.0
54760,56440,"so dazu denken könnte, also so",1.0
57000,57520, ja,0.74504197
58560,59200,quasi,1.0
59520,63000,"Erziehung zu einem, ja, schon die Punkte, die wir jetzt auch hatten, ",1.0
63840,68560,"verantwortungsvoll, selbstbewusst und, äh,",1.0
70120,76680," Individuum, also da kann man natürlich dann auch sagen, ja, da gehört irgendwie Medien",0.77573967
78160,82880," verantwortungsvolles Bewusstsein, äh, Medien,",1.0
85400,90480," äh, Benutzen von Medien da auch dazu, aber jetzt so direkt fand ich jetzt nicht, dass darauf eingegangen wurde.",1.0
104840,105400,Okay.,0.523
124160,124640,Okay.,0.523
126360,127000,ähh,0.822
136200,139520,"Ja ich denke schon. Ich denke, es kommt halt auch so ein bisschen darauf an.",0.2801617
142520,143240,äh,1.0
143640,144480," Ich denke schon,",1.0
145240,147200, dass sich in den nächsten paar Jahren so,0.6681336
149080,151480," schon, dass auch nochmal auch nochmal die ",0.75232834
152760,154320,"Schüler und Schülerinnen schon sich auch, ",1.0
155560,159600,"also schon anders auch sind jetzt als vor zehn Jahren vielleicht, eben durch den, ",1.0
161040,164840,"durch dadurch, dass man auch anders aufwächst mit Medien, denke ich.",1.0
167040,167840,äh also,0.748
168920,175040,"je mehr das dann auch eine Rolle spielt in dem Leben außerhalb, desto mehr, desto wichtiger ist es dann, denke ich, auch as in der Schule zum Thema zu machen.",0.8113684
176240,177680, in der Schule zum Thema zu machen.,1.0
180760,181400,aber,1.0
185240,185880,ja,1.0
188800,191480," es ist halt auch die Frage, inwieweit ",0.6148514
192800,194920, KI auch noch mehr eine Rolle spielen wird ,1.0
196600,199120," in ein paar Jahren, als es jetzt schon spielt.",1.0
199840,201640,Inwieweit das dann auch noch...,0.7155864
203160,207000, inwieweit man sich vielleicht auch noch da passend irgendwie als Lehrkraft ,0.81265813
208280,217120," vielleicht jetzt schon irgendwie überlegen könnte, was man da, wie man das nutzen kann  oder wie man das, ",1.0
218360,220560,wie man die Nutzung davon lernen kann.,1.0
220880,222080,"Das ist, denke ich, auch ein wichtiges Thema.",0.18068868
231040,232840," Ja, ich denke schon.",0.8861389
236840,237600,ehh,1.0
239440,242000,"Es ist halt die Frage, auf welche Art und Weise.",0.7584861
264000,264760,"Stimmt, ja.",0.66633326
265320,266640,Da habe ich jetzt auch nichts gelesen.,0.08122366
293360,294800,"das, ja",1.0
299560,300720,Wie man sich auch schützt vielleicht.,0.5569681
304160,305200,"Stimmt, ja.",0.7759897
305800,306800,Wobei ich eher ,0.8175386
308640,312720," wahrscheinlich auch dann denke, dass die Regierung eine gewisse Verantwortung hat.",1.0
313920,315080,"Schon die Schulen auch, aber...",0.57283926
318680,319240, Aber,0.7724971
320280,323560," ja, dass da, oder auch, dass da eigentlich schon auch ",1.0
324720,328400," Produktentwickler, finde ich, sollten schon da auch eine Verantwortung tragen.",1.0
337680,338560,Ja.,0.721
342400,343600,ja ich denk schon.,1.0
352360,353360,ähh,0.82070243
355840,357880,"Ja, ich glaube, genau generell war die Frage.",0.6517945
359520,360160,und,0.754
361840,363960,Aber der Lehrplan ist natürlich da auch ,0.7136889
366240,367240,"schon,",1.0
368280,369400, wo man dann auch drauf schaut.,1.0
377600,379120," Ja, wie weit denkst du das, dass",0.6482157
380280,392080," Mixed, also zum Beispiel solche VR-Brillen oder auch ähnliches irgendwie noch viel größer eine Rolle spielen könnte in der Zukunft oder glaubst du das eher nicht?",1.0
405800,406400,Ja.,0.827
414480,415240,"Stimmt, ja.",0.79990375
419600,421200,"Ja, zum Beispiel Gaming dann, oder?",0.7464597
422560,422960,Sowas.,0.725
427800,430320," Hm, stimmt, ja.",0.46437845
430400,437560,"Also das jetzt ist ja auch ganz witzig so, aber genau, also konkret hilft das jetzt ja jetzt nicht, irgendwie was leichter zu lernen.",0.59159964
442280,445840,"Ich weiß jetzt gerade auch ein bisschen blöd, ich rede jetzt immer mit der Wand quasi.",0.36226198
446080,451880,*lacht,1.0
452280,452800,Ja.,0.014
478000,478600,Ja.,0.014
488760,489360,Ja.,0.014
494400,495400,"Ja, genau, ja.",0.54904217
502920,507720," Ja gut, vor allem dann halt schon Instagram und TikTok, oder?Weil WhatsApp, hat WhatsApp auch Gefahren?",0.55672276
508760,509880,Eigentlich ist... ,0.5266099
511760,514919,Wobei selbst da gab es ja jetzt auch so halt diese ,0.68639857
515919,520520,"Sticker, die wohl ja, also rechtsradikale Sticker und so, die... ",1.0
525880,526320,stimmt,0.364211
530520,535320," Stimmt, das kann man ja auch immer dann immer schön zweischneidig beurteilen, ja.",0.6070847
537760,538720,Aber auch die Gefahren dann.,0.8258811
538760,543720,"Oder wenn man jetzt so Telegram oder so anschaut, gibt's da ja auch so ",0.54791665
545480,546480,"Gruppenverbindungen,",1.0
548840,549680, wo Hetze betrieben wird.,1.0
557360,558560,mhh,0.73097247
565960,567200,"Achso, ja.",0.647787
569040,570720,Vielleicht als wichtiger Erzähler.,0.61073625
