from,to,name,conf
15280,15800,Ja.,0.778
21000,21320, Okay.,1.0
26760,27200,mhh,1.0
28640,31560," Ja, also ja ein bisschen, auch ein bisschen..",0.6543664
32280,33840,ja würde ich sagen ja,1.0
39000,40960,Ja. Wie war das in deinem Lehrplan?,0.7083874
41080,43480,"Du hast das Gymnasium angeschaut, wie war das da?",0.26726004
43560,45600,Wie viel Medienbildung war da drin?,0.67165726
90800,91640,okay,1.0
93000,94600," Okay, bei mir war ehm",0.79141015
95160,97360,"so ein Bereich, der heißt ähm ",1.0
98320,108520," Alltagsbewältigung und da war ein ganzer Bereich, wo es um Medien ging, also wie man halt, also digital und sowas ähm  und wie man das",1.0
109280,110080,ähm,1.0
110800,112680, auf die anderen Alltags,1.0
113520,114320,ähm,1.0
114720,116680,situationen quasi anwendet.,1.0
118640,119280, Ja.,0.404
119840,124000,"Also bei mir war relativ viel drin, würde ich sagen.",0.7287243
125480,125960,Ja.,0.822
128440,134520,"Ich finde es auch wichtig, dass so viel drin ist und vielleicht würde ich trotzdem sagen, dass man noch ein bisschen mehr... Ja, ich denke schon.",0.66711956
165520,166320,Ja.,0.748
178160,178600,ja,1.0
220960,221560,Ja.,0.734
222280,222560,Ja.,0.734
223760,224040,ehm,0.734
224640,226320,Was denkst du zum Mixed Reality?,0.5189482
226440,227960,Glaubst du so VR ,0.41794547
229600,230280,wird so,1.0
244080,256920," Ich würde sagen, dass auf jeden Fall, also dass man halt darüber reden sollte, was es für Chancen und für Risiken gibt bei VR und auch bei AR, dass man da auf jeden Fall drüber reden müsste.",0.7530479
257959,263320,"Und dass es auch in den Lehrplan gehört, weil das wohl, also sowas war ja irgendwie gar nicht thematisiert.",0.73661685
267960,276360," Ja, weil ich glaube auch vor allem ja so, was wir auch vorhin mitgesprochen hatten, in diesem Bild einen Raum mit Rassismus und mit Diskriminierung, ",0.77980983
277280,279880,"ehm dass da vor allem, ",1.0
280880,285640,ja dass da vor allem so Rassismus und Diskriminierung quasi vorhanden sind.,1.0
286640,290720,"Dass es dann wichtig ist, dass man da Kompetenzen hat.",0.8767495
292480,293320,ja,0.8767495
295560,299080," Dass man das, also dass man weiß, wie man sich selber jetzt verhalten würde.",0.8337506
300760,301560,"Ja, genau.",0.5976303
330680,331200,Ja.,0.754
338840,340640,"Also würden wir generell sagen, dass es mehr... ",0.6253977
343680,347840,Mehr Medienerziehung in...,0.65200853
349160,350040, Den Lehrplan gehört?,0.56552666
351160,352440,War das die Frage? ne,0.82070243
353400,355640,Dass es generell mehr Medienerziehung passieren soll.,0.4135345
357880,358400,Ja.,0.754
370760,370920,Ja.,0.017
392640,404400,"Also ich glaube schon, dass das so für die Freizeitbeschäftigung schon groß werden könnte, also dass halt die Jugendlichen sich dann halt damit in ihrer Freizeit beschäftigen.",0.75114733
406560,412720," Im Thema Bildung oder so kann ich mir jetzt schwer vorstellen, dass man das da so sehr einsetzen würde.",0.8207603
416800,417400,Ja.,0.827
421000,422360,"Ja, genau.",0.8382112
423120,423240,Ja.,0.25
437720,439360,"Ja, ne.",0.6028134
456680,466320," Ich würde sagen, dass halt so soziale Medien vor allem auch thematisiert werden müssten, weil das ja in dieser Gym-Studie jetzt schon",0.8027225
467040,468560,  eine große Rolle gespielt hat.,1.0
468920,477320,"Also dadurch, dass halt WhatsApp und vor allem auch Instagram und TikTok so beliebte Apps quasi sind.",0.7556724
478640,494120," Und da kann man ja auch den Aspekt von Transkulturalität wieder reinbringen, also wieder mit Diskriminierung und so, dass das viel mehr thematisiert werden müsste, was da für Gefahren sind.",0.8375558
507960,508720,"Ja, WhatsApp ist, ja.",0.364211
510600,511600,"Da jetzt vielleicht nicht, ja.",1.0
520960,525840,"Ja, bei WhatsApp könnte man vielleicht mehr die Chancen betonen, die  das irgendwie",1.0
527520,529960, hat für die Transkulturalität.,1.0
541960,542400,ja,0.8258811
547840,548400, wo Hetze betrieben wird.,1.0
558720,562040," Hast du irgendwelche Argumente, wieso man nicht mehr",0.73097247
564280,565400,  Medienbildung machen würde?,1.0
567280,568360,Fällt dir da was ein?,0.41407093
600560,600960,Ja.,1.0
619680,620360,ja,1.0
638680,639360,ja,1.0
646840,647360,ja,1.0
656720,657240,mh,1.0
666760,667280,ja,1.0
678120,684760," Ich würde sagen, dass halt das Hauptargument ist, dass irgendwie keine Zeit im Lehrplan ist und man eh schon so gestresst ist mit Inhalten.",0.6606394
685560,694040,"Aber ich glaube auch, dass man ja auch bei den fachspezifischen Inhalten auch immer so was medienerzieherisches mit einbauen kann.",0.8705591
694680,700800,"Wenn man jetzt über, keine Ahnung, in Sozialkunde über Politik oder sowas redet, kann man ja dann",0.70556855
702120,706760," über Fake News auch noch reden, dann hat man gleich sowas medienerzieherisches auch drin.",1.0
718480,719000,ja,1.0
721400,721920,ja,1.0
746800,747360,Ja.,0.248
761160,761720,Ja.,0.248
762120,762680,Ja.,0.248
783920,791320,"Ja, ich würde halt, also, halt so Mathe steckt mir schwierig vor, da irgendwas Medienerzieherisches mit reinzumachen.",0.4115981
792960,796240,"Da ist eher Mediendidaktik vielleicht, kann man da irgendwie... Genau.",0.6344883
798240,798800,Ja.,0.023
829000,829840,Ja.,0.039
833840,834880,Ja.,0.039
