from,to,name,conf
155440,156480,ja so?,1.0
158080,158760,okay,1.0
160880,162560,"Ok, danke.",0.117498934
164840,165480, Hallo!,0.009
166520,167560,"Jetzt bist du hinter mir, toll.",0.04544555
171480,172920,"Hey, lasst es. Meins.",0.026518203
174600,176560,"Also, wie würdest du das einbauen?",0.102568716
181880,182600,hä,1.0
189320,190040,Was angucken?,1.0
191720,192880,"Alter, ich bin in deinem Kopf drin.",0.0
195040,195960," Hei, guk mal,",0.09058396
196680,197480, dreh dich mal?,1.0
199680,200160,Was?,0.013
200680,201520,Geh mal in mein Kopf rein.,0.35571548
205720,206600,ehm,0.08
206720,210040,"Du würdest das einbauen, ja, aber mit was zum Beispiel, sag mal.",0.12565483
215120,217000,"Ja, dann könntest du Tiere zeigen.",0.10748149
221880,224640,"In Sport wüsste ich jetzt nicht, was ich zeigen sollte.",0.23703124
231920,232440, Hm.,0.003
233760,240720,Man könnte irgendwie vielleicht zeigen wie früher halt Sport gemacht wurde oder trainiert wurde und wie man jetzt halt sich entwickelt hat.,0.26812607
245600,246120,Was?,0.038
252000,252600,Hm.,0.004
253760,259399,"Vielleicht um halt so von irgendwelchen, also so alte Sachen angucken wie die früher trainiert haben oder sowas.",0.19584967
261519,263640," Oder, was sollt ma satt in Sport machen?",0.04514335
270600,272880,In Geschichte könnt man's gut einbauen.,0.27324742
276240,278120,"Mathe brauchst du nicht, oder?",0.0
278280,280360,Deutsch auch nicht.,0.06973711
282360,283120, Musik.,0.115
284120,285120,Auch nicht.,0.21978626
285360,285800,Doch.,0.241
287160,287960,"Musik, ja.",0.19442222
290160,293240,"Da könnte man Mozart zugucken, wie der komponiert hat.",0.16396542
295760,298120,Geografie könnte man bestimmt auch was cooles machen.,0.22285256
300520,301600,"Naturwissenschaftliche, ja.",0.06074537
303520,306920,"Aber alles eigentlich sprachenmäßiges oder so, da kann es nichts bringen, oder?",0.24477421
309720,311280,Also brauchst du für Sprache kein VR?,0.0
312520,313680, Oder?,0.397
316320,318600,Und Sport würde mir jetzt auch nicht so einfallen.,0.26257026
322240,323800,"Wobei, doch, es gibt ",0.18226583
325040,327920,"zum Beispiel bei dem, die Profis machen das so, aber das ist ja was anderes.",1.0
328640,332000,"Die gucken sich halt nochmal an, wie die gespielt haben, auf einer Aufzeichnung.",0.22875518
333280,334560,Aber dafür braucht man kein VR.,0.12688048
335960,337840,Dafür brauchst du einfach nur ein ,0.0
340760,342120,Fotokamera,1.0
343080,343760,mh,1.0
347960,348520," Boa, ey, jep.",0.06903436
360400,361760,Bau dich zu.,0.087895885
368560,370320,"Komm, wir machen zwei riesen Bildschirme draus.",0.27768686
375800,376680,Ich docke an.,0.05440437
378680,379440,Da is es überlappt.,0.1341457
388520,390480,Lass mal von den Dings auch noch einen holen.,0.13377668
392880,393240,Hä?,0.048
395560,397080,"Können wir den hier, du Bitch, holen?",0.034945842
401160,403440,"Ja, aber ich kann doch dein auch nehmen, oder?",0.08142054
403560,404360,"Oh, sorry.",0.09612492
404480,405280,Das war mein Laptop.,0.14799392
406280,407000,"Oh, fuck.",0.07634789
408560,409480,"Ja, ok, ich lass es.",0.22975557
413920,414600,Ok.,0.03
416960,421240,"Also, wir sind uns einig, dass man naturwissenschaftlich VR gut einsetzen kann,",0.23806229
422280,424440, aber in allen anderen Fächern nicht.,1.0
425560,426360,oder?,1.0
432520,434320,Heute Abend beginnt die EM gell?,0.0
437520,438360,Guckst du an?,0.02934584
442360,445120,Ich glaube ich habe gestern ein paar rumänische Fußballer gesehen,0.0
446240,447280,"Ja, ja, jeg vet.",0.18252829
449640,454960," Ja, ich glaub, die sind neben mir am Fahrrad vorbeigefahren.",0.10665822
455960,456800,Wirklich.,0.215
457320,462520,"Die hatten so komplett den Anzug von Rumänien an, also Rumänien an, und auch Rucksack an, alles.",0.18596812
463560,466520,"Kann sein, die haben eine Fahrradtour gemacht, oder so.",0.25506774
466680,468480,Da haben voll viele Leute auch geguckt.,0.06767859
469520,472560,"Aber gut, von Rumänien kennt man jetzt nicht so viele.",0.22536607
473480,474720,Eigentlich niemanden.,0.106883116
496200,497800, Sprachnotiz.,0.186
511520,511920,Guck mal.,0.13646978
513320,516039,Da hab ich ne Sprachnachricht gemacht.,0.07977049
524159,524560,hä hä,0.13646978
530200,531520,Mhm.,0.312
548920,551840,"Was wäre, wenn ich mich jetzt so 2 Meter groß mache, oder so?",0.20032296
553920,554960," Ja, passiert.",0.1093435
555040,557160,Ich bin jetzt 1.803 Meter plus.,0.16775844
557320,560000,Es ist gar nichts passiert.,0.15245053
571240,573600,An Katrin warte mal.,0.11494337
