from,to,name,conf
6960,7280,Nee.,0.443
10440,11640,Äh Ich hab Grundschule.,0.8258541
14160,14840,Und du warst?,0.6780347
18880,19280,Okay.,0.715
20720,22240,Wollen wir einfach anfangen mit Grundschul?,0.54560506
23440,24600," Ja, gerne.",0.5149961
29240,29360,ja,1.0
37960,39360," Ja, und ich finde auch, also ",0.7879143
40120,46920,"ich habe ein FSJ in der Grundschule gemacht und ich habe kein einziges Mal mitbekommen, dass da irgendwie drüber geredet worden ist, ",1.0
48000,51680,so über den Umgang mit den Medien.,1.0
54240,54480,Was?,0.81
56480,61040," Es war letztes Jahr, also vor dem Wintersemester.",0.76022047
66080,66440,mhh,1.0
88440,89120," Ja, extrem.",0.51449394
89720,98080,"Also auch was Kinder erzählt haben, die haben manchmal Sachen angeschaut und gespielt, wo ich mir selbst so denke, nee, ist mir zu gruselig.",0.5824512
98760,102520,Also da ist so gar nichts passiert und die Lehrer haben das irgendwie nur so weggenickt.,0.66648924
102560,108920,"Also die waren so, okay, das lässt sich deine Mama machen, aber haben jetzt nicht weiter darüber geredet oder das irgendwann mal im Unterricht thematisiert.",0.6757257
120160,120480,ja,1.0
136640,136960,Ja.,0.805
151920,152240,"Ja, voll.",0.4692121
177480,177800,Ja.,0.596
181400,181640,ja,1.0
266120,266520,ja,1.0
271280,271640,Okay.,0.289
272400,277640,"Ich finde auch, also wenn was drinsteht, dann irgendwie immer auch nur mit Medien und nicht so über Medien.",0.82277226
278000,281280,Also Medienerziehung ist da eigentlich gar kein Thema,0.75640625
281880,283960, und so ist es auch in der Praxis jetzt.,1.0
284000,289200,"Also mit Medien haben die schon, auch die Kinder viel gearbeitet, gerade so Tablet oder sowas",0.69251424
289640,291680," war halt nie, okay, wie gehe ich jetzt ",1.0
292480,297840," zu Hause mit solchen Sachen um und halt nicht in diesen geschützten Raum, was halt da die Schule bietet.",1.0
330520,333160," Ja, also die haben so eine App, die nennt sich Anton.",0.6150911
333640,338440,"Und da machen die auch so Buchstaben, viel so Einführungszeug und sowas.",0.8547451
338920,340320,Und halt auch so... ,0.75712377
340720,348640,"Also die haben sich halt viel ausprobiert, auch mit so Rechenmauern beispielsweise, was die halt darüber machen mussten, wo die so verschiedene Level hatten.",1.0
348840,351400,Und es gab da auch so Schultablets extra.,0.86324775
352840,355400,"Ja, auch ich habe ein Kind begleitet, das...",0.6568726
356440,359280, frisch aus Brasilien kam und deswegen noch kein Deutsch kannte.,0.8280692
359640,362840,"Und das hat dann auch, habe ich ein bisschen halt über ",0.7538763
364480,366200,das Tablet dann mit dem Deutsch gelernt.,1.0
366680,368360,Also wird da schon eingesetzt.,0.85057425
396440,399200," Ja, aber man muss halt auch sagen, die Kinder",0.67156935
