from,to,name,conf
155880,157400," Ich mache Grundschule, ja.",0.70520985
157440,160440,"Also ich meine, ich kann VR dadurch, also VR-Brillen kann ich eh nicht nutzen.",0.26541302
162600,163760,"Ja, ich weiß nicht, wo du bist, deswegen.",0.6193063
166320,168280,"Ja, aber ich weiß nicht, wie weit, weißt du, ich weiß nicht, wie weit.",0.6681033
170480,171160,Okay.,0.72
172280,176200,"Ja, ich mache Grundschule und deswegen kann, also VR-Brillen kann ich da eigentlich ja eh nicht nutzen.",0.75285876
179480,181120,Ich mache Sonderpädagogik.,0.8501477
182320,184920,"Also ich habe Mathe, Mathe, Deutsch, Musik, genau.",0.57440144
187000,187520,Was macht ihr?,0.54668623
191560,191800,mhh,1.0
216280,216680,mhh,1.0
246080,246200,ja,1.0
257399,259200,"Ja, ob das reicht.",0.7794552
266200,275040," Also was ich mir in der Grundschule vorstellen kann, ist dieses, wo wir die Stationenarbeit hatten, gab es doch auch Sachen am Tablet und wo man das dann so ",0.7787622
275840,278400, halt hingehalten hat und dann ist quasi was im Raum.,1.0
279720,282920," aufgetaucht, mehr so Augmented Reality.",0.70189846
283040,284080,Und das kann ich mir schon ,0.7495845
285040,291120,"vorstellen, dass die das auch ganz cool finden, wenn das irgendwie so eine kindgerechte Figur ist, die irgendwas erklärt oder so.",1.0
300160,301400,"Ah, okay, cool, ja.",0.5457018
368840,369480,ja,1.0
371920,374120," Ja, und es ist halt auch... Sorry.",0.488312
376560,379840,"Ich wollte nur dazu noch sagen, du kannst ja dann auch irgendwas ",0.7531639
380600,382960,"einfügen, irgendein Geschehen quasi.",1.0
383040,387280,"Also es ist ja nicht so ein Bild, was da ist und nur was abbildet, sondern du kannst ja dann noch irgendwie ",0.6666616
388000,389960,Bewegungen quasi einfügen.,1.0
395760,395880,mhh,1.0
426960,427360,mhh,1.0
457800,459360,Oder für so Schrägbilder.,0.69716394
459840,462040,Wenn man das immer zeichnen sollte oder so.,0.856253
485680,485800,mhh,1.0
501600,502000,"Ja, ja.",0.5343033
502320,502680,"Ja, ja.",0.5343033
522440,523000,ja,1.0
524520,527760," Und dann kannst du auch andere Technik nehmen, die du vielleicht schneller aufgebaut hast.",0.55853873
530680,531000,ja,1.0
555440,555880,ja,1.0
556040,558680,Ist das nicht sogar persönlicher per Zoom-Call?,0.80642676
559280,561480,Als wenn alle so einen Avatar haben?,0.5786283
572640,573520,"Ja, weiß ich nicht.",0.05984851
