from,to,name,conf
152520,153760, Was hast du für ein Fach nochmal?,0.51042765
154320,155160,"Du machst doch Grundschule, oder?",0.29500416
215440,215560,mhh,1.0
217800,219760,"Ja, ich mache Mathe, Chemie Gymie,",0.6660887
220760,228520," also in Chemie könnte ich mir schon vorstellen, dass man vielleicht sagt, man steht im Labor und macht vielleicht Experimente, die man eigentlich nicht machen kann.",1.0
229280,231440,"Aber es ist die Frage, wie feinfühlig die Finger so sind.",0.4044921
232120,232720, ähm,1.0
233760,239480,"Ja, und Mathe, ich weiß nicht, also sie können halt wieder ein Plus und Minus legen auf die Leinwand oder so.",0.68467194
239960,240600,ähm,1.0
241240,250040," Also bei so 3D und mit Ebenen und Gleichungen und so kann ich es mir schon vorstellen, dass es halt schwierig ist zum Vorstellen, dass es da hilft, das so irgendwie drum herum zu gehen.",0.6200221
251040,256920,"Aber ich weiß nicht, ob man es mit VR-Brille machen muss oder nicht einfach so mit GeoGebra oder so geht das ja auch.",0.7058472
259640,261240,"ja, deswegen, ich bin mir irgendwie unsicher.",0.6929042
261600,263680,"Also Mathe, Chemie sind, glaube ich, irgendwie schwierige Fächer.",0.6431833
263720,264960,Also Mathe gerade so.,0.0
273720,273840, mhhh,1.0
282080,282440,ja,1.0
290840,291080,mhh,1.0
291360,291880,"Ja, stimmt.",0.42106056
292440,295160,"Also dieses Augmented, das hatte auch eine bei meinem Praktikum.",0.58029187
295200,299440,"Also eben mit GeoGebra, dass die so eine Kugel halt in den Raum projiziert hat.",0.79273075
301840,303200,"Aber ja, das gibt's halt schon.",0.41295305
303280,303880,Also,0.6153568
304880,305200,ja,0.218
320760,322320, Aber das stelle ich mir schon cool vor so.,0.65567195
322720,323520,Einfach so,0.7247684
324320,327120," in Geschichte so mit der ganzen alten Zeit, weil man, ,also,",1.0
328040,330760,  wo man an irgendein Museum geht und sich alte Häuser anschaut.,1.0
331440,332800,"Ich frage mich, was  leichter ist.",0.49612942
332840,335240,Ob man sich doch leichter mit VR machen kann.,0.73980844
362760,365520,"Oder auch so Sachen, die weiter wechseln, so Pyramiden oder so.",0.75543445
365560,367960,"Man kann sich das ja überhaupt nicht vorstellen, diese Größenverhältnisse.",0.24481377
369680,370040,Schon cool.,0.38598964
371920,372720,ich weiß nicht,1.0
375000,375560,Sag du.,0.698678
387920,388280,Ja.,0.304
390200,390560,Ja.,0.304
391280,395040," Ich habe gerade überlegt, ob man in Chemie irgendwie so einen Atomaufbau anschauen kann.",0.5429239
395160,399600,"Aber das Ding ist, man weiß ja immer noch nicht und sagt immer, ja, die Wahrheit liegt irgendwo dazwischen.",0.72218263
400280,402040,"Deswegen glaube ich, wird es das nicht mehr für so ",0.6224582
402560,404520,"noch höheres Niveau geben, als es in der Schule ist.",1.0
404640,405720,Weil in der Schule ist es ja...,0.39076453
406880,417720," Also jetzt nochmal eher anders mit dem neuen Lehrplan und so, aber trotzdem, das weiß ich nicht, ob man da so quasi auf Atomebene, das kann man sich ja auch schlecht vorstellen, aber ob man da was anschauen kann, wie die sich bewegen oder wie die miteinander so,",0.6754172
418880,426360,"  keine Ahnung, Wechselwirkungen halt ausbilden und so, weiß ich nicht, ob man das halt darstellen kann oder ob das, wenn man es so verbildlich nicht eher so Fehlvorstellungen fördert.",1.0
428000,428400,jaa,1.0
444120,445080,"Ja, genau.",0.6985521
445160,447040,Immer ein 3D-Koordinatensystem.,0.7062212
447080,448480,"Ja, für das wäre es vielleicht nicht schlecht.",0.28698063
454480,454600,ich weiß nicht,1.0
456520,457640,ist schon schwierig teilweise.,1.0
459320,459680,Ja.,0.759
462720,464400,"Ja, das wäre wahrscheinlich nicht schlecht.",0.6066327
470280,474600," Naja, wenn du irgendwie London oder so durchnimmst, 6. Klasse, keine Ahnung, kann man ja... ",0.5239908
477360,477840, jaa,1.0
480000,481280,Grammatik jetzt nicht so.,1.0
486880,487000,ja,1.0
494960,495080,mh,1.0
503840,507320," Ich habe gerade überlegt, was man in der Oberstufe Englisch macht, irgendwelche Nachrichten oder so ",0.5996056
507880,512720," und halt irgendwelche Texte analysieren, aber da brauchst du ja eigentlich den Fließtext und kannst ihn ja nicht... ",1.0
516799,523799,"Ja, das macht teilweise auch keinen Sinn, wenn man nur VR benutzt, weil man Technik haben möchte, sondern es sollte ja auch irgendwie noch einen anderen Zweck haben, finde ich.",0.32927755
533080,533440,ja,1.0
536720,537080,Ja.,0.823
554800,555360,"Ja, stimmt.",0.6372315
