from,to,name,conf
14800,16520,"Willst du sagen, dass ich dich falsch rumgenommen habe?",0.2828986
19800,20440,Oh ja.,0.26563886
21760,22640,"Egal, passiert.",0.6967984
22720,23880,Manchmal wird die rechte Hand zur linken.,0.6854226
33760,34120,"Willst du sagen, dass ich dich falsch rumgenommen habe?",1.0
38560,39000, Für,1.0
39320,41560, Politik und Gesellschaft kann ich es mir vielleicht vorstellen.,0.32798326
42200,42960,Na wohl.,0.6358459
43000,44320,"Es kommt ja darauf an, ",0.74309397
44880,50000,"es wäre nicht wirklich Social-VR wahrscheinlich, aber im Endeffekt, ich könnte halt natürlich immer so eine Umgebung vom ",1.0
51320,57200,"Bundestag oder irgendeinem anderen Parlament nehmen und da halt mit den Leuten durchgehen, die Schüler durchführen.",1.0
58400,59840,Kann meine Hand wieder zu mir kommen?,0.4692933
69160,70880,"Wir haben Hände getauscht, ey.",1.0
71200,72840,"Ah, jetzt ist meine wieder bei mir.",0.76555955
81920,82360,Ja.,0.694
100120,100560,Ja.,0.726
128400,128759,Ja.,0.048
133240,136560,"Die ist grad schon durch dein Kopf so mit 2 kmh durchgeflogen, es ist wunderbar.",0.56078964
138160,140080,Aber ich kann's halt auch nicht kontrollieren.,0.53122073
141080,142520,"Oh, da fehlt ne Hand, wo ist die hin?",0.5048524
143560,143760,äh,1.0
145560,146360,"Oh, da hinten.",0.56324697
147840,148240,naja gut.,0.5596436
149000,149120,Ähm...,0.195
157320,159520," Nein, das sind so natürliche Tracking-Daten.",0.44893163
160400,162120,In dem Fall verkacken die ganze Tracking-Scheiße.,0.47382474
166880,168120,"Ja, äh, ",0.61845773
168720,171840,"ansonsten für Englisch, für Englisch, was kann ich noch für Englisch machen?",1.0
173000,177920,"Ich zeig dir irgendeinen Palast oder so und geh mit denen Englisch reden im Big Ben, ",0.7427447
178640,179280,maybe.,1.0
187680,188120,ja,1.0
196040,196720,"Ja, wahrscheinlich schon.",0.20003457
201080,201440,mh,1.0
209720,210560,"Ne, Plenum auch nicht.",0.76686
211120,211480,wie?,1.0
216920,218600,Einzelarbeit vorm Plenum oder so.,0.7134284
220280,221280,"Ja, wahrscheinlich, ja.",0.526393
237680,240280, Wie verwirrt dein Avatar aussieht.,0.53200954
241880,243040,haha,1.0
253280,255720," Das Ding ist halt, ich frage mich halt, also ",0.69540304
256519,259399," das Problem ist, klar kann man das immer machen, aber ich frage mich halt jedes Mal, ",1.0
260800,273080,"ist das halt den Aufwand wert, so zum Beispiel für dieses Gedichtvortragen, ist es halt den Aufwand wert, jetzt extra dafür die VR-Brennen rauszuholen, zu kalibrieren und alles, nur damit dann Schüler ein Gedichtsvortrag machen.",1.0
296960,298240,"Das ist eine interessante Idee, ja.",0.25842744
300200,300720,Ja.,0.256
301280,301400,"ist das halt den Aufwand wert, so zum Beispiel für dieses Gedichtvortragen, ist es halt den Aufwand wert, jetzt extra dafür die VR-Brennen rauszuholen, zu kalibrieren und alles, nur damit dann Schüler ein Gedichtsvortrag machen.",1.0
302280,302880,Ja.,0.473
311840,311960,Mhm.,0.209
330640,331400,Ja.,0.81
332200,336360,"Aber es ist auf jeden Fall eine interessante Idee, ja, vielleicht für auch so Schüler mit Lampenfieber,",0.58590823
337160,340160," dass du die dann in einen eigenen Raum setzt sozusagen, ja.",1.0
351120,351680,Ja.,0.484
365120,365360,ja,1.0
398680,398800,mhh ja,0.718
408600,408960,Ja.,0.418
418200,421280, Ich würde das Beispiel von Chat-GPT mit dem Antwortenden...,0.6935914
425560,426960,und sonst..,1.0
433400,438640,"Mit diesem, mit diesem, mit dieser, was auch immer das am Ende war, dem virtuellen Avatar, mit dem du redest, aber...",0.64311945
440160,448520," Ich meine, theoretisch kann ja funktionieren, wenn du irgendwie so jemanden, wirklich so eine AI hast, die dann auch, wo Sätze von einem echten Engländer vielleicht eingesprochen wurden.",0.7842045
449320,450880,"So, dann kann das ja auch funktionieren, eventuell.",0.72795755
452360,453160,Wo ist meine Hand hin?,0.43990308
457480,457840,Ja.,0.73
460720,462520,"Ah, da ist meine Hand. Mensch.",0.5218933
463160,465240,"Meine Hand ist wieder aus mir rausgewachsen.Perfekt, ",0.6457835
465360,466400,ich hab wieder zwei.,1.0
494360,494600,Ja,1.0
495160,498240,"je öfterst du es machst, desto mehr verschwindet eventuell auch dieser ",0.56535095
498600,499360,Wow-Effekt.,1.0
513840,515880,"Herr Schmid, ich habe eine Hand verloren.",0.69294536
539240,539960,haha,1.0
541120,543520,Wie war das mit dem Quatsch machen in den niedrigeren Klassen?,0.4803278
551400,552600,Ich hab ne faust.,1.0
565520,565640,mh,1.0
568200,568320,Ja.,1.0
588480,590200,"Ja, möglich, definitiv.",0.61309
607480,614000,"Ja, das müsstest du halt dann eventuell entweder in deinem Unterricht machen oder mit einem Informatiklehrer dann oder NUT-Lehrer so absprechen.",0.6542268
618760,619320,Ja.,0.722
627320,628560,"Ja, mindestens.",0.5794894
659840,660320,ja,1.0
