from,to,name,conf
17120,17360,mhh,1.0
18320,19480,"Ich glaube, du hast dich falsch rumgenommen.",0.14708158
24880,25200,Okay.,0.617
27040,27640,So. ,0.76
28120,28800,Also.,1.0
31640,32720, Wie würdest du es einbauen?,0.5197477
34960,35560,Würdest du es einbauen?,0.46934134
57600,58280, ??,1.0
60000,61560,Inwieweit ist es halt nicht...,0.6283547
63640,65239," VR, ja, das ist die Frage.",0.5994193
65280,66320,"Aber ich denke mal schon, oder?",0.6872734
66440,67560,Ist doch nicht MR. ,0.5083484
72920,73600,"Vor allem, es geht halt... ",0.56199384
74520,78120,"Diese Brillen, die wir letztes Mal hatten mit diesen Google Cardboards, die kann man ja auch verwenden. Das ist ja auch ",1.0
78760,79720,VR glaube ich.,1.0
80800,81160,"So, weißt du?",0.3853675
82600,83600,"Also ich würde es, glaube ich, schon verwenden.",0.6876262
85280,90800,"Ich habe nämlich auch das Gefühl, auch, glaube ich, bei Politik und Gesellschaft, ich glaube, das würde auch ganz gut passen, dass...",0.6540847
94600,100080," Dass du vielleicht so Schüler*innen die Distanz nimmst, weißt du?",0.7049114
101280,101960,Dass zum Beispiel...,0.4651203
106600,110920, dass zum Beispiel so ,0.86091113
112440,117800,"Leistungsschwächere, nicht Leistungsschwächere, Schüler, die Probleme haben zu reden, ",1.0
118280,118920,ähm,1.0
119640,127560,"eventuell dadurch die Distanz oder die Angst genommen werden kann, weil sie sich in eine virtuelle Welt flüchten können und deswegen besser diskutieren können vielleicht.",1.0
129920,132280," Könntest du mir sagen, was du damit beschäftigst?",0.3520418
180560,181560,mhhh,1.0
183840,184640,"Ja, ",0.56431067
185480,186360,würde schon gehen.,1.0
188960,192640," Beziehungsweise, ich frage mich, ob man hierüber auch Referate halten könnte.",0.8141873
193200,193880,Bestimmt schon. ,0.5743449
194360,195040,Wäre glaube ich ganz cool.,1.0
196360,200400,"Oder so in Deutsch kann ich mir nämlich vorstellen, so Gedichtsvorträge hierüber zu machen.",0.73925835
202080,205120,Es war so halt nicht... Was ist ein Gedichtsvertrag eigentlich?,0.6955604
205160,206320,Unterrichtsgespräch?,0.7
206440,207960,Einzelarbeit auf Einzelgespräch?,0.7844114
208880,209280, Plenum?,0.827
212080,213880,"Gedichtsvortrag oder sowas, was ist denn das?",0.6273902
214640,215000,äh,1.0
216280,216640,Ein,1.0
218760,220280,"Schülervortrag, gibt's sowas?",0.62800723
221400,222280,Schülervortrag.,0.72
222400,225240,"Dass man das dann irgendwie hierüber machen könnte, weil Leute ja vielleicht Angst hätten.",0.6443556
226320,228400,Und vielleicht könnte diese virtuelle Realität äh  ,0.72473365
229040,231200,"ihnen das nehmen, so weißt du?",1.0
231840,233280,Die Angst vor der Klasse zu sprechen.,0.38713735
243200,244960,"Ja, das könnte ich mir vorstellen.",0.88084656
245320,246600,Und in Geschichte halt sowieso.,0.7890362
247160,249800,"Auch wieder durch dieses Diskutieren, das was du ja auch gesagt hast.",0.7412795
250640,252560,Oder irgendwo anders diskutieren darüber.,0.80693555
272040,273160,Wenn,1.0
273200,274160,"Ja, okay, guter Punkt.",0.69992256
274720,277080,Wenn das nötige Vorwissen da ist ,0.87864554
